Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20201222_FLAG_DMSO_2h_MP8548_S1_R1_001	11.894460606375802	41.0	100.0	0.0	43605690.0
20201222_FLAG_DMSO_2h_MP8548_S1_R2_001	11.930401699148064	41.0	100.0	0.0	43605690.0
20201222_FLAG_VHL_2h_MP8548_S6_R1_001	25.855847641444967	41.0	100.0	0.0	36399619.0
20201222_FLAG_VHL_2h_MP8548_S6_R2_001	25.385023285976445	41.0	100.0	0.0	36399619.0
20201222_MED1_DMSO_2h_MP8548_S3_R1_001	22.161815544779728	41.0	100.0	0.0	61626682.0
20201222_MED1_DMSO_2h_MP8548_S3_R2_001	21.979813420756543	41.0	100.0	0.0	61626682.0
20201222_MED1_VHL_2h_MP8548_S8_R1_001	20.32672595154314	41.0	100.0	0.0	40959834.0
20201222_MED1_VHL_2h_MP8548_S8_R2_001	20.56267058397195	41.0	100.0	0.0	40959834.0
20201222_MEF2C_DMSO_2h_MP8548_S5_R1_001	13.006673147245067	40.0	100.0	0.0	37032464.0
20201222_MEF2C_DMSO_2h_MP8548_S5_R2_001	13.042655806785945	40.0	100.0	0.0	37032464.0
20201222_MEF2C_VHL_2h_MP8548_S10_R1_001	24.16860133214618	41.0	100.0	0.0	40765039.0
20201222_MEF2C_VHL_2h_MP8548_S10_R2_001	24.15251516930202	41.0	100.0	0.0	40765039.0
20201222_MYC_DMSO_2h_MP8548_S2_R1_001	17.621332423894103	43.0	100.0	9.090909090909092	39855885.0
20201222_MYC_DMSO_2h_MP8548_S2_R2_001	17.316436388316532	43.0	100.0	9.090909090909092	39855885.0
20201222_MYC_VHL_2h_MP8548_S7_R1_001	24.477807972702138	44.0	100.0	9.090909090909092	49158608.0
20201222_MYC_VHL_2h_MP8548_S7_R2_001	24.29229829025597	44.0	100.0	9.090909090909092	49158608.0
20201222_POL_II_DMSO_2h_MP8548_S4_R1_001	9.66828652221696	42.0	100.0	9.090909090909092	51341299.0
20201222_POL_II_DMSO_2h_MP8548_S4_R2_001	9.730205912339756	42.0	100.0	9.090909090909092	51341299.0
20201222_POL_II_VHL_2h_MP8548_S9_R1_001	10.792959332561367	43.0	100.0	0.0	59120099.0
20201222_POL_II_VHL_2h_MP8548_S9_R2_001	10.928145663963889	43.0	100.0	0.0	59120099.0
