chr1	1778365	1778523	71	4.8463699999999985	7.532710000000002	4.92923	74
chr1	1780380	1780697	74	19.13721	62.22867	58.25046999999999	179
chr1	2025788	2026008	82	3.95809	6.825989999999999	4.27229	133
chr1	2556655	2556879	115	2.96857	4.08996	1.7597599999999998	21
chr1	3454540	3454781	135	5.88304	9.20566	6.50928	130
chr1	8817860	8818034	271	4.50436	6.42357	3.893380000000001	143
chr1	9120328	9120539	292	5.98033	10.79217	8.02303	118
chr1	9129093	9129782	293	15.7767	38.22985	34.67454	129
chr1	9296963	9297137	311	5.55296	9.004430000000003	6.31281	106
chr1	9628533	9628779	323	3.6772	5.55754	3.09058	105
chr1	9943255	9943632	344	9.42678	17.85259	14.81059	129
chr1	10430600	10431044	363	7.45011	13.24261	10.36125	147
chr1	10646173	10646496	372	5.37437	10.45117	7.691139999999999	194
chr1	10965690	10965848	379	4.1057	6.03964	3.5357199999999995	121
chr1	10986567	10986796	381	4.82066	6.92306	4.35578	108
chr1	11051975	11052178	385	3.9627	5.80311	3.3199300000000003	113
chr1	11262711	11262907	390	3.71071	6.09937	3.5934	105
chr1	11934619	11934824	416	4.95338	8.33222	5.67935	102
chr1	12148215	12148382	430	3.4633300000000005	5.39995	2.9447400000000004	136
chr1	12153206	12153422	431	2.97203	3.5804400000000003	1.32756	83
chr1	12194762	12194935	437	4.22141	6.22969	3.71025	72
chr1	12296693	12297018	440	4.52579	7.8878	5.26716	149
chr1	15829876	15830059	508	5.5507300000000015	9.00078	6.31281	77
chr1	15834392	15834600	510	4.75968	7.1013	4.51853	81
chr1	17059699	17059927	559	6.74017	12.07199	9.24931	112
chr1	19469454	19469642	617	5.79178	10.10064	7.356210000000001	111
chr1	21338116	21338311	673	4.36304	6.19962	3.68121	49
chr1	21866116	21866473	694	5.83847	10.92447	8.15215	100
chr1	21883136	21883298	696	4.83455	7.2213	4.63441	65
chr1	23531268	23531582	737	8.06976	16.07183	13.09086	125
chr1	23825376	23825591	754	7.63727	18.1882	15.13815	150
chr1	23908836	23909093	763	5.09151	9.57319	6.85982	143
chr1	24189626	24189977	771	3.6772	5.55754	3.09058	93
chr1	24501267	24501506	784	3.73675	6.64582	4.10065	132
chr1	24846620	24846868	798	3.56976	4.51031	2.13461	128
chr1	25923094	25923292	863	3.9664	5.33485	2.88225	89
chr1	26471929	26472245	897	3.39434	4.84054	2.44286	211
chr1	26555610	26555844	906	3.9664	5.33485	2.88225	71
chr1	26692227	26692839	913	6.34624	11.0259	8.243260000000001	193
chr1	26900508	26900667	929	5.90119	8.92176	6.2456	51
chr1	27341857	27342027	952	4.09488	5.53592	3.07448	73
chr1	27365816	27366037	955	5.73283	9.29726	6.59191	47
chr1	27607403	27607561	973	4.20547	7.57828	4.97293	25
chr1	28505806	28506279	1037	7.26495	15.13508	12.18707	206
chr1	30719207	30719396	1070	4.19112	5.68631	3.21508	84
chr1	30816333	30816518	1079	3.30225	4.28263	1.9329	71
chr1	30823976	30824644	1082	17.43955	41.76863	38.14099	195
chr1	31524309	31524702	1115	4.36304	6.19962	3.68121	179
chr1	31939519	31939725	1133	5.55126	8.363480000000001	5.70897	72
chr1	32107766	32108085	1147	6.93473	14.09789	11.1899	182
chr1	32623194	32623429	1162	6.54929	10.61635	7.85385	101
chr1	33036890	33037063	1184	6.7740300000000016	11.72939	8.916	94
chr1	33140353	33140526	1195	3.9627	5.80311	3.3199300000000003	94
chr1	35642162	35642320	1229	5.45026	8.20275	5.55897	105
chr1	35769207	35769642	1231	5.15632	8.03704	5.398	143
chr1	36116031	36116198	1242	4.91385	7.34817	4.75654	78
chr1	36463893	36464120	1270	5.73283	9.29726	6.59191	82
chr1	37595875	37596149	1295	6.78868	15.15085	12.20057	116
chr1	38012901	38013059	1320	4.3438300000000005	6.42959	3.89848	40
chr1	39102937	39103148	1336	4.36304	6.19962	3.68121	144
chr1	41053349	41053636	1403	4.62315	7.45915	4.8600400000000015	241
