GENE,VHL_1h,DMSO_1h
A1BG,2.0,1.6666666666666667
A2MP1,5.5,6.166666666666667
NAT1,65.0,57.166666666666664
AADAC,2.0,3.1666666666666665
AAMP,363.3333333333333,365.6666666666667
AARS1,898.0,900.3333333333334
ABAT,181.0,190.66666666666666
ABCA1,68.0,76.0
ABCA2,146.83333333333334,152.66666666666666
ABCB7,31.833333333333332,32.666666666666664
ABL1,635.6666666666666,592.3333333333334
AOC1,2.6666666666666665,2.1666666666666665
ABL2,614.1666666666666,642.3333333333334
ABO,1.8333333333333333,2.6666666666666665
ABR,39.0,37.0
ACAA1,663.1666666666666,612.3333333333334
ACACB,37.0,39.0
ACADM,345.6666666666667,312.8333333333333
ACADS,41.833333333333336,42.0
ACADSB,606.0,602.3333333333334
ACADVL,357.5,359.1666666666667
ACAT1,138.66666666666666,135.66666666666666
ACAT2,1324.1666666666667,1223.0
ASIC2,5.333333333333333,5.666666666666667
ASIC1,247.33333333333334,244.5
ACLY,2115.5,2042.1666666666667
ACO1,140.33333333333334,138.0
ACO2,434.5,412.1666666666667
ACOX1,544.0,531.8333333333334
ACP1,1239.5,1121.3333333333333
ACP2,80.16666666666667,81.16666666666667
ACP3,115.33333333333333,108.0
ACRV1,1.6666666666666667,2.1666666666666665
ACTB,36052.666666666664,33013.333333333336
ACTG1,52298.333333333336,51465.833333333336
ACTN4,3242.6666666666665,3027.1666666666665
ACTL6A,303.5,281.8333333333333
ACTN1,1244.1666666666667,1108.1666666666667
ACVR1,57.166666666666664,59.333333333333336
ACVR1B,246.33333333333334,243.5
ACVR2A,71.0,71.66666666666667
ACVR2B,182.33333333333334,177.66666666666666
ACVRL1,106.66666666666667,113.33333333333333
ACY1,55.833333333333336,49.5
ACYP1,185.83333333333334,182.5
ACYP2,71.16666666666667,65.0
ADA,764.3333333333334,765.3333333333334
ADAM8,36.333333333333336,35.333333333333336
ADAM10,2604.1666666666665,2472.3333333333335
ADAR,3197.8333333333335,3124.0
ADARB1,406.1666666666667,418.8333333333333
ADCY1,5.0,4.166666666666667
ADCY2,3.8333333333333335,3.3333333333333335
ADCY3,350.8333333333333,343.5
ADCY5,5.166666666666667,5.0
ADCY6,37.166666666666664,25.833333333333332
ADCY7,1688.1666666666667,1646.6666666666667
ADCY9,1382.5,1521.1666666666667
ADCYAP1R1,6.0,4.0
ADD1,1515.0,1473.8333333333333
ADD2,1663.8333333333333,1619.1666666666667
ADD3,563.5,548.0
PLIN2,205.83333333333334,191.5
ADH5,426.6666666666667,396.1666666666667
ADH6,12.166666666666666,10.333333333333334
ADK,313.1666666666667,308.3333333333333
ADORA1,6.5,7.666666666666667
ADORA2A,29.5,25.333333333333332
ADORA2B,126.66666666666667,133.5
ADORA3,6.5,4.166666666666667
ADPRH,111.0,103.66666666666667
PARP1,952.6666666666666,878.5
PARP4,25.5,22.666666666666668
ADRA1A,12.833333333333334,9.666666666666666
ADRA2B,4.166666666666667,3.5
ADRA2C,2.5,1.8333333333333333
ADRB1,14.666666666666666,15.333333333333334
ADRB2,21.666666666666668,46.833333333333336
GRK2,1466.5,1585.8333333333333
GRK3,421.0,408.3333333333333
ADSL,96.0,88.0
ADSS2,419.3333333333333,397.0
AP2A1,315.8333333333333,298.8333333333333
AP2A2,118.0,121.66666666666667
AP1B1,398.5,408.0
AP2B1,2798.1666666666665,2702.8333333333335
AP1G1,2132.3333333333335,2088.3333333333335
TLE5,127.0,114.0
CRISP1,3.5,3.5
AFG3L1P,446.5,414.5
AGA,684.6666666666666,643.8333333333334
AGL,124.5,123.0
JAG1,36.666666666666664,33.166666666666664
AGT,123.16666666666667,117.0
AHCY,1740.8333333333333,1694.8333333333333
AHR,518.0,664.8333333333334
