RefSeq	ensembl	combo	DMSO	DOT1L	iBET
NM_003859	ENSG00000000419	38.7814688796531	42.2627143055169	32.3241899889737	50.0901271780418
NM_020423	ENSG00000000457	14.7459269194611	10.3945157879011	11.8433884818884	15.6112762603413
NM_018186	ENSG00000000460	17.0384991019213	22.9730742884969	18.4858854632224	23.2020675490291
NM_001042729	ENSG00000000938	0.690599951953943	1.61059543492125	3.06189915056571	0.327213954596926
NM_032020	ENSG00000001036	17.9873870061005	38.6472006930781	30.1106763903186	24.1023849693694
NM_001197115	ENSG00000001084	35.1503547774862	16.696272480915	17.1361071725494	36.2315932198939
NM_002505	ENSG00000001167	102.512890229264	83.3067041544978	77.7074627721735	110.979350244353
NM_001199012	ENSG00000001460	9.68943581357854	9.60184126093045	10.8082785985499	7.8517424135106
NM_020448	ENSG00000001461	37.4073975018522	27.054157553425	33.3254704635791	22.1749730115256
NM_001170649	ENSG00000001497	61.1131255417044	98.97808729932	88.1445801849344	71.6688359805495
NM_004186	ENSG00000001617	2.73563595126359	1.89126253716747	1.84966602651603	2.26402826129333
NM_019004	ENSG00000001629	43.7185157148172	35.2514973209325	39.1933806128973	38.2184720971681
NM_000786	ENSG00000001630	1.10175750563081	2.36144422253085	2.49363006848475	0.876198586668283
NM_001013406	ENSG00000001631	34.4114874308307	34.5204083947849	37.150459115451	26.6798687908377
NM_001297419	ENSG00000002016	19.7741350531849	15.7830242642833	18.6342054317836	15.4959069503869
NM_004322	ENSG00000002330	3.5337583813523	3.22349688627951	3.48877064066157	3.83061580445443
NM_015907	ENSG00000002549	73.1223644462214	73.4337113526172	61.7536117403025	85.278082472379
NM_001122898	ENSG00000002586	86.5897075009921	81.4427025191993	81.8848616108503	96.0222460419097
NM_001091	ENSG00000002726	2.33628223034197	1.78785119698339	4.67141801841375	0.671929387644581
NM_001013836	ENSG00000002822	42.7639004403092	53.0532758613553	46.1990026375986	57.4808267581528
NM_001271608	ENSG00000002834	158.310420568837	116.538718460421	130.479467279023	162.450600464237
NM_013323	ENSG00000002919	32.0009900932586	32.148865619862	29.0325272446042	39.6021242813463
NM_018487	ENSG00000002933	0.262963258873542	0.975125313002763	1.8988451913206	0.22838803269572
NM_001207024	ENSG00000003056	136.813698990918	147.253661416328	140.480834639743	139.57444365055
NM_001168299	ENSG00000003096	5.57879438066195	9.21227629898219	10.5581391120915	2.66029003929566
NM_001136020	ENSG00000003147	3.06498281967731	2.02424079565757	3.59751253513487	1.68430744032867
NM_001042610	ENSG00000003249	0.735362063516261	1.9232812196845	2.93741626294712	0.811417531271027
NM_001135745	ENSG00000003393	29.8567301654302	17.1567928572083	18.7859865886329	26.2783821544297
NM_001206524	ENSG00000003400	23.6758079922584	16.4848377676728	15.4370485916614	17.8346422999094
NM_001127183	ENSG00000003402	30.0486345081153	49.5025283528205	47.320191045689	30.0333327802574
NM_001032281	ENSG00000003436	5.61327177507562	4.66159433978663	6.60677133260795	3.98142247772844
NM_001083946	ENSG00000003509	15.1771868555092	16.2061851863156	14.523742881801	16.7570487854099
NM_005778	ENSG00000003756	172.159935233543	103.221158697895	110.176060358971	136.239516526152
NM_004686	ENSG00000003987	1.44758351344806	1.30757095922802	1.50809058702459	1.32966597444908
NM_001662	ENSG00000004059	47.6319924866459	37.4309280007531	42.8992438054317	41.4831254750799
NM_015584	ENSG00000004142	96.2392876419257	122.452195973505	113.033657890346	110.456234053014
NM_015103	ENSG00000004399	94.7423846700955	169.37221002943	246.808791794671	59.1024358976136
NM_001199199	ENSG00000004455	270.52664499702	511.96728947337	419.940764635579	355.922650316786
NM_002014	ENSG00000004478	52.7569713294298	141.037664574805	140.276473075177	90.9563568431649
NM_001009999	ENSG00000004487	104.537238834448	121.072940861062	118.461965562262	110.429675354568
NM_001167582	ENSG00000004534	170.383943742921	116.871773045689	126.928606650123	146.332650141661
NM_032294	ENSG00000004660	6.12225210149312	11.3079097523068	16.7522749448295	6.89987864821562
NM_002907	ENSG00000004700	79.5806248903092	58.5576002467506	46.8886846560838	86.7820609922334
NM_001257998	ENSG00000004766	16.7374352056664	19.4569429744641	17.2118021324372	16.0855538041834
NM_001172630	ENSG00000004777	81.7790023303843	57.8809133245138	52.1036323107371	80.3896239601395
NM_005003	ENSG00000004779	40.4734323852101	59.1992596791102	50.0151726729013	55.2863700042443
NM_033125	ENSG00000004809	1.19233379243601	8.20772981544739	6.58678667702713	1.3164312640065
NM_015896	ENSG00000004838	1.5880642703899	1.51453938737017	1.35670066724908	1.34385877528916
NM_001160210	ENSG00000004864	20.4183358181415	39.6243405269699	36.3201619791282	21.6340875090524
NM_018412	ENSG00000004866	9.50162176578722	10.9239770576505	11.7976705053718	9.47649365684767
NM_001114091	ENSG00000004897	106.827824849375	99.1720681675372	85.8338819678914	112.839285430729
NM_001122608	ENSG00000004961	18.4495010935946	22.8598558914688	19.9163848503662	23.0919230974803
NM_004422	ENSG00000004975	53.0905264525658	43.5011986235149	43.9635481979939	48.133282250559
NM_001297549	ENSG00000005007	292.486188421403	248.055382089325	267.033765095319	314.570967189131
NM_003930	ENSG00000005020	55.8183309061394	70.0945443050986	61.1492257724217	59.5650497829513
NM_001152	ENSG00000005022	181.839784514168	168.756765316574	145.916515870684	204.516678141719
NM_017918	ENSG00000005059	2.52877158478157	3.28998601552456	3.10493841294166	2.01909684054439
NM_005523	ENSG00000005073	0.823367171034295	2.0562594781746	1.60684015370748	1.02987953113481
NM_006234	ENSG00000005075	26.642500987269	32.6928917271035	30.1775527336372	32.4558324380048
NM_001199699	ENSG00000005100	29.4516490741797	65.7176461093362	74.4922774618392	27.7556354021034
NM_015204	ENSG00000005108	9.6302986899738	24.6213206732271	25.4400408460523	5.04865555297785
NM_002311	ENSG00000005156	27.7267272898157	63.2731333991793	50.9292009115336	32.8005478710525
NM_001146075	ENSG00000005175	53.1995680463071	45.8871604881557	40.2684598073974	66.510470382441
NM_005622	ENSG00000005187	10.9336602436838	20.8856706144492	24.2665433765674	7.51651860687675
NM_001144924	ENSG00000005189	20.7497868139163	33.518896666557	22.8322515094375	22.8832978528872
NM_020313	ENSG00000005194	49.492837681132	51.1539292926849	54.6254630133513	51.0069879864353
NM_001077238	ENSG00000005206	221.421602698487	185.539192936316	189.177471226759	200.456001993681
NM_025182	ENSG00000005238	11.397411406613	10.0818300031378	8.77495819182029	13.4668840770105
NM_002736	ENSG00000005249	25.323009386253	7.72009428505901	12.7144374035203	11.246392308635
NM_001193270	ENSG00000005302	40.7957686873453	35.5402484546816	37.4163395950547	36.8840156707315
NM_001079846	ENSG00000005339	105.836043041338	89.1795219104134	98.4899303529643	89.1367267682685
NM_001261835	ENSG00000005379	34.9295824508878	64.7718221670383	86.4420004703827	31.7668359783276
NM_000250	ENSG00000005381	16.4430327835924	27.7086587979356	40.8816643918474	18.3851087063576
NM_001201334	ENSG00000005436	12.0679089761957	14.3147769013742	15.6875793151936	7.23231746121821
NM_032118	ENSG00000005448	23.4612300879149	14.3496845914241	22.0542034891335	17.1216162841214
NM_001143935	ENSG00000005469	4.67104534507734	3.60512356449881	3.66974630673457	3.76156798104902
NM_018682	ENSG00000005483	91.1283347190866	88.1057430378746	78.039828358022	84.022766475914
NM_001040456	ENSG00000005486	39.1489163854482	19.6689606788023	16.5716905158303	38.0142028981444
NM_001300906	ENSG00000005700	63.4637827840888	81.2964452052363	77.2425781562847	61.1656821926164
NM_001130519	ENSG00000005801	37.6894110794164	44.8513240609739	42.9296120258767	35.6145188548147
NM_015057	ENSG00000005810	210.740606634364	231.422949329776	248.967405943723	155.023850559266
NM_012158	ENSG00000005812	66.8411662808503	39.9676134644571	43.1858914147637	60.4044185094844
NM_001114380	ENSG00000005844	194.365363403478	957.42434609418	726.162338330304	303.749745944158
