,VHL_2h,DMSO_24h,DMSO_2h,MYBi_24h,PBS_24h,VHL_24h
A1BG,0.0,0.0,0.0,0.0,0.0,0.0
NAT1,6.75,2.75,12.5,0.0,2.5,0.75
AAMP,9.0,8.75,9.75,0.0,7.0,6.0
AARS1,20.5,15.5,16.75,0.6666666666666666,5.5,4.75
ABAT,1.25,4.0,1.75,0.0,1.5,1.25
ABCA1,1.5,3.0,3.25,0.0,1.5,1.75
ABCA2,6.0,3.25,7.0,0.0,1.0,1.0
ABCA3,0.0,0.0,0.0,0.0,0.0,0.0
ABCB7,0.25,0.25,0.25,0.0,0.0,0.0
ABCF1,0.75,0.0,0.5,0.0,0.0,0.0
ABL1,67.0,35.25,75.25,4.666666666666667,29.25,24.5
AOC1,0.0,0.25,0.0,0.0,0.0,0.0
ABL2,84.5,27.75,93.5,7.333333333333333,17.75,18.75
ABO,0.0,0.0,0.0,0.0,0.25,0.0
ABR,18.0,28.5,24.25,0.3333333333333333,3.5,19.25
ACAA1,14.5,13.25,10.75,0.0,7.0,8.0
ACACA,1.0,3.0,2.75,0.0,0.75,2.0
ACACB,1.25,2.5,2.25,0.0,2.5,1.25
ACADM,2.75,0.75,1.25,1.3333333333333333,1.5,0.25
ACADS,2.75,1.25,3.75,0.0,0.75,1.25
ACADSB,6.25,4.5,8.5,0.6666666666666666,7.0,4.0
ACADVL,4.0,1.5,4.5,1.6666666666666667,2.0,0.5
ACAT1,1.5,1.5,2.75,1.3333333333333333,0.5,1.75
ACAT2,4.75,2.75,5.0,0.3333333333333333,5.5,2.75
ASIC1,2.5,3.25,2.0,0.3333333333333333,0.5,1.25
ACHE,0.0,0.0,0.0,0.0,0.0,0.0
ACLY,58.0,36.5,69.75,2.3333333333333335,28.0,21.0
ACO1,4.75,1.25,4.0,0.0,0.75,0.75
ACO2,6.75,6.0,13.25,2.3333333333333335,4.75,4.0
ACOX1,26.75,13.5,31.75,1.6666666666666667,3.75,4.0
ACP1,54.0,22.75,70.25,3.6666666666666665,20.5,14.0
ACP2,10.75,7.0,6.75,0.0,5.75,4.0
ACPP,3.25,3.75,1.75,0.0,1.75,5.0
ACRV1,0.0,0.0,0.0,0.0,0.0,0.0
ACTA2,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,1115.25,2418.25,1544.25,95.33333333333333,391.25,1187.75
ACTG1,1871.0,3694.0,2532.25,56.666666666666664,669.0,2134.0
ACTN4,56.5,29.75,66.25,5.333333333333333,41.5,13.75
ACTL6A,10.75,4.25,15.5,1.0,2.0,4.5
ACTN1,23.0,21.75,38.5,2.3333333333333335,9.25,10.25
ACTN2,0.75,0.5,0.25,0.0,0.0,0.5
ACVR1,1.75,1.25,1.0,1.0,1.5,0.5
ACVR1B,43.5,20.25,43.5,2.3333333333333335,21.0,15.5
ACVR2A,3.0,2.75,5.0,0.0,1.0,1.5
ACVR2B,16.5,9.0,26.75,1.0,9.5,6.0
ACVRL1,0.75,0.5,1.25,0.0,1.0,0.25
ACY1,1.25,1.25,0.75,0.0,2.5,0.5
ACYP1,12.5,6.75,12.0,0.0,2.5,4.75
ACYP2,0.0,0.25,0.25,0.0,0.0,0.0
ADA,9.25,10.75,8.0,1.6666666666666667,4.75,7.75
ADAM8,5.25,3.25,5.5,0.0,3.25,2.0
ADAM10,49.0,19.75,74.5,1.3333333333333333,26.25,16.5
ADAR,112.5,40.5,115.5,4.0,55.75,34.0
ADARB1,13.25,6.0,11.25,0.6666666666666666,6.5,6.75
ADCY1,7.5,5.5,10.0,0.0,0.25,3.0
ADCY3,19.5,10.25,22.25,0.6666666666666666,8.0,9.25
ADCY5,0.0,0.0,0.0,0.0,0.0,0.25
ADCY6,0.0,0.0,0.0,0.0,0.5,0.0
ADCY7,64.75,34.25,59.75,1.6666666666666667,25.75,27.75
ADCY9,31.75,33.25,41.5,38.0,110.75,27.25
ADCYAP1R1,0.0,0.0,0.0,0.0,0.0,0.0
ADD1,37.75,21.75,44.25,3.0,28.5,15.0
ADD2,11.25,10.0,14.5,0.3333333333333333,8.25,10.75
ADD3,5.75,5.25,7.75,0.0,2.25,1.0
PLIN2,27.25,13.5,35.75,0.6666666666666666,9.75,5.5
ADH5,13.75,3.75,22.0,0.0,4.5,5.0
ADH6,0.0,0.0,0.0,0.0,0.0,0.0
ADK,4.75,2.5,6.75,3.3333333333333335,0.5,1.0
ADM,3.25,0.25,6.5,0.0,0.0,0.25
ADORA1,0.0,0.0,0.0,0.0,0.0,0.0
ADORA2A,2.0,4.75,4.75,0.3333333333333333,1.0,1.25
ADORA2B,52.0,15.75,57.25,0.6666666666666666,6.25,8.5
ADORA3,3.75,0.0,2.0,0.0,0.25,0.0
ADPRH,13.75,5.25,19.0,0.0,1.25,2.0
PARP1,19.0,8.25,19.5,1.0,11.0,3.5
PARP4,0.75,1.5,0.5,0.0,0.0,0.25
ADRA1D,0.0,0.0,1.0,0.0,0.0,0.0
ADRA2C,0.0,0.5,0.5,0.0,0.0,0.5
ADRB1,2.0,7.75,5.5,0.0,2.0,2.75
ADRB2,37.75,6.75,89.0,1.6666666666666667,11.0,4.5
GRK2,57.25,30.25,64.75,1.6666666666666667,33.25,32.25
GRK3,29.25,13.75,49.75,1.0,12.75,9.25
ADSL,3.5,2.5,3.25,0.0,0.25,0.25
ADSS2,10.5,3.75,13.5,0.0,2.25,1.0
AP2A1,5.25,1.75,2.75,1.6666666666666667,1.75,0.75
AP2A2,2.25,1.5,3.0,0.0,1.25,0.5
AP1B1,13.0,6.75,19.25,0.6666666666666666,7.0,7.75
AP2B1,60.0,39.0,84.0,4.666666666666667,25.75,20.25
AP1G1,112.5,47.75,156.0,8.0,51.0,36.0
TLE5,0.5,0.25,0.5,0.3333333333333333,7.5,0.25
AFG3L1P,37.75,22.75,45.0,5.333333333333333,19.75,16.0
AGA,3.75,2.25,6.25,0.0,2.5,1.75
AGL,1.5,2.75,5.5,0.0,0.0,1.25
AGRP,0.0,0.0,0.0,0.0,0.0,0.0
JAG1,25.25,5.5,27.5,1.3333333333333333,1.75,6.5
AGT,0.25,0.75,0.5,0.0,0.25,0.0
AHCY,38.75,17.75,46.75,2.3333333333333335,16.0,14.0
AHR,153.5,39.0,241.75,23.666666666666668,49.25,22.75
AIF1,0.0,0.0,0.5,0.0,0.0,0.0
CRYBG1,19.0,4.75,19.25,1.6666666666666667,5.75,4.75
AK1,0.0,0.0,0.75,0.0,0.0,0.25
AK2,121.5,59.75,132.25,8.333333333333334,72.0,38.25
AK4,2.5,8.5,2.25,0.0,1.5,4.25
AKT1,30.75,17.0,33.75,1.3333333333333333,9.75,10.75
AKT2,19.25,13.25,20.75,1.3333333333333333,19.25,6.75
ALAD,17.75,15.25,15.5,0.6666666666666666,8.75,8.5
ALAS1,10.25,0.25,13.25,1.6666666666666667,5.5,0.5
ALCAM,14.5,4.25,19.0,0.0,4.75,3.0
ABCD1,5.0,6.25,4.75,0.3333333333333333,2.75,7.25
ALDH1A1,0.5,0.0,0.0,0.0,0.0,0.0
ALDH2,0.5,1.0,0.75,0.0,0.5,1.0
ALDH1B1,98.5,93.5,126.75,1.0,24.0,56.25
ALDH1A3,53.25,16.5,68.0,1.0,1.0,10.5
ALDH3B1,3.5,4.75,6.5,0.3333333333333333,5.75,5.25
ALDH9A1,28.25,11.5,44.5,2.6666666666666665,11.5,6.75
ALDH3A2,13.5,3.0,12.0,0.0,3.0,3.25
ABCD2,1.25,0.75,1.75,0.0,2.25,0.25
ALDOA,60.25,106.0,84.0,4.666666666666667,35.25,66.5
ALDOB,0.0,0.0,0.0,0.0,0.0,0.0
ALDOC,1.25,2.0,1.25,0.0,1.25,1.75
AKR1B1,0.75,0.5,1.25,0.0,0.0,0.0
ALOX12,0.5,1.5,1.25,0.0,6.0,1.5
ALOX5AP,20.5,9.75,29.75,0.0,0.5,3.75
ALOX15,0.0,0.25,0.25,0.0,0.0,0.0
ALOX15B,0.0,0.0,0.0,0.0,0.0,0.0
ALX3,0.0,0.0,0.0,0.0,0.0,0.0
AMD1,207.0,165.0,328.5,12.0,80.25,74.75
AMFR,31.75,18.5,32.5,4.0,8.5,8.25
AMH,0.0,0.0,0.0,0.0,0.0,0.5
AMPD2,18.25,13.75,18.5,1.6666666666666667,11.5,12.0
AMPD3,3.0,1.0,3.5,0.0,3.75,0.25
BIN1,0.25,0.25,0.25,0.0,0.0,0.0
AMT,0.5,0.75,1.25,0.0,1.0,1.75
ANG,0.0,0.0,0.5,0.0,0.0,0.0
ANGPT1,0.25,0.25,1.25,0.0,0.25,0.0
ANGPT2,0.0,0.0,0.0,0.0,0.0,0.5
ANK1,0.0,0.0,0.0,0.0,0.0,0.0
ANK2,0.5,0.0,2.0,0.0,0.75,0.25
ANK3,0.0,0.0,0.0,0.0,0.0,0.5
ANPEP,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A5,44.5,30.0,91.75,3.0,14.0,15.0
SLC25A6,237.0,219.25,330.75,7.0,93.0,146.5
ANXA1,4.25,1.25,3.75,1.6666666666666667,5.75,3.0
ANXA2,10.0,2.25,11.75,3.3333333333333335,3.75,2.25
ANXA2P1,0.0,0.0,0.5,0.0,0.0,0.75
ANXA4,1.25,1.25,1.5,0.3333333333333333,0.25,0.0
ANXA5,1.0,0.25,2.0,0.0,3.75,0.0
ANXA6,4.0,3.75,3.75,0.0,1.5,2.0
ANXA7,10.0,2.25,10.0,0.3333333333333333,0.75,0.75
ANXA11,18.75,8.25,16.5,0.0,3.75,6.25
AOAH,0.0,0.75,0.0,0.0,0.0,0.0
AOC2,0.5,0.5,0.0,0.0,0.5,0.25
AOX1,0.0,0.0,0.0,0.0,0.0,0.0
APAF1,24.0,23.75,31.75,2.3333333333333335,13.25,11.5
NUDT2,5.0,2.75,5.25,0.0,1.0,2.25
APBA2,0.25,0.5,0.25,0.0,0.0,0.25
APBB1,2.75,4.0,4.25,0.3333333333333333,7.0,0.75
APBB2,3.25,0.75,1.5,0.0,0.25,0.25
APC,11.5,7.5,22.25,0.6666666666666666,3.75,2.25
APEH,4.25,3.75,5.5,0.0,1.5,3.5
APEX1,33.0,12.75,53.0,2.6666666666666665,19.75,14.25
BIRC2,2.0,2.0,7.25,0.0,2.25,1.75
BIRC3,3.0,0.0,2.0,0.0,0.0,0.25
XIAP,59.75,26.0,83.5,7.333333333333333,19.0,17.0
BIRC5,135.75,64.0,189.0,5.0,43.75,34.0
APLP1,0.0,0.0,0.0,0.0,0.0,0.0
APLP2,40.25,28.0,50.5,2.6666666666666665,26.25,19.75
APOA1,0.25,0.0,0.75,0.0,0.0,0.5
APOC1,0.75,0.25,1.0,0.0,0.25,0.25
AQP8,0.0,0.0,0.0,0.0,0.0,0.0
APOC2,9.75,8.0,7.0,2.0,8.25,4.75
APOC4,0.0,0.0,0.0,0.0,0.0,0.0
APOE,0.0,0.0,0.0,0.0,0.0,0.0
APP,11.25,6.0,19.25,0.0,1.5,1.75
APRT,16.25,12.25,16.5,0.0,8.0,11.25
FAS,3.25,3.5,7.25,1.3333333333333333,3.0,1.75
SHROOM2,0.0,0.0,0.0,0.0,0.0,0.0
AQP1,3.5,1.75,1.25,1.3333333333333333,1.5,1.0
AQP3,19.5,3.0,18.5,0.0,0.5,1.75
AQP6,0.0,0.0,0.0,0.0,0.0,0.0
AR,3.0,0.75,3.5,0.3333333333333333,0.5,0.5
ARAF,13.25,6.5,14.25,1.6666666666666667,11.25,7.0
ARCN1,166.0,62.25,212.25,7.0,53.0,33.75
TRIM23,9.75,4.5,17.75,0.0,0.75,5.75
ARF1,261.75,235.5,361.75,27.0,140.0,136.75
ARF3,69.75,31.25,91.5,6.0,25.25,20.25
ARF4,52.25,30.75,71.25,3.0,16.5,15.25
ARL4D,5.0,1.75,7.75,0.0,0.5,2.25
ARF5,6.25,3.75,6.0,0.0,2.0,4.0
ARF6,246.5,129.25,385.5,31.0,111.0,85.0
ARG2,0.0,0.0,0.0,0.0,0.0,0.25
RHOA,169.0,102.5,225.5,17.333333333333332,115.5,60.75
RHOB,33.0,277.25,49.5,1.3333333333333333,33.0,162.75
RHOC,0.5,0.25,1.0,0.0,3.5,0.25
RND3,1.0,0.25,1.0,0.0,0.0,0.25
RHOG,98.25,32.25,114.25,5.0,41.0,25.25
ARHGAP1,52.75,23.5,54.0,3.6666666666666665,26.0,25.5
ARHGAP4,2.25,1.75,2.0,0.0,1.25,1.75
ARHGAP5,2.5,1.25,2.75,0.0,0.25,0.25
ARHGAP6,0.0,0.0,0.0,0.0,0.0,0.25
ARHGDIA,204.25,366.75,229.75,15.333333333333334,139.0,220.75
ARHGDIB,430.75,235.25,518.75,32.0,135.5,128.0
RHOH,18.0,9.5,24.75,1.3333333333333333,4.5,8.0
ARL1,20.75,5.5,32.75,0.6666666666666666,4.5,4.75
PHOX2A,0.0,0.0,0.0,0.0,0.0,0.0
ARL2,2.5,1.0,2.25,0.0,1.5,0.5
ARL3,2.75,1.75,0.5,0.3333333333333333,0.75,1.5
ARNT,18.5,7.25,25.5,1.6666666666666667,9.75,8.0
ARNTL,7.0,3.5,6.0,1.6666666666666667,2.5,0.25
ARRB1,95.25,95.75,129.0,0.6666666666666666,47.0,62.25
ARRB2,41.75,24.5,43.0,1.6666666666666667,13.75,19.0
ARSA,3.75,1.25,4.0,0.0,1.75,1.0
ARSB,35.0,7.0,43.5,3.0,7.0,4.75
STS,8.75,4.0,13.5,1.0,3.0,3.0
ARSD,6.0,2.25,3.5,0.0,10.25,0.5
ARSL,0.0,0.0,0.0,0.0,0.0,0.0
ARSF,0.0,0.0,0.0,0.0,0.0,0.0
ARVCF,0.5,0.0,0.25,0.0,0.0,1.0
ASAH1,4.75,2.25,4.75,1.0,2.5,1.75
ASCL2,9.75,12.5,13.0,1.0,0.25,5.25
ASGR1,0.0,0.0,0.25,0.0,0.25,0.0
ASGR2,0.0,0.0,0.0,0.0,0.25,0.0
ASIP,0.0,0.0,0.0,0.0,0.0,0.0
ASL,0.5,1.5,0.5,0.0,2.5,0.0
GET3,2.5,3.75,1.25,0.0,0.75,1.0
ASNS,1.25,0.75,1.25,0.0,0.75,0.25
ASPH,38.75,22.5,59.5,1.6666666666666667,18.5,10.0
ASS1,7.0,9.0,11.5,0.0,5.25,9.25
ZFHX3,0.5,1.0,3.5,0.0,0.0,0.0
ATF1,15.25,10.25,27.25,0.0,7.75,4.5
ATF3,32.0,159.5,50.5,22.666666666666668,39.75,81.25
ATF4,43.25,60.0,52.0,5.666666666666667,25.25,29.25
ATIC,2.25,1.25,2.25,0.0,1.25,0.75
ATM,27.5,26.5,35.75,6.0,18.75,12.5
RERE,31.0,12.0,28.25,2.3333333333333335,12.75,5.75
ATOX1,2.75,2.25,3.5,0.0,2.0,2.0
ATP1A1,17.25,12.0,22.25,0.0,7.25,9.0
ATP1A2,0.0,0.0,0.0,0.0,0.5,0.0
ATP1A3,2.5,1.25,4.5,0.0,0.75,1.0
ATP1B1,0.25,0.25,0.75,0.0,0.5,0.0
ATP1B2,0.0,0.0,0.0,0.0,0.0,0.0
ATP1B3,37.0,14.5,32.5,3.0,10.75,7.5
FXYD2,0.0,0.0,0.0,0.0,0.0,0.0
ATP2A1,0.75,0.0,0.0,0.0,0.0,0.0
ATP2A2,119.25,61.25,158.75,20.0,65.5,37.0
ATP2A3,19.5,16.75,11.25,1.0,19.25,21.25
ATP2B1,23.5,7.0,32.5,6.666666666666667,38.5,3.25
ATP2B2,0.25,0.0,0.0,0.0,0.0,0.0
ATP2B3,0.0,0.0,0.25,0.0,0.75,0.25
ATP2B4,44.5,32.75,49.25,1.3333333333333333,21.75,24.25
ATP5F1A,7.75,1.5,11.75,1.6666666666666667,4.25,1.0
ATP5F1B,18.75,16.5,23.75,2.3333333333333335,7.5,9.75
ATP5F1C,0.25,0.5,2.5,0.6666666666666666,2.75,0.25
ATP5F1D,8.75,6.0,5.25,0.0,1.0,6.0
ATP5F1E,12.5,8.5,15.0,0.0,3.0,4.75
ATP5PB,19.25,8.25,23.5,0.0,8.0,3.25
ATP5MC1,1.25,0.5,2.0,0.0,0.75,0.0
ATP5MC2,12.0,4.25,12.25,0.3333333333333333,5.25,4.0
ATP5MC3,38.75,18.25,51.25,1.0,20.0,13.25
ATP5ME,7.5,11.5,9.0,1.3333333333333333,2.5,7.5
ATP5PF,1.25,1.0,4.0,0.0,1.75,1.5
ATP6V1A,14.25,7.5,18.5,1.0,6.5,1.5
ATP6V1B1,0.25,0.5,0.25,0.0,0.0,0.0
ATP6V1B2,98.75,48.25,137.0,13.0,49.25,28.0
ATP6V0C,51.25,98.5,77.25,3.3333333333333335,46.25,52.75
ATP6V1C1,51.5,20.75,58.75,1.0,10.25,7.75
ATP6V1E1,47.75,18.5,61.25,7.666666666666667,18.75,8.75
ATP6V0B,33.0,20.0,55.0,10.333333333333334,20.75,12.75
ATP6V0A1,1.75,5.25,6.0,0.3333333333333333,6.0,1.5
ATP6AP1,10.0,4.0,11.0,0.3333333333333333,5.75,4.25
ATP7A,0.5,0.0,0.25,0.0,0.25,0.25
ATP5PO,1.25,2.0,2.5,0.0,0.5,1.0
ATP7B,0.25,0.0,0.25,0.0,0.0,0.0
ATR,1.0,0.0,2.25,0.0,0.25,0.25
ATRX,17.0,9.25,23.5,3.3333333333333335,11.5,4.5
KIF1A,0.0,0.0,0.0,0.0,0.0,0.0
AUH,0.75,1.0,0.75,0.0,0.0,0.0
AUP1,179.0,165.75,250.5,22.0,92.0,112.75
AVPR2,0.0,0.0,0.0,0.0,0.0,0.0
AXL,0.0,0.0,0.0,1.3333333333333333,0.0,0.0
AZU1,0.0,0.0,0.0,0.0,0.0,0.0
B2M,27.0,15.75,37.25,0.3333333333333333,8.75,13.5
BACH1,85.25,42.25,154.25,6.666666666666667,33.0,27.5
BAD,3.75,3.75,4.25,0.0,0.75,1.75
BAG1,50.25,40.75,69.5,6.333333333333333,21.25,18.75
ADGRB1,0.0,1.75,0.25,0.0,0.0,1.0
BAK1,27.25,11.75,36.0,0.0,5.5,11.75
NKX3-2,3.25,0.75,1.75,0.0,0.75,1.0
BARD1,39.75,24.5,67.5,6.333333333333333,36.5,16.0
BAX,7.0,1.25,9.75,0.6666666666666666,6.25,2.5
BBS1,3.75,2.25,3.5,0.0,1.25,3.75
BBS2,0.0,0.75,0.5,0.0,0.0,0.0
BBS4,3.75,5.25,5.25,0.0,1.75,3.75
BCAT1,29.5,17.0,46.5,2.3333333333333335,6.5,9.25
BCAT2,4.5,4.0,2.0,0.0,0.75,4.0
BCKDHA,3.0,5.75,2.0,1.0,5.0,4.0
BCKDHB,2.25,1.25,1.25,0.0,0.75,1.25
CCND1,30.75,15.0,41.25,2.0,4.25,10.25
BCL2,137.0,88.5,177.75,8.666666666666666,88.75,54.5
BCL2A1,1.75,0.25,0.75,0.0,0.25,0.5
BCL2L1,55.0,26.5,62.25,2.3333333333333335,19.25,18.0
BCL2L2,46.0,18.75,53.25,0.3333333333333333,17.75,14.0
BCL3,15.0,4.5,23.25,1.3333333333333333,4.5,4.25
BCL6,1.0,1.25,1.75,0.0,0.5,0.25
BCL7A,156.5,86.0,195.75,6.666666666666667,41.75,56.75
BCL9,1.75,0.25,1.5,0.0,0.5,0.5
HCN2,0.0,0.0,0.0,0.0,0.0,0.0
OPN1SW,0.0,0.0,0.0,0.0,0.0,0.0
BCR,2.25,3.0,2.25,0.0,3.0,1.0
BCS1L,0.25,0.5,0.75,0.0,0.25,0.25
BDH1,0.0,0.25,0.0,0.6666666666666666,0.0,0.0
BDKRB2,0.0,0.0,0.25,0.0,0.0,0.25
BDNF,4.25,0.25,5.5,0.0,0.75,1.0
BFSP1,0.0,0.25,0.0,0.0,0.0,0.0
BGLAP,0.0,0.25,0.0,0.0,0.5,0.25
CEACAM1,0.25,0.0,0.0,0.0,0.0,0.0
BICD1,0.0,0.25,0.25,0.0,0.0,0.25
BID,58.5,41.75,92.5,2.0,31.5,20.25
BIK,4.0,2.0,7.75,0.0,1.5,1.5
PRDM1,21.5,3.25,48.75,1.3333333333333333,2.5,0.75
BLK,0.0,0.0,0.0,0.0,0.75,0.0
BLM,2.0,1.75,3.25,0.0,1.75,0.75
BLMH,30.0,7.25,33.75,3.3333333333333335,6.5,3.5
CXCR5,0.5,0.0,1.0,0.0,0.0,0.0
BLVRA,0.0,0.0,0.0,1.3333333333333333,0.0,0.0
BLVRB,0.0,0.25,0.0,0.6666666666666666,0.0,0.0
BMI1,12.0,4.25,15.25,2.0,2.75,1.5
BMP1,9.0,4.5,7.0,0.6666666666666666,2.5,3.0
BMP2,61.0,28.75,125.5,0.0,1.5,11.0
BMP6,0.5,0.25,1.5,0.0,0.0,0.0
BMP8B,1.0,0.25,3.0,0.0,4.75,0.5
BMPR1A,7.0,2.5,10.5,0.6666666666666666,2.0,3.75
BMPR1B,0.0,0.0,0.0,0.0,0.0,0.0
BMPR2,1.0,1.5,3.0,0.0,1.0,0.75
POLR3D,21.75,17.5,28.0,1.0,8.75,8.75
BNIP1,13.75,10.5,17.25,2.6666666666666665,8.75,8.0
BNIP2,69.5,31.0,101.25,6.333333333333333,51.25,25.75
BNIP3,0.75,2.25,1.0,0.0,0.5,0.0
BNIP3L,16.75,25.25,17.0,0.3333333333333333,8.25,12.75
BOK,0.0,0.0,0.0,0.0,0.0,0.0
DST,1.25,0.25,2.25,0.0,0.5,0.75
FOXL2,0.0,0.0,0.0,0.0,0.0,0.0
BPGM,11.25,5.25,14.0,0.0,2.0,3.0
BPHL,0.25,0.0,1.0,0.0,0.0,0.0
BPI,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,81.5,47.5,78.5,3.0,20.25,36.5
BRAF,0.0,0.0,0.5,0.0,0.0,0.0
BRCA2,33.75,13.75,35.0,0.6666666666666666,6.5,8.25
ZFP36L1,5.5,5.75,12.75,18.0,36.5,1.0
ZFP36L2,1742.75,742.75,2759.5,96.66666666666667,705.75,410.75
BSG,68.0,51.75,87.0,3.3333333333333335,24.75,40.75
BST1,0.0,0.0,0.0,0.0,0.0,0.0
BST2,3.0,0.75,1.5,0.0,0.0,0.5
BTD,2.25,0.25,0.5,0.0,0.5,0.0
KLF9,64.25,87.5,118.5,14.666666666666666,82.0,52.75
KLF5,3.75,1.0,3.25,1.3333333333333333,1.25,0.75
BTF3,33.5,18.5,58.0,4.666666666666667,14.5,8.5
BTG1,43.5,83.25,80.75,8.0,46.25,52.5
BTK,9.5,3.25,11.25,0.3333333333333333,1.5,2.25
BUB1,1.0,0.5,3.0,0.6666666666666666,0.0,0.0
BUB1B,12.5,6.75,12.5,1.0,4.5,2.0
BYSL,60.0,50.25,71.5,2.0,15.5,25.75
TSPO,5.0,3.0,2.75,0.0,2.75,0.75
C1QBP,41.25,24.75,56.5,1.0,11.25,18.5
SERPING1,0.0,0.0,0.0,0.0,0.0,0.0
C1QA,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0
C1R,0.0,0.0,0.25,0.0,0.0,0.0
C1S,0.0,0.0,0.25,0.0,0.0,0.0
C3,0.0,0.0,0.25,0.0,0.0,0.0
C3AR1,14.75,25.0,16.75,1.3333333333333333,24.25,29.5
CAPN5,0.0,0.25,0.25,0.0,0.5,0.0
C5,0.0,0.5,1.0,0.0,0.5,0.5
C5AR1,0.5,0.0,0.5,0.0,0.25,0.0
C8G,0.25,0.0,0.25,0.0,0.0,0.0
OSGIN2,31.25,11.5,42.5,5.0,15.0,6.5
VPS51,0.5,0.75,0.25,0.0,0.0,0.5
MRPL49,77.5,36.5,102.25,5.0,21.25,29.75
ZNHIT2,2.5,1.25,2.75,0.0,0.75,0.5
MYRF,0.5,0.25,0.5,0.0,0.25,0.0
TMEM258,0.5,0.5,2.5,0.0,1.0,0.25
DAGLA,9.25,4.25,6.5,0.0,3.0,2.75
GAS8-AS1,0.0,0.0,0.25,0.0,0.0,0.0
FMNL1,7.25,7.5,6.5,0.0,5.5,7.0
LDLRAD4,17.5,8.5,23.0,0.0,9.5,5.25
PTTG1IP,62.5,33.5,62.5,11.666666666666666,51.0,24.5
CFAP410,1.25,1.25,1.0,0.0,3.0,0.5
TMEM50B,0.25,0.75,0.5,0.0,0.25,1.0
MPPED1,1.75,0.5,0.0,0.0,0.5,0.0
CA7,0.0,0.0,0.0,0.0,0.0,0.0
CA11,0.25,0.5,1.0,0.3333333333333333,1.0,0.75
CA12,0.0,0.0,0.0,0.0,0.25,0.0
CACNA1A,1.0,0.75,2.25,0.0,0.25,0.75
CACNA1B,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1C,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1D,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1E,0.5,0.25,1.0,0.0,0.0,0.25
CACNB1,0.0,0.0,0.25,0.0,2.0,0.0
CACNB2,0.0,0.0,0.0,0.0,0.0,0.0
CACNB3,2.0,1.5,1.0,0.0,0.5,2.25
CACNB4,0.25,0.25,0.25,0.0,0.25,0.0
SLC25A20,2.0,0.5,4.75,0.0,2.25,0.25
CAD,8.25,3.5,5.5,0.3333333333333333,2.0,1.0
CALB1,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,0.0,0.0,0.0,0.0,0.0,0.0
CALM1,92.5,48.75,130.25,7.0,35.75,27.0
CALM2,121.5,44.75,217.5,16.666666666666668,29.75,35.75
CALM3,60.0,46.0,84.0,4.333333333333333,45.75,35.25
CALR,232.25,286.25,288.5,9.333333333333334,73.75,195.5
CALU,104.5,41.5,135.5,8.666666666666666,26.75,29.25
CAMK2A,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2B,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2D,7.0,2.75,11.75,0.6666666666666666,8.0,1.25
CAMK2G,40.75,28.75,35.75,4.666666666666667,17.0,18.5
CAMLG,4.75,1.25,9.5,2.6666666666666665,0.25,0.5
CAMP,0.0,0.0,0.0,0.0,0.0,0.0
CANX,187.0,63.5,243.25,17.333333333333332,44.0,32.5
CAPG,1.75,0.5,0.25,0.0,0.75,0.75
CAPN1,2.0,3.5,5.25,0.0,3.75,2.5
CAPN2,30.5,8.75,40.0,0.6666666666666666,5.5,3.0
CAPN3,0.5,1.0,0.75,0.0,2.25,0.5
CAPNS1,19.5,7.0,28.25,0.6666666666666666,18.5,6.5
CAPS,0.75,1.5,0.0,0.0,0.75,0.25
CAPZA1,114.5,55.5,161.5,3.3333333333333335,49.5,29.75
CAPZA2,20.0,13.5,34.75,7.0,8.5,6.5
CAST,4.5,1.75,7.75,0.0,1.5,0.25
CAPZB,30.5,20.75,35.5,2.0,16.5,9.75
CARS1,1.75,1.5,4.0,0.0,0.25,1.5
CASP1,2.25,0.25,3.0,0.0,3.75,0.25
CASP2,134.75,51.0,157.5,10.0,82.75,27.0
CASP3,80.75,34.0,104.0,7.666666666666667,42.25,22.0
CASP4,1.25,1.75,1.25,0.3333333333333333,0.5,0.25
CASP6,1.5,0.25,0.5,0.0,2.0,0.5
CASP7,26.25,15.5,25.75,0.0,6.75,7.75
CASP8,11.75,4.5,17.0,1.0,8.0,6.5
CASP9,1.5,4.25,2.0,1.0,3.25,2.25
CASP10,10.5,10.5,15.0,0.3333333333333333,6.5,8.0
CASQ1,0.0,0.0,0.0,0.0,0.0,0.0
CAT,36.25,16.75,51.5,1.6666666666666667,15.75,4.75
CAV1,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2,362.0,146.0,492.75,13.0,89.0,74.0
RUNX1,366.75,143.25,519.25,46.333333333333336,232.5,82.75
CBFA2T3,198.75,80.25,228.0,9.666666666666666,66.25,64.0
RUNX3,263.5,96.0,309.75,23.666666666666668,140.25,66.75
CBFB,98.75,31.0,164.75,10.333333333333334,19.75,19.5
