MV411	chr1_KI270709v1_random
E1	E2	E3	E4	E5	E6	E7	E8
0.5976	0	0	0.4022	0.0002	0	0	0
0.068	0.0019	0.0172	0.9129	0	0	0	0
0.0085	0.0013	0.0191	0.9711	0	0.0001	0	0
0.0017	0.0008	0.0191	0.9782	0	0.0001	0	0
0.001	0.0005	0.0189	0.9795	0	0.0001	0	0
0.0009	0.0003	0.0187	0.98	0	0.0001	0	0
0.0008	0.0003	0.0185	0.9803	0	0.0001	0	0
0.0008	0.0002	0.0183	0.9805	0	0.0001	0	0
0.0008	0.0002	0.0182	0.9807	0	0.0001	0	0
0.0008	0.0002	0.0181	0.9808	0	0.0001	0	0
0.0008	0.0002	0.018	0.9809	0	0.0001	0	0
0.0008	0.0002	0.018	0.9809	0	0.0001	0	0
0.0008	0.0003	0.018	0.9808	0	0.0001	0	0
0.0009	0.0004	0.018	0.9806	0	0.0001	0	0
0.001	0.0007	0.018	0.9803	0	0.0001	0	0
0.0017	0.0011	0.0179	0.9791	0	0.0001	0	0
0.0083	0.0019	0.0175	0.9721	0	0.0001	0	0
0.0668	0.003	0.0146	0.9155	0	0.0001	0	0
0.0083	0.002	0.0177	0.9718	0	0.0001	0	0
0.0017	0.0013	0.0182	0.9787	0	0.0001	0	0
0.001	0.0009	0.0183	0.9798	0	0.0001	0	0
0.0009	0.0007	0.0183	0.9801	0	0.0001	0	0
0.0008	0.0007	0.0183	0.9801	0	0.0001	0	0
0.0009	0.0008	0.0182	0.9801	0	0.0001	0	0
0.001	0.001	0.0181	0.9798	0	0.0001	0	0
0.0017	0.0015	0.0179	0.9787	0	0.0001	0	0
0.0084	0.0024	0.0173	0.9718	0	0.0001	0	0
0.0668	0.0037	0.0137	0.9156	0	0.0001	0	0
0.0084	0.0028	0.0161	0.9726	0	0.0001	0	0
0.0017	0.0022	0.0164	0.9796	0	0.0001	0	0
0.001	0.0019	0.0163	0.9808	0	0.0001	0	0
0.001	0.0019	0.0161	0.981	0	0.0001	0	0
0.0017	0.0022	0.0157	0.9803	0	0.0001	0	0
0.0084	0.0028	0.0147	0.974	0	0.0001	0	0
0.0674	0.0034	0.0096	0.9195	0	0.0001	0	0
0.0085	0.002	0.0106	0.9789	0	0.0001	0	0
0.0018	0.0012	0.0104	0.9866	0	0	0	0
0.001	0.0007	0.0101	0.9882	0	0	0	0
0.0009	0.0004	0.0098	0.9889	0	0	0	0
0.0008	0.0003	0.0094	0.9894	0	0	0	0
0.0008	0.0002	0.0091	0.9898	0	0	0	0
0.0008	0.0002	0.0089	0.9901	0	0	0	0
0.0008	0.0001	0.0087	0.9904	0	0	0	0
0.0008	0.0001	0.0085	0.9906	0	0	0	0
0.0008	0.0001	0.0083	0.9907	0	0	0	0
0.0008	0.0001	0.0082	0.9909	0	0	0	0
0.0008	0.0001	0.008	0.991	0	0	0	0
0.0008	0.0002	0.008	0.9911	0	0	0	0
0.0008	0.0002	0.0079	0.9911	0	0	0	0
0.0008	0.0003	0.0078	0.991	0	0	0	0
0.0009	0.0005	0.0077	0.9908	0	0	0	0
0.0016	0.0008	0.0076	0.9899	0	0.0001	0	0
0.0081	0.0013	0.0072	0.9833	0	0.0001	0	0
0.065	0.002	0.0048	0.9281	0	0	0	0
0.0081	0.0013	0.0058	0.9848	0	0	0	0
0.0017	0.0007	0.0058	0.9918	0	0	0	0
0.0009	0.0004	0.0057	0.993	0	0	0	0
0.0008	0.0003	0.0055	0.9934	0	0	0	0
0.0008	0.0002	0.0054	0.9936	0	0	0	0
0.0008	0.0002	0.0052	0.9938	0	0	0	0
0.0008	0.0001	0.0051	0.9939	0	0	0	0
0.0008	0.0001	0.005	0.994	0	0	0	0
0.0008	0.0001	0.0049	0.9941	0	0	0	0
0.0008	0.0002	0.0049	0.9941	0	0	0	0
0.0008	0.0003	0.0048	0.9941	0	0	0	0
