MV411	chr17_GL000205v2_random
E1	E2	E3	E4	E5	E6	E7	E8
0.0751	0	0	0.2824	0.6425	0	0	0
0.0845	0.3947	0.0001	0.5207	0	0	0	0
0.0273	0.2048	0.0176	0.7481	0.0001	0.0013	0.0008	0
0.013	0.1068	0.0253	0.8537	0	0.0007	0.0004	0
0.0073	0.0558	0.0273	0.9089	0	0.0004	0.0002	0
0.0045	0.0293	0.0266	0.9391	0	0.0003	0.0001	0
0.0031	0.0154	0.0248	0.9564	0	0.0002	0.0001	0
0.0023	0.0082	0.0225	0.9668	0	0.0001	0	0
0.0018	0.0045	0.02	0.9735	0	0.0001	0	0
0.0016	0.0025	0.0177	0.9782	0	0.0001	0	0
0.0014	0.0015	0.0154	0.9816	0	0.0001	0	0
0.0013	0.0009	0.0133	0.9844	0	0.0001	0	0
0.0012	0.0006	0.0115	0.9866	0	0.0001	0	0
0.0011	0.0005	0.0097	0.9886	0	0	0	0
0.0011	0.0004	0.0082	0.9903	0	0	0	0
0.0011	0.0003	0.0067	0.9918	0	0	0	0
0.001	0.0003	0.0054	0.9932	0	0	0	0
0.001	0.0003	0.0042	0.9944	0	0	0	0
0.001	0.0003	0.0031	0.9955	0	0	0	0
0.0011	0.0004	0.002	0.9964	0	0	0	0
0.0018	0.0006	0.0009	0.9967	0	0	0	0
0.0015	0	0	0.9936	0.0049	0	0	0
0.0008	0.0004	0.0001	0.9987	0	0	0	0
0.0008	0.0003	0.0002	0.9987	0	0	0	0
0.0007	0.0002	0.0003	0.9987	0	0	0	0
0.0007	0.0002	0.0004	0.9986	0	0	0	0
0.0008	0.0003	0.0005	0.9984	0	0	0	0
0.0009	0.0004	0.0006	0.9981	0	0	0	0
0.0016	0.0006	0.0007	0.9971	0	0	0	0
0.0078	0.0009	0.0008	0.9905	0	0	0	0
0.0628	0.0014	0.0005	0.9353	0	0	0	0
0.0078	0.0009	0.0012	0.9902	0	0	0	0
0.0016	0.0005	0.0012	0.9967	0	0	0	0
0.0009	0.0003	0.0012	0.9977	0	0	0	0
0.0008	0.0002	0.0011	0.9979	0	0	0	0
0.0007	0.0001	0.0011	0.998	0	0	0	0
0.0007	0.0001	0.001	0.9981	0	0	0	0
0.0007	0.0001	0.001	0.9982	0	0	0	0
0.0007	0.0001	0.0009	0.9982	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.001	0.9982	0	0	0	0
0.0007	0.0001	0.001	0.9982	0	0	0	0
0.0007	0.0001	0.0011	0.9981	0	0	0	0
0.0007	0.0001	0.0011	0.998	0	0	0	0
0.0008	0.0001	0.0012	0.9979	0	0	0	0
0.0008	0.0002	0.0012	0.9978	0	0	0	0
0.0009	0.0003	0.0013	0.9975	0	0	0	0
0.0016	0.0005	0.0013	0.9965	0	0	0	0
0.0078	0.0009	0.0013	0.9899	0	0	0	0
0.063	0.0014	0.0007	0.9349	0	0	0	0
0.0078	0.0009	0.0013	0.99	0	0	0	0
0.0016	0.0005	0.0013	0.9966	0	0	0	0
0.0009	0.0003	0.0012	0.9976	0	0	0	0
0.0008	0.0002	0.0011	0.9979	0	0	0	0
0.0008	0.0001	0.0011	0.9981	0	0	0	0
0.0007	0.0001	0.001	0.9982	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0007	0.9985	0	0	0	0
0.0007	0.0001	0.0007	0.9985	0	0	0	0
0.0007	0.0001	0.0006	0.9986	0	0	0	0
0.0007	0.0001	0.0006	0.9986	0	0	0	0
0.0007	0.0001	0.0006	0.9986	0	0	0	0
0.0007	0.0001	0.0005	0.9987	0	0	0	0
0.0007	0.0001	0.0005	0.9987	0	0	0	0
0.0007	0.0001	0.0005	0.9987	0	0	0	0
0.0007	0.0001	0.0005	0.9987	0	0	0	0
0.0007	0	0.0004	0.9988	0	0	0	0
0.0007	0	0.0004	0.9988	0	0	0	0
0.0007	0	0.0004	0.9988	0	0	0	0
0.0007	0	0.0004	0.9988	0	0	0	0
0.0007	0	0.0004	0.9988	0	0	0	0
0.0007	0	0.0004	0.9989	0	0	0	0
0.0007	0	0.0004	0.9989	0	0	0	0
0.0007	0	0.0003	0.9989	0	0	0	0
0.0007	0	0.0003	0.9989	0	0	0	0
0.0007	0	0.0003	0.9989	0	0	0	0
0.0007	0	0.0003	0.9989	0	0	0	0
0.0007	0	0.0003	0.9989	0	0	0	0
0.0007	0	0.0003	0.9989	0	0	0	0
0.0007	0	0.0003	0.9989	0	0	0	0
0.0007	0	0.0003	0.999	0	0	0	0
0.0007	0	0.0003	0.999	0	0	0	0
0.0007	0	0.0003	0.999	0	0	0	0
0.0007	0	0.0002	0.999	0	0	0	0
0.0007	0	0.0002	0.999	0	0	0	0
0.0007	0	0.0002	0.999	0	0	0	0
0.0007	0	0.0002	0.999	0	0	0	0
0.0007	0	0.0002	0.999	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0008	0.0001	0.0001	0.999	0	0	0	0
0.0014	0.0002	0	0.9984	0	0	0	0
0.0011	0	0	0.9946	0.0042	0	0	0
0.0008	0.0002	0	0.999	0	0	0	0
0.0007	0.0001	0	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0008	0.0001	0	0.999	0	0	0	0
0.0014	0.0002	0	0.9984	0	0	0	0
0.0011	0	0	0.9946	0.0042	0	0	0
0.0008	0.0002	0	0.999	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0	0.0001	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.999	0	0	0	0
0.0007	0	0.0002	0.999	0	0	0	0
0.0007	0	0.0002	0.999	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0002	0.9991	0	0	0	0
0.0007	0	0.0001	0.9991	0	0	0	0
0.0007	0	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0008	0.0001	0.0001	0.999	0	0	0	0
0.0014	0.0002	0	0.9984	0	0	0	0
0.0011	0	0	0.9946	0.0042	0	0	0
0.0008	0.0002	0	0.999	0	0	0	0
0.0007	0.0001	0	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0007	0.0001	0.0001	0.9992	0	0	0	0
0.0007	0.0001	0.0001	0.9992	0	0	0	0
0.0007	0.0001	0.0001	0.9991	0	0	0	0
0.0008	0.0001	0	0.9991	0	0	0	0
0.0014	0.0002	0	0.9984	0	0	0	0
0.0011	0	0	0.9946	0.0042	0	0	0
