MV411	chrUn_KI270333v1
E1	E2	E3	E4	E5	E6	E7	E8
1	0	0	0	0	0	0	0
0.9875	0.0087	0.0028	0.0009	0	0	0	0
0.9877	0.0099	0.0018	0.0005	0	0	0	0
0.1149	0.023	0.169	0.6928	0.0001	0.0001	0	0
0.0144	0.0213	0.192	0.7714	0	0.0008	0	0.0001
0.0027	0.0196	0.1961	0.7805	0	0.0009	0	0.0001
0.0015	0.0196	0.1966	0.7811	0	0.001	0	0.0001
0.0026	0.0216	0.1952	0.7792	0	0.0012	0.0001	0.0001
0.0126	0.0262	0.1903	0.7692	0	0.0015	0.0001	0.0001
0.0988	0.0338	0.171	0.6949	0	0.0014	0.0001	0
0.8516	0.0371	0.0504	0.0609	0	0	0	0.0001
0.1035	0.0485	0.1712	0.6761	0.0001	0.0005	0.0001	0.0001
0.0174	0.0463	0.1885	0.7466	0	0.001	0.0001	0.0001
