MV411 H3K27ac peaks.bed,,
chr1,904824,905297
chr1,958900,959191
chr1,966512,966884
chr1,974211,974659
chr1,1000262,1001175
chr1,1013650,1015727
chr1,1019595,1020576
chr1,1025405,1025756
chr1,1035408,1035669
chr1,1040121,1040596
chr1,1073004,1073658
chr1,1074519,1075411
chr1,1115332,1116116
chr1,1144817,1145685
chr1,1157721,1158683
chr1,1201149,1201633
chr1,1212166,1213327
chr1,1231492,1232740
chr1,1247258,1247905
chr1,1255124,1255337
chr1,1260136,1260509
chr1,1273324,1275027
chr1,1295292,1295612
chr1,1308042,1309018
chr1,1324306,1324571
chr1,1348677,1349945
chr1,1374739,1375662
chr1,1398603,1400220
chr1,1406507,1407926
chr1,1419794,1422366
chr1,1431322,1433877
chr1,1438889,1439272
chr1,1462304,1463171
chr1,1471300,1471675
chr1,1511378,1512052
chr1,1535436,1536215
chr1,1544788,1545402
chr1,1574056,1575443
chr1,1593869,1594484
chr1,1599485,1599710
chr1,1606760,1607286
chr1,1615066,1616051
chr1,1658886,1659174
chr1,1665073,1666012
chr1,1671071,1671564
chr1,1677883,1678991
chr1,1748747,1749063
chr1,1777927,1778855
chr1,1797829,1798429
chr1,1833345,1833589
chr1,1871710,1872575
chr1,1889826,1891509
chr1,1901684,1902284
chr1,1908468,1909035
chr1,1915960,1916216
chr1,1955843,1956086
chr1,1974473,1974960
chr1,1985349,1985941
chr1,1994835,1995079
chr1,2000319,2001083
chr1,2023892,2024605
chr1,2061356,2062365
chr1,2094964,2095705
chr1,2110414,2111532
chr1,2136969,2137324
chr1,2143821,2145090
chr1,2150790,2151090
chr1,2160343,2161241
chr1,2169199,2169501
chr1,2197083,2197613
chr1,2212343,2213053
chr1,2215026,2216103
chr1,2226960,2227626
chr1,2234828,2235528
chr1,2256220,2256964
chr1,2283283,2284747
chr1,2289858,2290395
chr1,2300782,2302144
chr1,2391144,2392385
chr1,2412000,2413457
chr1,2426814,2427777
chr1,2525921,2526568
chr1,2546510,2547316
chr1,2555808,2557155
chr1,2575731,2576305
chr1,2585360,2586377
chr1,2604552,2604745
chr1,2632611,2633445
chr1,2642178,2643170
chr1,2785020,2785421
chr1,2847216,2848362
chr1,2888485,2889131
chr1,2924133,2925217
chr1,3170852,3171857
chr1,3308999,3309484
chr1,3313660,3313863
chr1,3323917,3324501
chr1,3339019,3339439
chr1,3422879,3423170
chr1,3493966,3495563
chr1,3571023,3571531
chr1,3592903,3593386
chr1,3616997,3618587
chr1,3624986,3625487
chr1,3651739,3652016
chr1,3663988,3664719
chr1,3674163,3674415
chr1,3676889,3677439
chr1,3744859,3745746
chr1,3763151,3763359
chr1,3776385,3777120
chr1,3789121,3789720
chr1,3795718,3796978
chr1,3856887,3857517
chr1,3880996,3881299
chr1,3899865,3901303
chr1,3931610,3932150
chr1,3977384,3978113
chr1,3986728,3987839
chr1,4006333,4006880
chr1,4020105,4020567
chr1,4062796,4063325
chr1,4614705,4615281
chr1,4622963,4623411
chr1,5157575,5157768
chr1,5275959,5276252
chr1,5330982,5331429
chr1,5768611,5768878
chr1,5855450,5855684
chr1,5975344,5976162
chr1,5980231,5980844
chr1,5991620,5992450
chr1,6020036,6020279
chr1,6025555,6027441
chr1,6028381,6028721
chr1,6065185,6065883
chr1,6121424,6121963
chr1,6124386,6125836
chr1,6143733,6144643
chr1,6171018,6171250
chr1,6198954,6200516
chr1,6211146,6211835
chr1,6235451,6236250
chr1,6307217,6307843
