Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20211217_10_MP9543_S90_R1_001	20211217_10_MP9543_S90_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12410982.0	0.0	150.0	44.0	54.29637015948509	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	warn	fail
20211217_10_MP9543_S90_R2_001	20211217_10_MP9543_S90_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12410982.0	0.0	150.0	45.0	56.14625378005347	150.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	warn	fail
20211217_11_MP9543_S91_R1_001	20211217_11_MP9543_S91_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15222404.0	0.0	150.0	43.0	52.94490107302152	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	fail	fail
20211217_11_MP9543_S91_R2_001	20211217_11_MP9543_S91_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15222404.0	0.0	150.0	44.0	56.11688864204638	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	fail
20211217_12_MP9543_S92_R1_001	20211217_12_MP9543_S92_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7122818.0	0.0	150.0	42.0	56.633284118109216	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	fail	fail
20211217_12_MP9543_S92_R2_001	20211217_12_MP9543_S92_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7122818.0	0.0	150.0	43.0	58.39281311063215	150.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	warn	fail
20211217_13_MP9543_S93_R1_001	20211217_13_MP9543_S93_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15918427.0	0.0	150.0	44.0	53.76776999348033	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	fail	fail
20211217_13_MP9543_S93_R2_001	20211217_13_MP9543_S93_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15918427.0	0.0	150.0	44.0	57.12604070970322	150.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	warn	fail
20211217_14_MP9543_S94_R1_001	20211217_14_MP9543_S94_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12485666.0	0.0	150.0	45.0	53.660496665639116	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	fail	fail
20211217_14_MP9543_S94_R2_001	20211217_14_MP9543_S94_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12485666.0	0.0	150.0	45.0	55.52303042712471	150.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	warn	fail
20211217_15_MP9543_S95_R1_001	20211217_15_MP9543_S95_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12123961.0	0.0	150.0	45.0	55.65067172217291	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	warn	fail
20211217_15_MP9543_S95_R2_001	20211217_15_MP9543_S95_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12123961.0	0.0	150.0	45.0	56.993283347704114	150.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	warn	fail
20211217_16_MP9543_S96_R1_001	20211217_16_MP9543_S96_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7988747.0	0.0	150.0	41.0	58.613221732068546	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	fail	fail
20211217_16_MP9543_S96_R2_001	20211217_16_MP9543_S96_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7988747.0	0.0	150.0	42.0	60.24587223439308	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	fail
20211217_17_MP9543_S39_R1_001	20211217_17_MP9543_S39_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46835018.0	0.0	150.0	45.0	40.48310307787159	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211217_17_MP9543_S39_R2_001	20211217_17_MP9543_S39_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46835018.0	0.0	150.0	45.0	41.35335363378509	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211217_18_MP9543_S40_R1_001	20211217_18_MP9543_S40_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32896814.0	0.0	150.0	43.0	40.42393501123443	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211217_18_MP9543_S40_R2_001	20211217_18_MP9543_S40_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32896814.0	0.0	150.0	44.0	43.00497920522513	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211217_19_MP9543_S41_R1_001	20211217_19_MP9543_S41_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32338919.0	0.0	150.0	42.0	40.72915975921238	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211217_19_MP9543_S41_R2_001	20211217_19_MP9543_S41_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32338919.0	0.0	150.0	43.0	44.244477104733214	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211217_1_MP9543_S81_R1_001	20211217_1_MP9543_S81_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10315889.0	0.0	150.0	42.0	50.41983002667099	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	fail	fail
20211217_1_MP9543_S81_R2_001	20211217_1_MP9543_S81_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10315889.0	0.0	150.0	42.0	51.905396473393616	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	fail
