MV411	chr1_KI270713v1_random
E1	E2	E3	E4	E5	E6	E7	E8
0	0	0.0049	0	0.0003	0.0026	0.9892	0.003
0	0	0.0047	0	0	0.0006	0.9918	0.0028
0	0	0.0044	0	0	0.0004	0.9925	0.0027
0	0	0.0042	0	0	0.0004	0.9928	0.0025
0	0	0.0041	0	0	0.0004	0.9931	0.0024
0	0	0.004	0	0	0.0004	0.9933	0.0023
0	0	0.004	0	0	0.0004	0.9935	0.0021
0	0	0.004	0	0	0.0004	0.9936	0.002
0	0	0.0039	0	0	0.0004	0.9937	0.0019
0	0	0.0039	0	0	0.0004	0.9938	0.0019
0	0	0.0039	0	0	0.0003	0.9939	0.0018
0	0	0.0039	0	0	0.0003	0.994	0.0017
0	0	0.0039	0	0	0.0003	0.9941	0.0016
0	0	0.0039	0	0	0.0003	0.9941	0.0016
0	0	0.0039	0	0	0.0003	0.9942	0.0015
0	0	0.0039	0	0	0.0003	0.9942	0.0015
0	0	0.0039	0	0	0.0003	0.9943	0.0014
0	0	0.0039	0	0	0.0003	0.9943	0.0014
0	0	0.0039	0	0	0.0003	0.9943	0.0014
0	0	0.0039	0	0	0.0003	0.9944	0.0013
0	0	0.0039	0	0	0.0003	0.9944	0.0013
0	0	0.0039	0	0	0.0003	0.9944	0.0013
0	0	0.0039	0	0	0.0003	0.9944	0.0013
0	0	0.0039	0	0	0.0003	0.9944	0.0012
0	0	0.0039	0	0	0.0003	0.9944	0.0012
0	0	0.004	0.0001	0	0.0003	0.9944	0.0012
0	0	0.004	0.0001	0	0.0003	0.9944	0.0012
0	0	0.0041	0.0001	0	0.0003	0.9943	0.0012
0	0	0.0042	0.0001	0	0.0003	0.9942	0.0012
0	0	0.0043	0.0001	0	0.0003	0.9941	0.0012
0	0	0.0045	0.0001	0	0.0003	0.9938	0.0012
0	0	0.0049	0.0001	0	0.0004	0.9935	0.0012
0	0	0.0054	0.0001	0	0.0004	0.9929	0.0012
0	0	0.0062	0.0001	0	0.0004	0.992	0.0012
0	0	0.0075	0.0001	0	0.0004	0.9907	0.0012
0	0	0.0096	0.0002	0	0.0004	0.9886	0.0013
0	0	0.0127	0.0002	0	0.0004	0.9854	0.0013
