PeakID (cmd=annotatePeaks.pl MV411_1_359_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_359_R1_peak_4713	chr12	64404338	64405810	+	1740	NA	intron (XPOT, intron 1 of 24)	NA	701	XPOT								
MV411_1_359_R1_peak_223	chr1	16903902	16905375	+	1653	NA	Intergenic	NA	8658	RNU1-2								
MV411_1_359_R1_peak_7689	chr16	73153998	73154617	+	1650	NA	Intergenic	NA	-9860	C16orf47								
MV411_1_359_R1_peak_10082	chr19	13104204	13104826	+	1631	NA	TTS (TRMT1)	NA	-2597	LYL1								
MV411_1_359_R1_peak_10509	chr19	38849429	38850116	+	1620	NA	exon (HNRNPL, exon 1 of 13)	NA	2567	HNRNPL								
MV411_1_359_R1_peak_16567	chr5	88824976	88827701	+	1586	NA	intron (MEF2C, intron 2 of 11)	NA	57128	MEF2C								
MV411_1_359_R1_peak_10589	chr19	41264282	41266257	+	1577	NA	exon (HNRNPUL1, exon 1 of 15)	NA	417	HNRNPUL1								
MV411_1_359_R1_peak_10802	chr19	47109202	47113886	+	1536	NA	intron (ZC3H4, intron 1 of 14)	NA	-14589	ZC3H4								
MV411_1_359_R1_peak_10781	chr19	46600396	46601242	+	1517	NA	promoter-TSS (CALM3)	NA	381	PPP5D1								
MV411_1_359_R1_peak_12914	chr20	20317160	20318209	+	1497	NA	intron (C20orf26, intron 25 of 26)	NA	-50437	INSM1								
MV411_1_359_R1_peak_9667	chr19	1652591	1653513	+	1485	NA	promoter-TSS (TCF3)	NA	-2765	TCF3								
MV411_1_359_R1_peak_9844	chr19	5717973	5720640	+	1463	NA	intron (LONP1, intron 1 of 17)	NA	952	LONP1								
MV411_1_359_R1_peak_13063	chr20	35741086	35742305	+	1449	NA	intron (RBM39, intron 1 of 15)	NA	641	RBM39								
MV411_1_359_R1_peak_10107	chr19	13845854	13848292	+	1418	NA	Intergenic	NA	-10422	MIR23A								
MV411_1_359_R1_peak_19575	chr8	33512968	33513695	+	1402	NA	promoter-TSS (SNORD13)	NA	-144	SNORD13								
MV411_1_359_R1_peak_7571	chr16	59066731	59068521	+	1393	NA	Intergenic	NA	-333269	GOT2								
MV411_1_359_R1_peak_8411	chr17	39167415	39167857	+	1390	NA	Intergenic	NA	-1475	ARL5C								
MV411_1_359_R1_peak_960	chr1	93816859	93817361	+	1371	NA	intron (BCAR3, intron 2 of 13)	NA	-29722	MIR760								
MV411_1_359_R1_peak_17956	chr6	92688323	92688805	+	1368	NA	Intergenic	NA	-43759	LOC102724665								
MV411_1_359_R1_peak_12595	chr2	231707153	231708143	+	1361	NA	promoter-TSS (PTMA)	NA	-877	PTMA								
MV411_1_359_R1_peak_1275	chr1	153945348	153946801	+	1358	NA	promoter-TSS (DENND4B)	NA	-3207	DENND4B								
MV411_1_359_R1_peak_15571	chr4	6938172	6938674	+	1354	NA	intron (TBC1D14, intron 2 of 10)	NA	28172	TBC1D14								
MV411_1_359_R1_peak_12265	chr2	177212670	177213963	+	1328	NA	TTS (MIR4444-1)	NA	548	MIR4444-1								
MV411_1_359_R1_peak_10525	chr19	39402744	39403861	+	1326	NA	Intergenic	NA	-3545	ZFP36								
MV411_1_359_R1_peak_21184	chrX	2707181	2707869	+	1318	NA	intron (CD99, intron 1 of 8)	NA	16233	CD99								
MV411_1_359_R1_peak_2432	chr10	63520096	63524003	+	1311	NA	promoter-TSS (JMJD1C)	NA	-205	JMJD1C								
MV411_1_359_R1_peak_134	chr1	9426290	9426845	+	1275	NA	exon (LOC100506022, exon 2 of 2)	NA	2429	LOC100506022								
MV411_1_359_R1_peak_2315	chr10	32346333	32347729	+	1275	NA	promoter-TSS (EPC1)	NA	-333	LOC102031319								
MV411_1_359_R1_peak_12714	chr20	380668	383364	+	1261	NA	intron (TRIB3, intron 1 of 3)	NA	1352	TRIB3								
MV411_1_359_R1_peak_12428	chr2	207166298	207167313	+	1255	NA	promoter-TSS (KLF7)	NA	405	MIR7845								
MV411_1_359_R1_peak_10411	chr19	33372850	33375449	+	1254	NA	promoter-TSS (CEBPG)	NA	-375	CEBPG								
MV411_1_359_R1_peak_19729	chr8	58657611	58660564	+	1253	NA	intron (NSMAF, intron 1 of 30)	NA	320	NSMAF								
MV411_1_359_R1_peak_5312	chr13	29594460	29595713	+	1250	NA	intron (SLC7A1, intron 1 of 12)	NA	-8294	SLC7A1								
MV411_1_359_R1_peak_4544	chr12	51238715	51239585	+	1236	NA	intron (DAZAP2, intron 1 of 2)	NA	426	DAZAP2								
MV411_1_359_R1_peak_17307	chr6	13526695	13527083	+	1228	NA	Intergenic	NA	-47385	SIRT5								
MV411_1_359_R1_peak_14410	chr3	28347184	28349688	+	1228	NA	promoter-TSS (ZCWPW2)	NA	-512	ZCWPW2								
MV411_1_359_R1_peak_9607	chr19	797341	797951	+	1226	NA	promoter-TSS (PTBP1)	NA	254	PTBP1								
