PeakID (cmd=annotatePeaks.pl MV411_2_614_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_614_R1_peak_495	chr11	66418132	66418835	+	3122	NA	Intergenic	NA	-2521	NPAS4								
MV411_2_614_R1_peak_1837	chr20	58907762	58908219	+	2533	NA	intron (GNAS, intron 6 of 12)	NA	18700	GNAS								
MV411_2_614_R1_peak_1689	chr2	195650524	195650919	+	2105	NA	Intergenic	NA	-6407	SLC39A10								
MV411_2_614_R1_peak_1899	chr22	17483982	17484438	+	2045	NA	intron (CECR2, intron 2 of 18)	NA	-79273	SLC25A18								
MV411_2_614_R1_peak_366	chr10	73469599	73469942	+	1784	NA	intron (PPP3CB, intron 8 of 12)	NA	-25985	LOC101929145								
MV411_2_614_R1_peak_2904	chr8	22974025	22974632	+	1757	NA	Intergenic	NA	-13089	RHOBTB2								
MV411_2_614_R1_peak_2366	chr5	56735987	56736498	+	1643	NA	Intergenic	NA	-84314	MAP3K1								
MV411_2_614_R1_peak_262	chr1	224333944	224334401	+	1609	NA	Intergenic	NA	-3983	NVL								
MV411_2_614_R1_peak_1963	chr3	3632443	3632903	+	1421	NA	Intergenic	NA	-168197	LRRN1								
MV411_2_614_R1_peak_2996	chr8	76617367	76617826	+	1350	NA	intron (ZFHX4-AS1, intron 2 of 3)	NA	-63684	ZFHX4								
MV411_2_614_R1_peak_2922	chr8	32361485	32361853	+	1338	NA	intron (NRG1, intron 1 of 4)	NA	-79077	NRG1-IT3								
MV411_2_614_R1_peak_3267	chrX	1916208	1917160	+	1328	NA	Intergenic	NA	301551	ASMT								
MV411_2_614_R1_peak_1717	chr2	219279071	219279521	+	1328	NA	promoter-TSS (DNAJB2)	NA	-22	DNAJB2								
MV411_2_614_R1_peak_1756	chr20	1741618	1742015	+	1310	NA	Intergenic	NA	37930	LOC100289473								
MV411_2_614_R1_peak_2181	chr4	2787259	2787760	+	1302	NA	Intergenic	NA	-24710	SH3BP2								
MV411_2_614_R1_peak_1536	chr2	32484928	32485344	+	1299	NA	intron (BIRC6, intron 39 of 73)	NA	-47017	MIR558								
MV411_2_614_R1_peak_3074	chr8	128239106	128239526	+	1234	NA	Intergenic	NA	89200	MIR1208								
MV411_2_614_R1_peak_2536	chr6	25006515	25006965	+	1230	NA	intron (FAM65B, intron 1 of 13)	NA	29404	LOC102724765								
MV411_2_614_R1_peak_2281	chr4	131426373	131426800	+	1220	NA	Intergenic	NA	-338451	RP11-614F17.2								
MV411_2_614_R1_peak_1993	chr3	18512033	18512399	+	1202	NA	Intergenic	NA	-14176	LOC101927777								
