PeakID (cmd=annotatePeaks.pl MV411_2_431_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_431_R1_peak_1017	chr16	89994587	89996201	+	862	NA	exon (AFG3L1P, exon 11 of 11)	NA	-22562	CENPBD1								
MV411_2_431_R1_peak_2843	chr8	143948430	143948850	+	768	NA	intron (PLEC, intron 2 of 32)	NA	-2248	PLEC								
MV411_2_431_R1_peak_376	chr10	89086726	89087183	+	640	NA	Intergenic	NA	-23552	MIR4679-2								
MV411_2_431_R1_peak_2636	chr8	2021561	2022033	+	614	NA	Intergenic	NA	22922	KBTBD11								
MV411_2_431_R1_peak_1389	chr19	17305381	17305817	+	525	NA	promoter-TSS (MRPL34)	NA	-69	MRPL34								
MV411_2_431_R1_peak_2609	chr7	140062885	140063155	+	508	NA	exon (PARP12, exon 1 of 8)	NA	1266	PARP12								
MV411_2_431_R1_peak_1765	chr20	20076284	20076672	+	505	NA	intron (C20orf26, intron 6 of 17)	NA	-20432	CRNKL1								
MV411_2_431_R1_peak_1818	chr20	50980239	50980595	+	503	NA	Intergenic	NA	21603	MOCS3								
MV411_2_431_R1_peak_1449	chr19	44753285	44753680	+	470	NA	intron (BCL3, intron 5 of 11)	NA	-5185	MIR8085								
MV411_2_431_R1_peak_2899	chr9	99819347	99819772	+	467	NA	intron (RP11-554F20.1, intron 1 of 6)	NA	330	RP11-554F20.1								
MV411_2_431_R1_peak_911	chr16	4272828	4273460	+	455	NA	promoter-TSS (TFAP4)	NA	-144	TFAP4								
MV411_2_431_R1_peak_2545	chr7	44606315	44606607	+	448	NA	promoter-TSS (OGDH)	NA	-111	OGDH								
MV411_2_431_R1_peak_1471	chr19	47315303	47315642	+	445	NA	intron (C5AR1, intron 1 of 1)	NA	5625	C5AR1								
MV411_2_431_R1_peak_1458	chr19	45455772	45456605	+	437	NA	intron (ERCC1, intron 1 of 8)	NA	-11807	FOSB								
MV411_2_431_R1_peak_1232	chr18	38940861	38941587	+	436	NA	Intergenic	NA	-385841	LOC101927879								
MV411_2_431_R1_peak_1908	chr22	35376933	35377286	+	436	NA	Intergenic	NA	-3958	HMOX1								
MV411_2_431_R1_peak_2524	chr7	20219709	20220261	+	434	NA	intron (LOC100506098, intron 3 of 3)	NA	2526	LOC100506098								
MV411_2_431_R1_peak_1891	chr22	24434624	24435049	+	432	NA	intron (ADORA2A, intron 3 of 3)	NA	2717	ADORA2A								
MV411_2_431_R1_peak_1424	chr19	35909304	35909654	+	428	NA	promoter-TSS (TYROBP)	NA	-964	TYROBP								
MV411_2_431_R1_peak_1973	chr3	14431950	14432592	+	420	NA	promoter-TSS (SLC6A6)	NA	29695	SLC6A6								
MV411_2_431_R1_peak_1675	chr2	191020110	191020504	+	414	NA	Intergenic	NA	-6110	STAT1								
MV411_2_431_R1_peak_2976	chrUn_KI270467v1	2010	3546	+	413	NA	NA	NA	NA	NA								
MV411_2_431_R1_peak_1061	chr17	14738326	14738648	+	399	NA	Intergenic	NA	-276318	LOC101928475								
MV411_2_431_R1_peak_255	chr1	212558846	212559220	+	390	NA	Intergenic	NA	13343	RP11-61J19.3								
MV411_2_431_R1_peak_354	chr10	71860415	71860914	+	379	NA	Intergenic	NA	-9339	PSAP								
MV411_2_431_R1_peak_1857	chr21	34526930	34527278	+	378	NA	promoter-TSS (RCAN1)	NA	-1637	RCAN1								
MV411_2_431_R1_peak_1414	chr19	31214160	31214455	+	378	NA	intron (LOC101927254, intron 1 of 3)	NA	13740	LOC101927254								
MV411_2_431_R1_peak_476	chr11	44569164	44569454	+	378	NA	intron (CD82, intron 1 of 9)	NA	3718	CD82								
MV411_2_431_R1_peak_304	chr1	236097104	236097486	+	370	NA	Intergenic	NA	-32118	NID1								
MV411_2_431_R1_peak_2214	chr4	184474489	184474873	+	363	NA	promoter-TSS (IRF2)	NA	-109	IRF2								
MV411_2_431_R1_peak_1534	chr2	10497842	10498210	+	362	NA	Intergenic	NA	45582	LOC102723993								
MV411_2_431_R1_peak_2801	chr8	125512895	125513440	+	357	NA	Intergenic	NA	82846	TRIB1								
MV411_2_431_R1_peak_1537	chr2	11744024	11744414	+	351	NA	intron (LPIN1, intron 2 of 21)	NA	-11524	LPIN1								
MV411_2_431_R1_peak_425	chr10	133013445	133013759	+	351	NA	promoter-TSS (LOC102723337)	NA	-187	LOC102723337								
MV411_2_431_R1_peak_2113	chr3	194089556	194090042	+	342	NA	Intergenic	NA	11524	LOC102724877								
MV411_2_431_R1_peak_177	chr1	153566518	153566903	+	340	NA	promoter-TSS (S100A2)	NA	-880	S100A2								
MV411_2_431_R1_peak_1970	chr3	13012383	13012688	+	338	NA	intron (IQSEC1, intron 1 of 13)	NA	-45075	IQSEC1								
MV411_2_431_R1_peak_2366	chr6	13302835	13303246	+	337	NA	Intergenic	NA	-7454	RP1-257A7.4								
MV411_2_431_R1_peak_2765	chr8	102806466	102807122	+	331	NA	Intergenic	NA	57375	AZIN1								
MV411_2_431_R1_peak_171	chr1	151311563	151311891	+	327	NA	intron (PI4KB, intron 3 of 12)	NA	15930	PI4KB								
MV411_2_431_R1_peak_1709	chr2	229488965	229489287	+	319	NA	intron (DNER, intron 6 of 11)	NA	-217785	PID1								
MV411_2_431_R1_peak_1384	chr19	16328354	16328776	+	314	NA	Intergenic	NA	3725	KLF2								
MV411_2_431_R1_peak_89	chr1	36386488	36386819	+	314	NA	promoter-TSS (STK40)	NA	-726	STK40								
MV411_2_431_R1_peak_182	chr1	154431568	154431870	+	314	NA	intron (IL6R, intron 3 of 9)	NA	-24896	LOC101928101								
MV411_2_431_R1_peak_2123	chr4	1043671	1043937	+	313	NA	Intergenic	NA	31340	FGFRL1								
MV411_2_431_R1_peak_117	chr1	65811999	65812342	+	310	NA	intron (PDE4B, intron 1 of 16)	NA	19660	PDE4B								
MV411_2_431_R1_peak_2049	chr3	119638917	119639248	+	309	NA	Intergenic	NA	21508	POPDC2								
MV411_2_431_R1_peak_2585	chr7	101717495	101717979	+	308	NA	Intergenic	NA	-88441	MYL10								
MV411_2_431_R1_peak_231	chr1	203287440	203287755	+	307	NA	intron (RP11-134P9.3, intron 1 of 1)	NA	321	RP11-134P9.3								
MV411_2_431_R1_peak_858	chr15	70462908	70463419	+	305	NA	Intergenic	NA	123443	LOC101929151								
MV411_2_431_R1_peak_2239	chr5	40486431	40486879	+	304	NA	Intergenic	NA	-194296	PTGER4								
MV411_2_431_R1_peak_2714	chr8	55930521	55930836	+	302	NA	intron (LYN, intron 1 of 12)	NA	50851	LYN								
MV411_2_431_R1_peak_305	chr1	243101628	243101973	+	300	NA	promoter-TSS (RP11-261C10.3)	NA	-56	RP11-261C10.3								
MV411_2_431_R1_peak_868	chr15	73697136	73697377	+	299	NA	intron (CD276, intron 1 of 9)	NA	10969	CD276								
MV411_2_431_R1_peak_2620	chr7	155166727	155167015	+	299	NA	Intergenic	NA	-95314	HTR5A-AS1								
MV411_2_431_R1_peak_2101	chr3	185807743	185807962	+	291	NA	intron (IGF2BP2, intron 2 of 14)	NA	17198	IGF2BP2								
MV411_2_431_R1_peak_1111	chr17	56744732	56745073	+	286	NA	Intergenic	NA	75164	C17orf67								
MV411_2_431_R1_peak_3000	chrX	150200982	150201289	+	284	NA	Intergenic	NA	-26881	MIR2114								
MV411_2_431_R1_peak_2774	chr8	115427587	115428004	+	281	NA	intron (TRPS1, intron 4 of 5)	NA	241206	TRPS1								
MV411_2_431_R1_peak_1802	chr20	46111320	46111609	+	281	NA	Intergenic	NA	-6796	CD40								
MV411_2_431_R1_peak_2174	chr4	88284588	88284890	+	280	NA	promoter-TSS (PPM1K)	NA	-165	RP11-10L7.1								
MV411_2_431_R1_peak_1432	chr19	39398294	39398725	+	280	NA	exon (MED29, exon 4 of 4)	NA	7186	MED29								
MV411_2_431_R1_peak_832	chr15	44728508	44729055	+	279	NA	promoter-TSS (TRIM69)	NA	-7727	TRIM69								
