PeakID (cmd=annotatePeaks.pl MV411_1_587_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_587_R1_peak_5208	chr10	124225603	124231528	+	4425	NA	Intergenic	NA	-134881	CHST15								
MV411_1_587_R1_peak_23701	chr22	20079672	20080537	+	4044	NA	promoter-TSS (DGCR8)	NA	-128	DGCR8								
MV411_1_587_R1_peak_8610	chr12	106773624	106774926	+	3805	NA	promoter-TSS (RIC8B)	NA	-320	RIC8B								
MV411_1_587_R1_peak_18143	chr19	41233640	41234265	+	3596	NA	intron (AXL, intron 6 of 18)	NA	14753	AXL								
MV411_1_587_R1_peak_33772	chr8	28889734	28890792	+	3582	NA	promoter-TSS (HMBOX1)	NA	-131	HMBOX1								
MV411_1_587_R1_peak_28400	chr5	75511419	75512162	+	3495	NA	promoter-TSS (POLK)	NA	-42	POLK								
MV411_1_587_R1_peak_18372	chr19	45443280	45444696	+	3421	NA	intron (ERCC1, intron 1 of 8)	NA	7334	MIR6088								
MV411_1_587_R1_peak_33568	chr8	22244427	22245416	+	3408	NA	promoter-TSS (POLR3D)	NA	75	MIR320A								
MV411_1_587_R1_peak_16753	chr19	2475598	2477255	+	3369	NA	intron (GADD45B, intron 1 of 3)	NA	301	GADD45B								
MV411_1_587_R1_peak_21119	chr2	190319526	190320247	+	3299	NA	exon (HIBCH, exon 1 of 14)	NA	159	HIBCH								
MV411_1_587_R1_peak_6235	chr11	64269790	64271864	+	3244	NA	intron (BAD, intron 3 of 3)	NA	-13512	GPR137								
MV411_1_587_R1_peak_18289	chr19	44112808	44114135	+	3186	NA	promoter-TSS (ZNF225)	NA	-288	LOC100379224								
MV411_1_587_R1_peak_18291	chr19	44164576	44165320	+	3155	NA	promoter-TSS (ZNF226)	NA	-155	ZNF226								
MV411_1_587_R1_peak_12366	chr16	21300468	21301113	+	3103	NA	promoter-TSS (CRYM-AS1)	NA	-59	CRYM-AS1								
MV411_1_587_R1_peak_16288	chr18	62714653	62715689	+	3059	NA	promoter-TSS (PHLPP1)	NA	-268	PHLPP1								
MV411_1_587_R1_peak_13677	chr17	7484243	7485051	+	2993	NA	promoter-TSS (ZBTB4)	NA	268	POLR2A								
MV411_1_587_R1_peak_34638	chr8	102653575	102654968	+	2964	NA	promoter-TSS (KLF10)	NA	-307	KLF10								
MV411_1_587_R1_peak_17365	chr19	13151276	13152226	+	2876	NA	intron (IER2, intron 1 of 1)	NA	1283	IER2								
MV411_1_587_R1_peak_27856	chr4	184964598	184966833	+	2828	NA	Intergenic	NA	5072	LOC101928810								
MV411_1_587_R1_peak_18781	chr19	51570990	51571588	+	2817	NA	promoter-TSS (ZNF175)	NA	11	ZNF175								
MV411_1_587_R1_peak_18282	chr19	43983843	43984365	+	2801	NA	promoter-TSS (ZNF155)	NA	-66	ZNF155								
MV411_1_587_R1_peak_12605	chr16	30921958	30923748	+	2781	NA	promoter-TSS (FBXL19)	NA	416	FBXL19-AS1								
MV411_1_587_R1_peak_17460	chr19	14495868	14496587	+	2760	NA	promoter-TSS (GIPC1)	NA	-78	GIPC1								
MV411_1_587_R1_peak_8140	chr12	56104109	56104755	+	2686	NA	TTS (ERBB3)	NA	113	PA2G4								
MV411_1_587_R1_peak_18806	chr19	51811109	51811771	+	2635	NA	intron (FPR3, intron 1 of 1)	NA	16282	FPR3								
MV411_1_587_R1_peak_22039	chr20	10434038	10434861	+	2584	NA	promoter-TSS (SLX4IP)	NA	-854	SLX4IP								
MV411_1_587_R1_peak_18297	chr19	44304705	44305244	+	2554	NA	promoter-TSS (ZNF235)	NA	51	ZNF235								
MV411_1_587_R1_peak_16657	chr19	1249221	1249672	+	2542	NA	intron (MIDN, intron 1 of 8)	NA	888	MIDN								
MV411_1_587_R1_peak_17709	chr19	18919183	18919811	+	2528	NA	promoter-TSS (COPE)	NA	-107	COPE								
MV411_1_587_R1_peak_33753	chr8	28401799	28402482	+	2488	NA	Intergenic	NA	-15680	ZNF395								
MV411_1_587_R1_peak_6661	chr11	76444562	76445304	+	2472	NA	promoter-TSS (C11orf30)	NA	-95	C11orf30								
MV411_1_587_R1_peak_11784	chr15	89898965	89899960	+	2413	NA	exon (C15orf38, exon 6 of 6)	NA	-5077	AP3S2								
MV411_1_587_R1_peak_17542	chr19	16419908	16420431	+	2391	NA	intron (EPS15L1, intron 10 of 21)	NA	-29009	LOC102724308								
MV411_1_587_R1_peak_8167	chr12	56569925	56570531	+	2379	NA	intron (RBMS2, intron 4 of 13)	NA	48271	RBMS2								
MV411_1_587_R1_peak_1949	chr1	119647964	119648734	+	2342	NA	promoter-TSS (ZNF697)	NA	-582	ZNF697								
MV411_1_587_R1_peak_18967	chr19	55599186	55599833	+	2317	NA	promoter-TSS (ZNF524)	NA	53	FIZ1								
