PeakID (cmd=annotatePeaks.pl MV411_3_568_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_3_568_R1_peak_851	chrUn_KI270467v1	909	3692	+	760	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_847	chrUn_KI270438v1	109206	110007	+	681	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_849	chrUn_KI270438v1	111926	112505	+	594	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_251	chr16	34581081	34581849	+	514	NA	Intergenic	NA	149473	LOC102724523								
MV411_3_568_R1_peak_850	chrUn_KI270466v1	130	1233	+	446	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_252	chr16	34582037	34583368	+	440	NA	Intergenic	NA	150710	LOC102724523								
MV411_3_568_R1_peak_261	chr16	46399098	46399852	+	421	NA	Intergenic	NA	169622	ANKRD26P1								
MV411_3_568_R1_peak_264	chr16	46401172	46401794	+	409	NA	Intergenic	NA	167614	ANKRD26P1								
MV411_3_568_R1_peak_259	chr16	46389451	46390218	+	394	NA	Intergenic	NA	179263	ANKRD26P1								
MV411_3_568_R1_peak_531	chr4	49709138	49710127	+	346	NA	Intergenic	NA	-220308	LOC101060532								
MV411_3_568_R1_peak_258	chr16	46388478	46389055	+	323	NA	Intergenic	NA	180331	ANKRD26P1								
MV411_3_568_R1_peak_843	chrUn_KI270438v1	103758	104925	+	321	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_262	chr16	46399910	46400342	+	267	NA	Intergenic	NA	168971	ANKRD26P1								
MV411_3_568_R1_peak_866	chrY	56763313	56763727	+	261	NA	Intergenic	NA	-192723	SPRY3-2								
MV411_3_568_R1_peak_532	chr4	49710278	49710904	+	228	NA	Intergenic	NA	-221267	LOC101060532								
MV411_3_568_R1_peak_255	chr16	34592628	34593038	+	221	NA	Intergenic	NA	160841	LOC102724523								
MV411_3_568_R1_peak_256	chr16	34595007	34595429	+	218	NA	Intergenic	NA	163226	LOC102724523								
MV411_3_568_R1_peak_835	chrUn_KI270333v1	1	616	+	205	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_253	chr16	34583419	34583959	+	203	NA	Intergenic	NA	151697	LOC102724523								
MV411_3_568_R1_peak_865	chrY	56734590	56734994	+	203	NA	Intergenic	NA	-221451	SPRY3-2								
MV411_3_568_R1_peak_686	chr7	50356536	50356843	+	193	NA	intron (IKZF1, intron 3 of 5)	NA	-5148	LOC102723522								
MV411_3_568_R1_peak_245	chr16	26334267	26334549	+	193	NA	Intergenic	NA	16256	LOC102723536								
MV411_3_568_R1_peak_422	chr2	194104709	194105051	+	192	NA	Intergenic	NA	-239389	AC018799.1								
MV411_3_568_R1_peak_263	chr16	46400431	46400863	+	189	NA	Intergenic	NA	168450	ANKRD26P1								
MV411_3_568_R1_peak_427	chr2	201208871	201209193	+	188	NA	TTS (CASP10)	NA	-24438	CASP8								
MV411_3_568_R1_peak_840	chrUn_KI270336v1	520	1026	+	184	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_250	chr16	34574073	34574477	+	181	NA	Intergenic	NA	142283	LOC102724523								
MV411_3_568_R1_peak_533	chr4	49711154	49711962	+	176	NA	Intergenic	NA	-222234	LOC101060532								
MV411_3_568_R1_peak_286	chr17	26603718	26604119	+	173	NA	Intergenic	NA	690024	MIR4522								
MV411_3_568_R1_peak_456	chr21	10325630	10326038	+	173	NA	Intergenic	NA	-87698	BAGE2								
MV411_3_568_R1_peak_585	chr5	49666006	49666409	+	170	NA	Intergenic	NA	775193	EMB								
MV411_3_568_R1_peak_864	chrY	56727939	56728350	+	170	NA	Intergenic	NA	-228099	SPRY3-2								
MV411_3_568_R1_peak_583	chr5	49658496	49659013	+	169	NA	Intergenic	NA	782646	EMB								
MV411_3_568_R1_peak_12	chr1	28172679	28172993	+	164	NA	intron (PTAFR, intron 1 of 2)	NA	4108	PTAFR								
MV411_3_568_R1_peak_815	chr9	27460706	27460986	+	164	NA	intron (MOB3B, intron 1 of 3)	NA	-63468	IFNK								
MV411_3_568_R1_peak_50	chr1	183956588	183956941	+	163	NA	intron (COLGALT2, intron 6 of 11)	NA	80965	COLGALT2								
MV411_3_568_R1_peak_366	chr2	12588088	12588420	+	156	NA	Intergenic	NA	-128618	TRIB2								
MV411_3_568_R1_peak_841	chrUn_KI270337v1	1	1121	+	150	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_733	chr8	37361381	37361661	+	144	NA	Intergenic	NA	-29718	LOC100507403								
MV411_3_568_R1_peak_576	chr5	17381947	17382278	+	142	NA	intron (LOC401177, intron 2 of 2)	NA	5198	LOC401177								
MV411_3_568_R1_peak_446	chr20	14902463	14902769	+	142	NA	intron (MACROD2-AS1, intron 1 of 2)	NA	26902	MACROD2-AS1								
MV411_3_568_R1_peak_689	chr7	77238758	77239075	+	141	NA	intron (CCDC146, intron 2 of 17)	NA	-3435	CCDC146								
MV411_3_568_R1_peak_385	chr2	60495135	60495367	+	140	NA	intron (BCL11A, intron 2 of 3)	NA	32444	LOC102724155								
MV411_3_568_R1_peak_116	chr11	45383258	45383536	+	139	NA	intron (FLJ41423, intron 3 of 4)	NA	11994	FLJ41423								
MV411_3_568_R1_peak_716	chr8	11858725	11859031	+	138	NA	intron (CTSB, intron 1 of 9)	NA	8815	CTSB								
MV411_3_568_R1_peak_275	chr16	81481427	81481687	+	137	NA	intron (CMIP, intron 1 of 20)	NA	36387	CMIP								
MV411_3_568_R1_peak_84	chr10	59885489	59885753	+	136	NA	intron (CCDC6, intron 1 of 8)	NA	21035	CCDC6								
MV411_3_568_R1_peak_49	chr1	182175354	182175659	+	132	NA	Intergenic	NA	-113794	ZNF648								
MV411_3_568_R1_peak_793	chr8	129418626	129418925	+	132	NA	Intergenic	NA	65367	MIR3686								
MV411_3_568_R1_peak_30	chr1	89815681	89815944	+	123	NA	Intergenic	NA	-6109	LRRC8D								
MV411_3_568_R1_peak_95	chr10	95757965	95758220	+	121	NA	intron (ENTPD1-AS1, intron 5 of 5)	NA	2432	ENTPD1								
MV411_3_568_R1_peak_331	chr18	59911717	59911974	+	120	NA	Intergenic	NA	11885	PMAIP1								
MV411_3_568_R1_peak_540	chr4	83240475	83240866	+	119	NA	Intergenic	NA	44133	COQ2								
MV411_3_568_R1_peak_781	chr8	115846643	115846922	+	116	NA	Intergenic	NA	-177754	TRPS1								
MV411_3_568_R1_peak_547	chr4	89829562	89829861	+	116	NA	intron (SNCA, intron 2 of 4)	NA	-6690	RP11-67M1.1								
MV411_3_568_R1_peak_624	chr6	4407822	4408095	+	116	NA	Intergenic	NA	-61061	LOC101927888								
MV411_3_568_R1_peak_572	chr5	1889110	1889340	+	115	NA	intron (CTD-2194D22.4, intron 2 of 3)	NA	1894	CTD-2194D22.4								
MV411_3_568_R1_peak_158	chr12	31687141	31687441	+	114	NA	intron (AMN1, intron 7 of 8)	NA	27616	METTL20								
MV411_3_568_R1_peak_698	chr7	98137767	98138085	+	114	NA	intron (LMTK2, intron 2 of 13)	NA	31041	LMTK2								
MV411_3_568_R1_peak_97	chr10	98323248	98323562	+	114	NA	Intergenic	NA	-55155	LOXL4								
MV411_3_568_R1_peak_439	chr2	236871537	236871817	+	113	NA	Intergenic	NA	184490	AC105760.3								
MV411_3_568_R1_peak_818	chr9	34862131	34862390	+	113	NA	intron (LOC101929761, intron 2 of 3)	NA	-23674	FAM205B								
MV411_3_568_R1_peak_254	chr16	34588063	34588750	+	113	NA	Intergenic	NA	156414	LOC102724523								
MV411_3_568_R1_peak_814	chr9	27352492	27352827	+	113	NA	intron (MOB3B, intron 3 of 3)	NA	-55520	EQTN								
MV411_3_568_R1_peak_191	chr13	28468146	28468446	+	112	NA	intron (FLT1, intron 1 of 12)	NA	26832	FLT1								
MV411_3_568_R1_peak_501	chr3	111667894	111668154	+	110	NA	Intergenic	NA	-6652	PLCXD2								
MV411_3_568_R1_peak_169	chr12	78034095	78034328	+	109	NA	intron (NAV3, intron 10 of 39)	NA	202922	NAV3								
MV411_3_568_R1_peak_681	chr7	36264177	36264524	+	109	NA	intron (EEPD1, intron 3 of 7)	NA	91925	KIAA0895								
MV411_3_568_R1_peak_740	chr8	41005791	41006178	+	108	NA	Intergenic	NA	-108160	ZMAT4								
MV411_3_568_R1_peak_611	chr5	153896832	153897186	+	108	NA	Intergenic	NA	141927	FAM114A2								
MV411_3_568_R1_peak_458	chr21	23977987	23978350	+	108	NA	Intergenic	NA	343209	AP000469.2								
MV411_3_568_R1_peak_775	chr8	102979690	102979968	+	108	NA	Intergenic	NA	38214	LOC100996457								
MV411_3_568_R1_peak_279	chr16	89031998	89032274	+	108	NA	Intergenic	NA	-61710	ACSF3								
MV411_3_568_R1_peak_790	chr8	125901407	125901713	+	108	NA	Intergenic	NA	20798	LOC101927634								
MV411_3_568_R1_peak_743	chr8	47369438	47369701	+	106	NA	intron (SPIDR, intron 1 of 15)	NA	89707	SPIDR								
MV411_3_568_R1_peak_742	chr8	43237922	43238174	+	105	NA	Intergenic	NA	-54394	POTEA								
MV411_3_568_R1_peak_724	chr8	27408999	27409234	+	103	NA	intron (PTK2B, intron 2 of 29)	NA	-24254	MIR6842								
MV411_3_568_R1_peak_342	chr19	4347610	4347857	+	103	NA	intron (MPND, intron 3 of 10)	NA	4206	MPND								
MV411_3_568_R1_peak_391	chr2	78977625	78977917	+	103	NA	Intergenic	NA	-47915	REG3G								
MV411_3_568_R1_peak_153	chr12	26340737	26341036	+	103	NA	intron (ITPR2, intron 55 of 56)	NA	-126109	LOC101928554								
MV411_3_568_R1_peak_596	chr5	89293911	89294164	+	102	NA	Intergenic	NA	404729	MEF2C-AS1								
MV411_3_568_R1_peak_321	chr18	47953546	47953781	+	102	NA	Intergenic	NA	-22517	SMAD2								
MV411_3_568_R1_peak_669	chr6	154356774	154357019	+	102	NA	promoter-TSS (IPCEF1)	NA	-130	IPCEF1								
MV411_3_568_R1_peak_213	chr14	84036961	84037200	+	102	NA	Intergenic	NA	-123047	LOC102724338								
MV411_3_568_R1_peak_630	chr6	17993550	17993820	+	101	NA	Intergenic	NA	-6062	KIF13A								
MV411_3_568_R1_peak_527	chr4	32569912	32570306	+	100	NA	Intergenic	NA	219071	LOC101927363								
MV411_3_568_R1_peak_401	chr2	129812172	129812408	+	100	NA	Intergenic	NA	-110887	AC079776.3								
MV411_3_568_R1_peak_447	chr20	15310516	15310752	+	100	NA	intron (MACROD2, intron 6 of 17)	NA	-381116	MACROD2-AS1								
MV411_3_568_R1_peak_423	chr2	196242273	196242596	+	100	NA	intron (HECW2, intron 19 of 28)	NA	-17590	AC020571.3								
MV411_3_568_R1_peak_68	chr1	234963259	234963522	+	99	NA	Intergenic	NA	106428	LOC731656								
MV411_3_568_R1_peak_145	chr12	9118265	9118551	+	98	NA	Intergenic	NA	-2468	A2M								
MV411_3_568_R1_peak_848	chrUn_KI270438v1	110505	110728	+	98	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_643	chr6	56243568	56243844	+	98	NA	intron (COL21A1, intron 1 of 29)	NA	-61050	COL21A1								
MV411_3_568_R1_peak_307	chr17	78748786	78749026	+	97	NA	intron (CYTH1, intron 1 of 12)	NA	-25306	CYTH1								
MV411_3_568_R1_peak_156	chr12	26997673	26997958	+	96	NA	intron (TM7SF3, intron 3 of 10)	NA	16591	TM7SF3								
MV411_3_568_R1_peak_727	chr8	33524750	33525014	+	96	NA	Intergenic	NA	11407	SNORD13								
MV411_3_568_R1_peak_195	chr13	35512569	35512888	+	96	NA	intron (NBEA, intron 1 of 17)	NA	-36033	MAB21L1								
MV411_3_568_R1_peak_328	chr18	58658070	58658380	+	96	NA	Intergenic	NA	-1640	LOC102724745								
MV411_3_568_R1_peak_607	chr5	140251538	140251839	+	96	NA	intron (PFDN1, intron 3 of 3)	NA	51416	PFDN1								
MV411_3_568_R1_peak_792	chr8	128650087	128650397	+	96	NA	Intergenic	NA	-222326	LOC101927774								
MV411_3_568_R1_peak_753	chr8	59576888	59577129	+	96	NA	Intergenic	NA	457071	LOC100505501								
MV411_3_568_R1_peak_767	chr8	81364532	81364803	+	96	NA	Intergenic	NA	-81970	LOC101927085								
MV411_3_568_R1_peak_845	chrUn_KI270438v1	106652	107071	+	96	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_476	chr22	29658248	29658508	+	94	NA	intron (NF2, intron 5 of 14)	NA	54822	NF2								
MV411_3_568_R1_peak_406	chr2	141557378	141557613	+	94	NA	intron (LRP1B, intron 2 of 90)	NA	574206	LRP1B								
MV411_3_568_R1_peak_312	chr18	3178034	3178325	+	94	NA	intron (MYOM1, intron 5 of 37)	NA	41929	MYOM1								
MV411_3_568_R1_peak_752	chr8	59043859	59044127	+	93	NA	intron (TOX, intron 1 of 8)	NA	75215	TOX								
MV411_3_568_R1_peak_695	chr7	91300485	91300751	+	93	NA	Intergenic	NA	36150	FZD1								
MV411_3_568_R1_peak_309	chr18	813312	813558	+	93	NA	Intergenic	NA	-1109	YES1								
MV411_3_568_R1_peak_293	chr17	38926701	38927002	+	90	NA	exon (LINC00672, exon 2 of 2)	NA	1683	LINC00672								
MV411_3_568_R1_peak_503	chr3	112767243	112767497	+	90	NA	Intergenic	NA	-18051	RP11-572C15.5								
MV411_3_568_R1_peak_173	chr12	90390963	90391191	+	90	NA	Intergenic	NA	-284245	LOC102724834								
MV411_3_568_R1_peak_16	chr1	43381593	43381880	+	90	NA	Intergenic	NA	8076	MED8								
MV411_3_568_R1_peak_833	chr9	127388378	127388663	+	90	NA	intron (GARNL3, intron 26 of 28)	NA	-8628	SLC2A8								
MV411_3_568_R1_peak_595	chr5	84603809	84604102	+	89	NA	Intergenic	NA	-219088	EDIL3								
MV411_3_568_R1_peak_784	chr8	119601509	119601852	+	89	NA	intron (ENPP2, intron 9 of 24)	NA	37164	ENPP2								
MV411_3_568_R1_peak_214	chr14	90087378	90087664	+	89	NA	intron (KCNK13, intron 1 of 1)	NA	25756	KCNK13								
MV411_3_568_R1_peak_718	chr8	19962344	19962613	+	89	NA	intron (LPL, intron 9 of 9)	NA	23407	LPL								
MV411_3_568_R1_peak_603	chr5	119840269	119840506	+	89	NA	Intergenic	NA	210828	FAM170A								
MV411_3_568_R1_peak_290	chr17	32331315	32331612	+	89	NA	TTS (C17orf75)	NA	10402	C17orf75								
MV411_3_568_R1_peak_586	chr5	50501632	50501887	+	89	NA	Intergenic	NA	-60359	EMB								
MV411_3_568_R1_peak_98	chr10	98391112	98391394	+	87	NA	intron (PYROXD2, intron 10 of 15)	NA	4039	MIR1287								
MV411_3_568_R1_peak_26	chr1	76083166	76083414	+	86	NA	intron (ST6GALNAC3, intron 1 of 3)	NA	71952	RP11-550H2.1								
MV411_3_568_R1_peak_29	chr1	86616947	86617255	+	86	NA	Intergenic	NA	-17175	CLCA3P								
MV411_3_568_R1_peak_582	chr5	36657578	36657869	+	86	NA	intron (SLC1A3, intron 4 of 10)	NA	50789	SLC1A3								
MV411_3_568_R1_peak_852	chrX	1504406	1504684	+	86	NA	intron (P2RY8, intron 1 of 1)	NA	-35953	P2RY8								
MV411_3_568_R1_peak_199	chr13	100423407	100423712	+	86	NA	intron (PCCA, intron 19 of 23)	NA	57456	PCCA-AS1								
MV411_3_568_R1_peak_10	chr1	23567213	23567462	+	85	NA	Intergenic	NA	-7543	ID3								
MV411_3_568_R1_peak_811	chr9	21444303	21444550	+	85	NA	Intergenic	NA	3972	IFNA1								
MV411_3_568_R1_peak_271	chr16	75333686	75333967	+	84	NA	intron (CFDP1, intron 5 of 6)	NA	57682	LOC101928178								
MV411_3_568_R1_peak_678	chr7	27339538	27339761	+	84	NA	Intergenic	NA	96949	EVX1								
MV411_3_568_R1_peak_38	chr1	149997610	149997855	+	84	NA	intron (OTUD7B, intron 1 of 11)	NA	-60885	MTMR11								
MV411_3_568_R1_peak_44	chr1	162423069	162423350	+	84	NA	Intergenic	NA	-11071	SH2D1B								
MV411_3_568_R1_peak_514	chr3	151871742	151872007	+	84	NA	intron (RP11-454C18.2, intron 1 of 2)	NA	-1769	SUCNR1								
MV411_3_568_R1_peak_390	chr2	69163178	69163458	+	84	NA	intron (ANTXR1, intron 13 of 14)	NA	59591	MIR3126								
MV411_3_568_R1_peak_838	chrUn_KI270333v1	1988	2667	+	84	NA	NA	NA	NA	NA								
MV411_3_568_R1_peak_758	chr8	67968556	67968803	+	84	NA	intron (PREX2, intron 1 of 23)	NA	16311	PREX2								
MV411_3_568_R1_peak_148	chr12	14644153	14644435	+	84	NA	intron (GUCY2C, intron 16 of 26)	NA	52291	GUCY2C								
MV411_3_568_R1_peak_432	chr2	218806368	218806652	+	84	NA	intron (CYP27A1, intron 1 of 8)	NA	24761	CYP27A1								
MV411_3_568_R1_peak_618	chr5	171168250	171168486	+	84	NA	intron (RANBP17, intron 14 of 27)	NA	-140916	TLX3								
MV411_3_568_R1_peak_60	chr1	206504087	206504330	+	84	NA	Intergenic	NA	-3338	RASSF5								
