PeakID (cmd=annotatePeaks.pl MV411_2_112_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_112_R1_peak_24905	chr8	127441107	127441611	+	2523	NA	Intergenic	NA	-20016	LOC101930033								
MV411_2_112_R1_peak_12172	chr2	12456278	12456943	+	2438	NA	intron (AC096559.1, intron 4 of 5)	NA	257436	MIR3681								
MV411_2_112_R1_peak_15384	chr21	44967963	44968541	+	2176	NA	intron (FAM207A, intron 4 of 4)	NA	9023	FAM207A								
MV411_2_112_R1_peak_24233	chr8	66129711	66130538	+	2138	NA	intron (TRIM55, intron 2 of 10)	NA	2995	TRIM55								
MV411_2_112_R1_peak_9609	chr17	27244604	27245370	+	2064	NA	Intergenic	NA	49009	MIR4522								
MV411_2_112_R1_peak_6754	chr13	113916061	113916887	+	2062	NA	intron (LINC00452, intron 4 of 7)	NA	12517	LINC00565								
MV411_2_112_R1_peak_18673	chr4	153661219	153661874	+	2003	NA	Intergenic	NA	-22706	TLR2								
MV411_2_112_R1_peak_11378	chr19	11324009	11324639	+	1998	NA	exon (RAB3D, exon 5 of 5)	NA	15344	RAB3D								
MV411_2_112_R1_peak_20038	chr5	143555043	143555650	+	1943	NA	intron (NR3C1, intron 1 of 8)	NA	-119834	NR3C1								
MV411_2_112_R1_peak_23564	chr8	11671200	11671757	+	1928	NA	Intergenic	NA	-8198	LOC101929490								
MV411_2_112_R1_peak_12570	chr2	46967130	46967708	+	1928	NA	intron (TTC7A, intron 3 of 19)	NA	26245	TTC7A								
MV411_2_112_R1_peak_17	chr1	2234347	2234966	+	1888	NA	intron (SKI, intron 1 of 6)	NA	5921	SKI								
MV411_2_112_R1_peak_23886	chr8	36981828	36982343	+	1885	NA	Intergenic	NA	-6219	LOC102723593								
MV411_2_112_R1_peak_17573	chr3	196055615	196056261	+	1884	NA	intron (TFRC, intron 16 of 18)	NA	26152	TFRC								
MV411_2_112_R1_peak_12227	chr2	18960236	18960824	+	1874	NA	Intergenic	NA	66171	FLJ41481								
MV411_2_112_R1_peak_21757	chr6	137148680	137149158	+	1864	NA	intron (IL22RA2, intron 5 of 6)	NA	24729	IL22RA2								
MV411_2_112_R1_peak_7943	chr15	55221145	55221761	+	1863	NA	intron (RAB27A, intron 6 of 6)	NA	-24420	RSL24D1								
MV411_2_112_R1_peak_16131	chr3	28308006	28308653	+	1857	NA	intron (CMC1, intron 5 of 6)	NA	-40619	ZCWPW2								
MV411_2_112_R1_peak_6347	chr13	28467969	28468614	+	1847	NA	intron (FLT1, intron 1 of 11)	NA	26837	FLT1								
MV411_2_112_R1_peak_25763	chr9	110065404	110065893	+	1812	NA	intron (AKAP2, intron 1 of 3)	NA	-59853	AKAP2								
MV411_2_112_R1_peak_4563	chr11	104198502	104199034	+	1787	NA	Intergenic	NA	-34469	PDGFD								
MV411_2_112_R1_peak_11055	chr18	76565686	76566169	+	1778	NA	intron (LOC102723325, intron 1 of 1)	NA	518	LOC102723325								
MV411_2_112_R1_peak_7947	chr15	55250344	55250939	+	1756	NA	intron (RAB27A, intron 1 of 6)	NA	20268	RAB27A								
MV411_2_112_R1_peak_24455	chr8	93894072	93894623	+	1752	NA	Intergenic	NA	21772	MIR378D2								
MV411_2_112_R1_peak_535	chr1	39934227	39934918	+	1750	NA	Intergenic	NA	-20540	MFSD2A								
MV411_2_112_R1_peak_14089	chr2	226118496	226119108	+	1740	NA	Intergenic	NA	-23992	LOC646736								
MV411_2_112_R1_peak_4083	chr11	58888556	58889025	+	1736	NA	Intergenic	NA	-16640	LOC100287413								
MV411_2_112_R1_peak_23117	chr7	118311369	118311947	+	1733	NA	intron (LOC102724495, intron 1 of 2)	NA	51797	LOC102724495								
