PeakID (cmd=annotatePeaks.pl MV411_1_138_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_138_R1_peak_279	chr1	16643651	16645465	+	3470	NA	intron (LOC101927663, intron 1 of 3)	NA	148	LOC101927663								
MV411_1_138_R1_peak_20186	chr8	106657026	106659285	+	3290	NA	exon (OXR1, exon 1 of 14)	NA	347	OXR1								
MV411_1_138_R1_peak_10140	chr19	5902609	5904494	+	3286	NA	intron (NDUFA11, intron 1 of 4)	NA	462	NDUFA11								
MV411_1_138_R1_peak_19599	chr8	1763699	1765222	+	3225	NA	promoter-TSS (CLN8)	NA	-1126	LOC101927752								
MV411_1_138_R1_peak_10585	chr19	19661142	19664771	+	3179	NA	intron (ATP13A1, intron 1 of 25)	NA	747	ATP13A1								
MV411_1_138_R1_peak_10554	chr19	18557354	18558977	+	3111	NA	intron (KXD1, intron 1 of 4)	NA	383	KXD1								
MV411_1_138_R1_peak_10468	chr19	16626650	16629505	+	3106	NA	exon (MED26, exon 1 of 3)	NA	127	MED26								
MV411_1_138_R1_peak_19906	chr8	47958949	47962565	+	3099	NA	promoter-TSS (PRKDC)	NA	554	MCM4								
MV411_1_138_R1_peak_10010	chr19	2455494	2457562	+	3082	NA	intron (LMNB2, intron 1 of 11)	NA	440	LMNB2								
MV411_1_138_R1_peak_10148	chr19	6198643	6199620	+	3076	NA	Intergenic	NA	63498	ACSBG2								
MV411_1_138_R1_peak_19963	chr8	60677894	60680988	+	3050	NA	promoter-TSS (CHD7)	NA	-43691	LOC102724496								
MV411_1_138_R1_peak_9929	chr19	1093726	1095922	+	3015	NA	intron (POLR2E, intron 1 of 7)	NA	568	POLR2E								
MV411_1_138_R1_peak_10454	chr19	16184792	16186532	+	2990	NA	exon (FAM32A, exon 2 of 4)	NA	238	FAM32A								
MV411_1_138_R1_peak_5488	chr13	28136706	28144303	+	2976	NA	intron (PAN3, intron 1 of 18)	NA	-1330	PAN3-AS1								
MV411_1_138_R1_peak_19882	chr8	42270643	42272452	+	2971	NA	promoter-TSS (LOC101929897)	NA	245	IKBKB								
MV411_1_138_R1_peak_19782	chr8	27771682	27773217	+	2971	NA	intron (CCDC25, intron 1 of 8)	NA	204	CCDC25								
MV411_1_138_R1_peak_11106	chr19	48872269	48876265	+	2958	NA	exon (PPP1R15A, exon 2 of 3)	NA	1875	PPP1R15A								
MV411_1_138_R1_peak_10958	chr19	45000946	45002021	+	2955	NA	promoter-TSS (RELB)	NA	-2	RELB								
MV411_1_138_R1_peak_10375	chr19	13115706	13119454	+	2955	NA	promoter-TSS (NACC1)	NA	-708	NACC1								
MV411_1_138_R1_peak_5498	chr13	29593728	29596360	+	2946	NA	intron (SLC7A1, intron 1 of 12)	NA	-8252	SLC7A1								
