PeakID (cmd=annotatePeaks.pl MV411_4_321_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_4_321_R1_peak_6850	chr8	117881418	117882005	+	3382	NA	intron (EXT1, intron 1 of 10)	NA	230108	EXT1								
MV411_4_321_R1_peak_6944	chr8	141036006	141036521	+	2966	NA	Intergenic	NA	-35085	PTK2								
MV411_4_321_R1_peak_1173	chr11	62108945	62109464	+	2906	NA	Intergenic	NA	-14807	INCENP								
MV411_4_321_R1_peak_7187	chr9	134936663	134937158	+	2852	NA	Intergenic	NA	-18907	FCN1								
MV411_4_321_R1_peak_2058	chr14	92507151	92507864	+	2754	NA	Intergenic	NA	-6274	RIN3								
MV411_4_321_R1_peak_6275	chr7	88278873	88279541	+	2742	NA	exon (STEAP4, exon 5 of 5)	NA	27706	STEAP4								
MV411_4_321_R1_peak_1005	chr10	123997233	123997856	+	2584	NA	Intergenic	NA	96063	CHST15								
MV411_4_321_R1_peak_4862	chr4	2009882	2010381	+	2544	NA	promoter-TSS (NELFA)	NA	-896	NELFA								
MV411_4_321_R1_peak_6075	chr6	165227470	165228105	+	2426	NA	Intergenic	NA	81829	C6orf118								
MV411_4_321_R1_peak_347	chr1	150090109	150090692	+	2344	NA	intron (VPS45, intron 10 of 14)	NA	-22694	OTUD7B								
MV411_4_321_R1_peak_1193	chr11	66956550	66957051	+	2309	NA	intron (PC, intron 1 of 22)	NA	-18483	C11orf86								
MV411_4_321_R1_peak_7043	chr9	72443241	72443805	+	2258	NA	Intergenic	NA	-77115	LOC102724516								
MV411_4_321_R1_peak_1828	chr13	76882398	76882908	+	2243	NA	exon (KCTD12, exon 1 of 1)	NA	3752	KCTD12								
MV411_4_321_R1_peak_2293	chr15	90638108	90638622	+	2180	NA	intron (CRTC3, intron 11 of 14)	NA	-21869	RP11-387D10.3								
MV411_4_321_R1_peak_1768	chr13	28347601	28348153	+	2173	NA	intron (FLT1, intron 15 of 29)	NA	115376	RNU6-82P								
MV411_4_321_R1_peak_2038	chr14	89504282	89504974	+	2073	NA	intron (LOC102723683, intron 3 of 4)	NA	-71588	FOXN3-AS2								
MV411_4_321_R1_peak_1676	chr12	111006423	111007037	+	2045	NA	Intergenic	NA	70128	LOC100131138								
MV411_4_321_R1_peak_4517	chr3	52498613	52499169	+	2031	NA	intron (STAB1, intron 1 of 48)	NA	3553	STAB1								
MV411_4_321_R1_peak_1780	chr13	30847863	30848440	+	2025	NA	Intergenic	NA	-34411	LINC00545								
MV411_4_321_R1_peak_2134	chr15	38130525	38131176	+	2007	NA	Intergenic	NA	90601	RP11-1008C21.1								
MV411_4_321_R1_peak_5624	chr6	3027010	3027632	+	1975	NA	exon (LOC101927759, exon 2 of 2)	NA	1627	LOC101927759								
MV411_4_321_R1_peak_4051	chr20	18831618	18832227	+	1940	NA	Intergenic	NA	-1727	C20orf78								
MV411_4_321_R1_peak_7163	chr9	127519229	127519904	+	1932	NA	intron (FAM129B, intron 5 of 13)	NA	41710	FAM129B								
MV411_4_321_R1_peak_3122	chr19	3142112	3142771	+	1930	NA	intron (AC005264.2, intron 3 of 3)	NA	6248	GNA15								
MV411_4_321_R1_peak_6868	chr8	120827460	120827955	+	1915	NA	Intergenic	NA	-14651	SNTB1								
MV411_4_321_R1_peak_6111	chr7	2863655	2864128	+	1913	NA	intron (LOC102723871, intron 1 of 1)	NA	2686	LOC102723871								
MV411_4_321_R1_peak_2956	chr18	46672316	46672756	+	1898	NA	Intergenic	NA	84538	ST8SIA5								
MV411_4_321_R1_peak_900	chr10	88792603	88793112	+	1882	NA	Intergenic	NA	-9873	LIPM								
MV411_4_321_R1_peak_4166	chr20	57503063	57503629	+	1878	NA	intron (CTCFL, intron 10 of 10)	NA	21521	CTCFL								
