PeakID (cmd=annotatePeaks.pl MV411_2_768_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_768_R1_peak_32042	chrX	1289062	1290981	+	4366	NA	intron (CSF2RA, intron 7 of 13)	NA	-3906	MIR3690								
MV411_2_768_R1_peak_5561	chr11	85316687	85317526	+	4090	NA	intron (DLG2, intron 3 of 27)	NA	-311467	TMEM126B								
MV411_2_768_R1_peak_2325	chr1	192805749	192806553	+	3996	NA	Intergenic	NA	-2888	RGS2								
MV411_2_768_R1_peak_18301	chr20	11459328	11460073	+	3479	NA	Intergenic	NA	-186317	LOC339593								
MV411_2_768_R1_peak_30422	chr8	125429127	125431094	+	3451	NA	promoter-TSS (TRIB1)	NA	-3007	TRIB1								
MV411_2_768_R1_peak_9382	chr15	47961473	47962287	+	3268	NA	intron (LOC102724553, intron 2 of 2)	NA	27811	LOC102724553								
MV411_2_768_R1_peak_15436	chr19	54673853	54674614	+	3161	NA	Intergenic	NA	2758	LOC102724290								
MV411_2_768_R1_peak_30291	chr8	119654907	119655702	+	2893	NA	intron (ENPP2, intron 1 of 26)	NA	-16460	ENPP2								
MV411_2_768_R1_peak_8914	chr14	92400445	92401292	+	2837	NA	intron (SLC24A4, intron 2 of 16)	NA	-7517	SLC24A4								
MV411_2_768_R1_peak_29607	chr8	55930271	55931021	+	2836	NA	intron (LYN, intron 1 of 12)	NA	50819	LYN								
MV411_2_768_R1_peak_17284	chr2	169071889	169072893	+	2668	NA	promoter-TSS (DHRS9)	NA	-184	DHRS9								
MV411_2_768_R1_peak_13565	chr18	62714779	62715684	+	2591	NA	promoter-TSS (PHLPP1)	NA	-208	PHLPP1								
MV411_2_768_R1_peak_24252	chr5	94793143	94794001	+	2566	NA	intron (MCTP1, intron 18 of 22)	NA	92487	LOC101929687								
MV411_2_768_R1_peak_28653	chr7	140252586	140253503	+	2537	NA	Intergenic	NA	75783	JHDM1D-AS1								
MV411_2_768_R1_peak_30178	chr8	107632103	107633004	+	2531	NA	Intergenic	NA	-134527	ANGPT1								
MV411_2_768_R1_peak_7048	chr12	92144726	92146506	+	2424	NA	exon (BTG1, exon 1 of 2)	NA	281	BTG1								
MV411_2_768_R1_peak_7741	chr13	28137912	28140521	+	2418	NA	promoter-TSS (PAN3-AS1)	NA	-42	PAN3-AS1								
MV411_2_768_R1_peak_24307	chr5	100706526	100707289	+	2408	NA	Intergenic	NA	109612	MIR548P								
MV411_2_768_R1_peak_11270	chr16	87387995	87388983	+	2383	NA	intron (FBXO31, intron 2 of 9)	NA	3618	FBXO31								
MV411_2_768_R1_peak_26359	chr6	83434258	83435008	+	2320	NA	Intergenic	NA	-3414	ME1								
MV411_2_768_R1_peak_15738	chr2	20424589	20425359	+	2304	NA	Intergenic	NA	-22100	RHOB								
MV411_2_768_R1_peak_7786	chr13	30662335	30663023	+	2303	NA	Intergenic	NA	11358	TRNAN7								
MV411_2_768_R1_peak_29322	chr8	33512802	33514870	+	2235	NA	promoter-TSS (TTI2)	NA	361	SNORD13								
MV411_2_768_R1_peak_15649	chr2	10863650	10864415	+	2201	NA	Intergenic	NA	-14218	LOC101929733								
MV411_2_768_R1_peak_26155	chr6	45681710	45682561	+	2174	NA	Intergenic	NA	-304084	SUPT3H								
MV411_2_768_R1_peak_29743	chr8	66488254	66489156	+	2151	NA	Intergenic	NA	-4551	C8orf46								
MV411_2_768_R1_peak_10329	chr16	4616034	4616810	+	2129	NA	Intergenic	NA	-1496	UBALD1								
MV411_2_768_R1_peak_25848	chr6	31664651	31665532	+	2114	NA	promoter-TSS (CSNK2B)	NA	311	GPANK1								
MV411_2_768_R1_peak_11350	chr16	90031689	90032903	+	2070	NA	intron (GAS8, intron 3 of 10)	NA	-2395	C16orf3								
MV411_2_768_R1_peak_29676	chr8	60911377	60912813	+	2042	NA	Intergenic	NA	11922	LOC101929576								
MV411_2_768_R1_peak_24449	chr5	120138814	120139619	+	2016	NA	Intergenic	NA	-325108	PRR16								
MV411_2_768_R1_peak_15401	chr19	54189394	54191538	+	1982	NA	promoter-TSS (TSEN34)	NA	198	TSEN34								
MV411_2_768_R1_peak_22826	chr4	88275256	88276022	+	1961	NA	exon (PPM1K, exon 4 of 4)	NA	8980	PPM1K								
MV411_2_768_R1_peak_28518	chr7	128236834	128237570	+	1957	NA	Intergenic	NA	-3987	LEP								
MV411_2_768_R1_peak_14061	chr19	6065559	6066391	+	1951	NA	intron (RFX2, intron 1 of 17)	NA	-1978	LOC101928872								
