PeakID (cmd=annotatePeaks.pl MV411_9_716_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_9_716_R1_peak_292	chr16	46387786	46388003	+	1247	NA	Intergenic	NA	181203	ANKRD26P1								
MV411_9_716_R1_peak_63	chr1	125180137	125180243	+	1088	NA	Intergenic	NA	3661078	EMBP1								
MV411_9_716_R1_peak_286	chr16	34592670	34592964	+	911	NA	Intergenic	NA	160825	LOC102724523								
MV411_9_716_R1_peak_470	chr22	18892455	18892556	+	819	NA	Intergenic	NA	-13718	DGCR6								
MV411_9_716_R1_peak_764	chrUn_KI270438v1	103929	104379	+	764	NA	NA	NA	NA	NA								
MV411_9_716_R1_peak_279	chr16	34582767	34583178	+	729	NA	Intergenic	NA	150980	LOC102724523								
MV411_9_716_R1_peak_217	chr13	18212067	18212184	+	718	NA	intron (FAM230C, intron 1 of 7)	NA	16828	FAM230C								
MV411_9_716_R1_peak_754	chrUn_GL000216v2	158646	158755	+	691	NA	NA	NA	NA	NA								
MV411_9_716_R1_peak_86	chr1	143264626	143264745	+	661	NA	Intergenic	NA	41674	LOC101929814								
MV411_9_716_R1_peak_256	chr14_GL000225v1_random	131688	131800	+	637	NA	Intergenic	NA	95455	LOC100287823								
MV411_9_716_R1_peak_298	chr16	46399239	46399583	+	616	NA	Intergenic	NA	169686	ANKRD26P1								
MV411_9_716_R1_peak_767	chrUn_KI270438v1	109186	109878	+	595	NA	NA	NA	NA	NA								
MV411_9_716_R1_peak_657	chr7	62454711	62454819	+	566	NA	Intergenic	NA	849291	ZNF733P								
MV411_9_716_R1_peak_277	chr16	34581234	34581802	+	564	NA	Intergenic	NA	149526	LOC102724523								
MV411_9_716_R1_peak_304	chr16	46401371	46401631	+	558	NA	Intergenic	NA	167596	ANKRD26P1								
MV411_9_716_R1_peak_302	chr16	46400594	46400713	+	554	NA	Intergenic	NA	168444	ANKRD26P1								
MV411_9_716_R1_peak_303	chr16	46400996	46401132	+	514	NA	Intergenic	NA	168033	ANKRD26P1								
MV411_9_716_R1_peak_300	chr16	46400068	46400195	+	508	NA	Intergenic	NA	168966	ANKRD26P1								
MV411_9_716_R1_peak_294	chr16	46389617	46390082	+	505	NA	Intergenic	NA	179248	ANKRD26P1								
MV411_9_716_R1_peak_796	chrY	11747659	11747755	+	502	NA	Intergenic	NA	673883	GYG2P1								
MV411_9_716_R1_peak_323	chr17	24421430	24421521	+	480	NA	Intergenic	NA	-1898289	LOC102723754								
MV411_9_716_R1_peak_291	chr16	46387232	46387348	+	470	NA	Intergenic	NA	181807	ANKRD26P1								
MV411_9_716_R1_peak_765	chrUn_KI270438v1	104539	104962	+	469	NA	NA	NA	NA	NA								
MV411_9_716_R1_peak_285	chr16	34589467	34589569	+	462	NA	Intergenic	NA	157526	LOC102724523								
MV411_9_716_R1_peak_403	chr2	32916196	32916327	+	442	NA	intron (LINC00486, intron 5 of 5)	NA	-10866	AL121656.5								
MV411_9_716_R1_peak_293	chr16	46388598	46389063	+	421	NA	Intergenic	NA	180267	ANKRD26P1								
MV411_9_716_R1_peak_755	chrUn_GL000216v2	167834	167934	+	421	NA	NA	NA	NA	NA								
