PeakID (cmd=annotatePeaks.pl MV411_1_430_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_430_R1_peak_1257	chr16	89994731	89996199	+	682	NA	exon (AFG3L1P, exon 10 of 10)	NA	-22633	CENPBD1								
MV411_1_430_R1_peak_451	chr10	89086712	89087474	+	672	NA	Intergenic	NA	-23691	MIR4679-2								
MV411_1_430_R1_peak_573	chr11	44569181	44569469	+	560	NA	intron (CD82, intron 1 of 9)	NA	3734	CD82								
MV411_1_430_R1_peak_2319	chr22	35376825	35377275	+	546	NA	Intergenic	NA	-4017	HMOX1								
MV411_1_430_R1_peak_2159	chr20	20076278	20076641	+	540	NA	intron (C20orf26, intron 5 of 12)	NA	-20413	CRNKL1								
MV411_1_430_R1_peak_3209	chr8	2021522	2022026	+	536	NA	Intergenic	NA	-23304	MYOM2								
MV411_1_430_R1_peak_1145	chr16	4272807	4273299	+	532	NA	promoter-TSS (TFAP4)	NA	-53	TFAP4								
MV411_1_430_R1_peak_375	chr1	236097102	236097480	+	508	NA	Intergenic	NA	-32110	NID1								
MV411_1_430_R1_peak_3422	chr8	125512927	125513428	+	506	NA	Intergenic	NA	80968	TRIB1								
MV411_1_430_R1_peak_1901	chr2	10497803	10498214	+	502	NA	Intergenic	NA	45564	LOC102723993								
MV411_1_430_R1_peak_2213	chr20	50980185	50980614	+	497	NA	Intergenic	NA	21585	MOCS3								
MV411_1_430_R1_peak_231	chr1	154431605	154431906	+	494	NA	intron (IL6R, intron 3 of 8)	NA	-24932	LOC101928101								
MV411_1_430_R1_peak_1725	chr19	31214133	31214489	+	492	NA	intron (LOC101927254, intron 1 of 3)	NA	13736	LOC101927254								
MV411_1_430_R1_peak_3524	chr9	89388285	89388539	+	483	NA	intron (SEMA4D, intron 13 of 20)	NA	69939	SECISBP2								
MV411_1_430_R1_peak_1699	chr19	17305377	17305812	+	465	NA	promoter-TSS (MRPL34)	NA	-74	MRPL34								
MV411_1_430_R1_peak_3344	chr8	89983984	89984525	+	452	NA	intron (NBN, intron 1 of 15)	NA	444	NBN								
MV411_1_430_R1_peak_1307	chr17	14738079	14738629	+	443	NA	Intergenic	NA	-276451	LOC101928475								
MV411_1_430_R1_peak_1773	chr19	44753341	44753635	+	442	NA	intron (BCL3, intron 2 of 8)	NA	-5169	MIR8085								
MV411_1_430_R1_peak_2296	chr22	24434626	24434979	+	441	NA	intron (ADORA2A, intron 2 of 2)	NA	2683	ADORA2A								
MV411_1_430_R1_peak_3373	chr8	102806459	102807136	+	436	NA	Intergenic	NA	57372	AZIN1								
MV411_1_430_R1_peak_428	chr10	71860522	71860897	+	432	NA	Intergenic	NA	-9384	PSAP								
MV411_1_430_R1_peak_3192	chr7	155166717	155167032	+	426	NA	Intergenic	NA	-95317	HTR5A-AS1								
MV411_1_430_R1_peak_3477	chr8	143948431	143948860	+	425	NA	intron (PLEC, intron 2 of 32)	NA	-3416	MIR661								
MV411_1_430_R1_peak_1735	chr19	35909262	35909668	+	415	NA	promoter-TSS (TYROBP)	NA	-1156	TYROBP								
MV411_1_430_R1_peak_1782	chr19	45455712	45456454	+	414	NA	intron (ERCC1, intron 1 of 8)	NA	-11913	FOSB								
