PeakID (cmd=annotatePeaks.pl MV411_2_427_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_427_R1_peak_968	chr12	122752563	122753030	+	3492	NA	promoter-TSS (DENR)	NA	-28	DENR								
MV411_2_427_R1_peak_2912	chr3	49093884	49094417	+	2958	NA	promoter-TSS (QRICH1)	NA	-79	QRICH1								
MV411_2_427_R1_peak_1144	chr14	101947894	101948563	+	2778	NA	Intergenic	NA	-16300	DYNC1H1								
MV411_2_427_R1_peak_1621	chr17	39461132	39461624	+	2710	NA	promoter-TSS (CDK12)	NA	-108	CDK12								
MV411_2_427_R1_peak_4200	chr9	95875324	95875956	+	2203	NA	promoter-TSS (ERCC6L2)	NA	22	ERCC6L2								
MV411_2_427_R1_peak_2170	chr19	49495922	49496426	+	2054	NA	promoter-TSS (RPS11)	NA	-191	RPS11								
MV411_2_427_R1_peak_2639	chr20	35742103	35742746	+	1783	NA	promoter-TSS (RBM39)	NA	-88	RBM39								
MV411_2_427_R1_peak_241	chr1	153945892	153946532	+	1548	NA	promoter-TSS (DENND4B)	NA	474	DENND4B								
MV411_2_427_R1_peak_1887	chr19	4123969	4124376	+	1497	NA	promoter-TSS (MAP2K2)	NA	17	MAP2K2								
MV411_2_427_R1_peak_1967	chr19	13104061	13104690	+	1420	NA	TTS (TRMT1)	NA	-1230	LYL1								
MV411_2_427_R1_peak_3049	chr3	194583754	194584082	+	1399	NA	promoter-TSS (TMEM44-AS1)	NA	-350	TMEM44-AS1								
MV411_2_427_R1_peak_1658	chr17	54968523	54968866	+	1349	NA	promoter-TSS (COX11)	NA	86	COX11								
MV411_2_427_R1_peak_2420	chr2	127064858	127065186	+	1304	NA	intron (BIN1, intron 6 of 15)	NA	42245	BIN1								
MV411_2_427_R1_peak_860	chr12	48957319	48957768	+	1296	NA	promoter-TSS (ARF3)	NA	-338	ARF3								
MV411_2_427_R1_peak_608	chr11	13463101	13463511	+	1275	NA	promoter-TSS (BTBD10)	NA	-23032	BTBD10								
MV411_2_427_R1_peak_999	chr13	21176450	21176773	+	1273	NA	promoter-TSS (SKA3)	NA	-63	SKA3								
MV411_2_427_R1_peak_4239	chr9	120842791	120843311	+	1206	NA	promoter-TSS (PSMD5)	NA	9	PSMD5-AS1								
MV411_2_427_R1_peak_1501	chr16	90022469	90022744	+	1189	NA	promoter-TSS (GAS8)	NA	-45	GAS8								
MV411_2_427_R1_peak_1852	chr19	947661	948081	+	1189	NA	intron (ARID3A, intron 3 of 8)	NA	19188	ARID3A								
MV411_2_427_R1_peak_1153	chr15	23039492	23039828	+	1167	NA	promoter-TSS (TUBGCP5)	NA	-83	TUBGCP5								
MV411_2_427_R1_peak_1522	chr17	4263859	4264156	+	1102	NA	promoter-TSS (ANKFY1)	NA	-160	ANKFY1								
MV411_2_427_R1_peak_4143	chr9	6412824	6413327	+	1094	NA	promoter-TSS (UHRF2)	NA	-152	UHRF2								
MV411_2_427_R1_peak_1525	chr17	4939974	4940468	+	1084	NA	promoter-TSS (SLC25A11)	NA	-54	SLC25A11								
MV411_2_427_R1_peak_2448	chr2	159712204	159712637	+	1040	NA	promoter-TSS (MARCH7)	NA	19	LOC102723926								
MV411_2_427_R1_peak_1424	chr16	59067277	59067693	+	1040	NA	Intergenic	NA	-333128	GOT2								
MV411_2_427_R1_peak_1889	chr19	4402362	4402751	+	1031	NA	promoter-TSS (CHAF1A)	NA	-107	CHAF1A								
MV411_2_427_R1_peak_3079	chr4	15681444	15681825	+	985	NA	promoter-TSS (FAM200B)	NA	-18	LOC102723602								
MV411_2_427_R1_peak_3737	chr7	76047864	76048265	+	983	NA	promoter-TSS (MDH2)	NA	45	MDH2								
MV411_2_427_R1_peak_1487	chr16	87951160	87951732	+	966	NA	promoter-TSS (BANP)	NA	-407	BANP								
MV411_2_427_R1_peak_2614	chr20	20317105	20317646	+	948	NA	intron (C20orf26, intron 19 of 20)	NA	-50746	INSM1								
MV411_2_427_R1_peak_2745	chr21	38985652	38986011	+	932	NA	Intergenic	NA	-8057	AF064858.7								
MV411_2_427_R1_peak_166	chr1	77682424	77682881	+	919	NA	promoter-TSS (ZZZ3)	NA	758	ZZZ3								
MV411_2_427_R1_peak_3473	chr6	30682473	30683009	+	915	NA	intron (PPP1R18, intron 2 of 3)	NA	4575	PPP1R18								
MV411_2_427_R1_peak_125	chr1	45521631	45522067	+	886	NA	promoter-TSS (PRDX1)	NA	89	PRDX1								
MV411_2_427_R1_peak_2332	chr2	55617556	55618004	+	872	NA	promoter-TSS (SMEK2)	NA	-55	SMEK2								
MV411_2_427_R1_peak_4123	chr8	143829152	143829613	+	821	NA	promoter-TSS (PUF60)	NA	4	PUF60								
MV411_2_427_R1_peak_2101	chr19	41860012	41860366	+	821	NA	exon (RPS19, exon 1 of 6)	NA	271	RPS19								
MV411_2_427_R1_peak_1226	chr15	66356488	66356885	+	809	NA	promoter-TSS (TIPIN)	NA	16	TIPIN								
MV411_2_427_R1_peak_3792	chr7	130205348	130205633	+	806	NA	promoter-TSS (TMEM209)	NA	8	TMEM209								
MV411_2_427_R1_peak_1265	chr15	77004216	77004560	+	801	NA	intron (PSTPIP1, intron 1 of 10)	NA	9264	PSTPIP1								
MV411_2_427_R1_peak_3071	chr4	6938241	6938666	+	789	NA	intron (TBC1D14, intron 2 of 13)	NA	28685	TBC1D14								
MV411_2_427_R1_peak_4145	chr9	6681561	6681847	+	787	NA	Intergenic	NA	-36012	GLDC								
MV411_2_427_R1_peak_3556	chr6	92688394	92688720	+	750	NA	Intergenic	NA	-43752	LOC102724665								
MV411_2_427_R1_peak_380	chr1	230509497	230509933	+	748	NA	Intergenic	NA	-83787	PGBD5								
MV411_2_427_R1_peak_3081	chr4	17810688	17811132	+	748	NA	promoter-TSS (NCAPG)	NA	-19	NCAPG								
MV411_2_427_R1_peak_52	chr1	17635843	17636195	+	747	NA	intron (ARHGEF10L, intron 16 of 19)	NA	96148	ARHGEF10L								
MV411_2_427_R1_peak_1619	chr17	39167514	39167848	+	745	NA	Intergenic	NA	-1520	ARL5C								
MV411_2_427_R1_peak_1418	chr16	57447262	57447541	+	743	NA	promoter-TSS (CIAPIN1)	NA	-24	COQ9								
MV411_2_427_R1_peak_3413	chr6	13526739	13527021	+	733	NA	Intergenic	NA	-40697	GFOD1								
MV411_2_427_R1_peak_575	chr10	133373245	133373631	+	732	NA	promoter-TSS (ECHS1)	NA	-34	ECHS1								
MV411_2_427_R1_peak_1268	chr15	78437937	78438378	+	732	NA	promoter-TSS (IREB2)	NA	-19	IREB2								
MV411_2_427_R1_peak_2415	chr2	119759588	119759892	+	730	NA	promoter-TSS (LOC101927764)	NA	-51	LOC101927764								
MV411_2_427_R1_peak_4324	chrX	2707415	2707817	+	730	NA	intron (CD99, intron 1 of 9)	NA	16413	CD99								
MV411_2_427_R1_peak_185	chr1	93816881	93817280	+	726	NA	intron (BCAR3, intron 2 of 13)	NA	-29752	MIR760								
MV411_2_427_R1_peak_1709	chr17	74779971	74780435	+	721	NA	intron (TMEM104, intron 2 of 9)	NA	3694	TMEM104								
MV411_2_427_R1_peak_3500	chr6	36027476	36027886	+	710	NA	promoter-TSS (MAPK14)	NA	4	MAPK14								
MV411_2_427_R1_peak_3065	chr4	2963286	2963599	+	705	NA	promoter-TSS (GRK4)	NA	-63	GRK4								
MV411_2_427_R1_peak_3524	chr6	44387371	44387758	+	694	NA	promoter-TSS (CDC5L)	NA	50	CDC5L								
MV411_2_427_R1_peak_3666	chr7	20219779	20220304	+	694	NA	intron (LOC100506098, intron 4 of 4)	NA	2572	LOC100506098								
MV411_2_427_R1_peak_4255	chr9	127451125	127451674	+	690	NA	promoter-TSS (LRSAM1)	NA	33	RPL12								
MV411_2_427_R1_peak_2237	chr2	677244	677629	+	684	NA	promoter-TSS (TMEM18)	NA	3	TMEM18								
MV411_2_427_R1_peak_3171	chr4	139419457	139419798	+	679	NA	Intergenic	NA	-34180	RAB33B								
MV411_2_427_R1_peak_2736	chr21	34908416	34908756	+	676	NA	intron (RUNX1, intron 2 of 8)	NA	-19896	RUNX1								
MV411_2_427_R1_peak_1184	chr15	44288356	44288751	+	671	NA	promoter-TSS (CASC4)	NA	-63	CASC4								
MV411_2_427_R1_peak_1147	chr14	103333822	103334172	+	660	NA	promoter-TSS (EIF5)	NA	-5	EIF5								
MV411_2_427_R1_peak_3498	chr6	35468202	35468501	+	645	NA	promoter-TSS (RPL10A)	NA	-50	RPL10A								
MV411_2_427_R1_peak_463	chr10	68331821	68332205	+	645	NA	promoter-TSS (HNRNPH3)	NA	-51	HNRNPH3								
MV411_2_427_R1_peak_2633	chr20	32357968	32358256	+	639	NA	promoter-TSS (ASXL1)	NA	70	LOC100996873								
MV411_2_427_R1_peak_1253	chr15	74995292	74995582	+	629	NA	promoter-TSS (SCAMP5)	NA	-98	SCAMP5								
MV411_2_427_R1_peak_649	chr11	58578633	58579038	+	627	NA	promoter-TSS (ZFP91)	NA	-279	ZFP91								
MV411_2_427_R1_peak_3802	chr7	139359530	139359963	+	617	NA	promoter-TSS (LUC7L2)	NA	-100	LUC7L2								
