PeakID (cmd=annotatePeaks.pl MV411_2_772_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_772_R1_peak_199	chr2	60460259	60461185	+	3443	NA	exon (BCL11A, exon 4 of 5)	NA	-58605	LOC102724142								
MV411_2_772_R1_peak_226	chr21	10273318	10273488	+	1400	NA	Intergenic	NA	-140129	BAGE2								
MV411_2_772_R1_peak_20	chr1	143264625	143264737	+	903	NA	Intergenic	NA	39655	LOC101929814								
MV411_2_772_R1_peak_122	chr16	34592586	34592788	+	829	NA	Intergenic	NA	160695	LOC102724523								
MV411_2_772_R1_peak_126	chr16	46387798	46387996	+	806	NA	Intergenic	NA	181200	ANKRD26P1								
MV411_2_772_R1_peak_15	chr1	125180143	125180237	+	760	NA	Intergenic	NA	3661078	EMBP1								
MV411_2_772_R1_peak_396	chrUn_GL000216v2	158648	158748	+	711	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_63	chr11	118477962	118478202	+	588	NA	exon (KMT2A, exon 5 of 36)	NA	39990	LOC101929115								
MV411_2_772_R1_peak_236	chr22	18892463	18892552	+	567	NA	Intergenic	NA	-13716	DGCR6								
MV411_2_772_R1_peak_125	chr16	46387239	46387346	+	546	NA	Intergenic	NA	181805	ANKRD26P1								
MV411_2_772_R1_peak_151	chr17	24421435	24421517	+	516	NA	Intergenic	NA	-1898290	LOC102723754								
MV411_2_772_R1_peak_62	chr11	118476794	118476998	+	496	NA	exon (KMT2A, exon 4 of 36)	NA	38804	LOC101929115								
MV411_2_772_R1_peak_61	chr11	118471659	118474320	+	490	NA	exon (KMT2A, exon 3 of 36)	NA	34897	LOC101929115								
MV411_2_772_R1_peak_308	chr6	63211560	63211805	+	445	NA	Intergenic	NA	108295	LGSN								
MV411_2_772_R1_peak_65	chr11	118481706	118482106	+	445	NA	promoter-TSS (KMT2A)	NA	43814	LOC101929115								
MV411_2_772_R1_peak_275	chr4	49710822	49710951	+	423	NA	Intergenic	NA	-221562	LOC101060532								
MV411_2_772_R1_peak_83	chr13	18212078	18212177	+	412	NA	intron (FAM230C, intron 1 of 7)	NA	16830	FAM230C								
MV411_2_772_R1_peak_419	chrUn_KI270467v1	1933	3536	+	411	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_59	chr11	118436483	118436944	+	410	NA	promoter-TSS (KMT2A)	NA	223	KMT2A								
MV411_2_772_R1_peak_394	chrUn_GL000216v2	146122	146221	+	407	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_119	chr16	34589474	34589565	+	404	NA	Intergenic	NA	157527	LOC102724523								
MV411_2_772_R1_peak_415	chrUn_KI270466v1	679	800	+	401	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_116	chr16	34582935	34583216	+	383	NA	Intergenic	NA	151083	LOC102724523								
MV411_2_772_R1_peak_155	chr17	26619986	26620077	+	374	NA	Intergenic	NA	673965	MIR4522								
MV411_2_772_R1_peak_152	chr17	25242933	25243015	+	361	NA	Intergenic	NA	2051022	MIR4522								
MV411_2_772_R1_peak_286	chr4	168155871	168155967	+	358	NA	intron (ANXA10, intron 4 of 12)	NA	74620	ANXA10								
MV411_2_772_R1_peak_66	chr11	118482418	118482496	+	346	NA	exon (KMT2A, exon 8 of 36)	NA	44365	LOC101929115								
MV411_2_772_R1_peak_225	chr21	10272734	10272871	+	346	NA	Intergenic	NA	-140730	BAGE2								
MV411_2_772_R1_peak_96	chr14_GL000225v1_random	131695	131789	+	344	NA	Intergenic	NA	95453	LOC100287823								
MV411_2_772_R1_peak_418	chrUn_KI270467v1	1710	1805	+	342	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_134	chr16	46399088	46399570	+	338	NA	Intergenic	NA	169768	ANKRD26P1								
MV411_2_772_R1_peak_404	chrUn_KI270438v1	103644	103836	+	328	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_429	chrY	11747665	11747745	+	325	NA	Intergenic	NA	673885	GYG2P1								
MV411_2_772_R1_peak_130	chr16	46391003	46391086	+	323	NA	Intergenic	NA	178053	ANKRD26P1								
MV411_2_772_R1_peak_132	chr16	46393394	46393573	+	322	NA	Intergenic	NA	175614	ANKRD26P1								
MV411_2_772_R1_peak_60	chr11	118468760	118468847	+	312	NA	exon (KMT2A, exon 2 of 36)	NA	30711	LOC101929115								
MV411_2_772_R1_peak_95	chr14_GL000225v1_random	85634	85722	+	312	NA	Intergenic	NA	49389	LOC100287823								
MV411_2_772_R1_peak_217	chr20	31106767	31106868	+	308	NA	Intergenic	NA	-150847	DEFB115								
MV411_2_772_R1_peak_358	chr9	20346443	20346573	+	308	NA	exon (MLLT3, exon 11 of 11)	NA	64730	MIR4473								
MV411_2_772_R1_peak_324	chr7	62454733	62454813	+	298	NA	Intergenic	NA	849283	ZNF733P								
MV411_2_772_R1_peak_237	chr22	32146089	32146182	+	292	NA	Intergenic	NA	13388	C22orf42								
MV411_2_772_R1_peak_397	chrUn_GL000216v2	167843	167930	+	289	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_81	chr13	17752022	17752098	+	282	NA	Intergenic	NA	-443237	FAM230C								
MV411_2_772_R1_peak_135	chr16	46400082	46400184	+	279	NA	Intergenic	NA	168964	ANKRD26P1								
MV411_2_772_R1_peak_293	chr5	49659830	49659919	+	279	NA	Intergenic	NA	781526	EMB								
MV411_2_772_R1_peak_67	chr11	118484182	118484290	+	260	NA	exon (KMT2A, exon 9 of 36)	NA	-43259	TTC36								
MV411_2_772_R1_peak_166	chr18	110370	110462	+	259	NA	intron (ROCK1P1, intron 1 of 4)	NA	1351	ROCK1P1								
MV411_2_772_R1_peak_64	chr11	118480163	118480243	+	259	NA	exon (KMT2A, exon 6 of 36)	NA	42111	LOC101929115								
MV411_2_772_R1_peak_407	chrUn_KI270438v1	104822	104950	+	251	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_113	chr16	34581417	34581509	+	248	NA	Intergenic	NA	149471	LOC102724523								
MV411_2_772_R1_peak_430	chrY	56685544	56685621	+	244	NA	Intergenic	NA	-268727	SPRY3-2								
MV411_2_772_R1_peak_423	chrX	39097899	39097999	+	244	NA	Intergenic	NA	229413	RP11-265P11.2								
MV411_2_772_R1_peak_359	chr9	20353525	20353612	+	244	NA	exon (MLLT3, exon 10 of 11)	NA	57670	MIR4473								
MV411_2_772_R1_peak_360	chr9	20354801	20354885	+	243	NA	exon (MLLT3, exon 9 of 11)	NA	56395	MIR4473								
MV411_2_772_R1_peak_294	chr5	88722222	88722991	+	243	NA	exon (MEF2C, exon 10 of 10)	NA	-49278	LINC00461								
MV411_2_772_R1_peak_124	chr16	46386886	46387079	+	241	NA	Intergenic	NA	182115	ANKRD26P1								
MV411_2_772_R1_peak_405	chrUn_KI270438v1	104055	104367	+	236	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_112	chr16	34575992	34576067	+	235	NA	Intergenic	NA	144037	LOC102724523								
MV411_2_772_R1_peak_416	chrUn_KI270466v1	903	1184	+	232	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_197	chr2	32916528	32916627	+	231	NA	intron (LINC00486, intron 5 of 5)	NA	-10550	AL121656.5								
MV411_2_772_R1_peak_411	chrUn_KI270438v1	109759	109863	+	228	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_414	chrUn_KI270466v1	361	569	+	220	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_137	chr16	46400616	46400698	+	216	NA	Intergenic	NA	168440	ANKRD26P1								
MV411_2_772_R1_peak_367	chrM	1255	1907	+	213	NA	promoter-TSS (TRNV)	NA	-21	TRNV								
MV411_2_772_R1_peak_92	chr14_GL000225v1_random	68170	68239	+	210	NA	Intergenic	NA	31915	LOC100287823								
MV411_2_772_R1_peak_420	chrUn_KI270467v1	3735	3848	+	207	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_323	chr7	62347499	62347569	+	200	NA	Intergenic	NA	956522	ZNF733P								
MV411_2_772_R1_peak_128	chr16	46388913	46389054	+	198	NA	Intergenic	NA	180114	ANKRD26P1								
MV411_2_772_R1_peak_11	chr1	123531574	123531652	+	196	NA	Intergenic	NA	2012501	EMBP1								
MV411_2_772_R1_peak_154	chr17	26603868	26603952	+	193	NA	Intergenic	NA	690086	MIR4522								
MV411_2_772_R1_peak_136	chr16	46400399	46400499	+	192	NA	Intergenic	NA	168648	ANKRD26P1								
MV411_2_772_R1_peak_193	chr1_KI270709v1_random	7504	7586	+	190	NA	NA	NA	NA	NA								
MV411_2_772_R1_peak_227	chr21	10324896	10325000	+	187	NA	Intergenic	NA	-88584	BAGE2								
