PeakID (cmd=annotatePeaks.pl MV411_3_575_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_3_575_R1_peak_1074	chr5	1889110	1889395	+	1752	NA	intron (CTD-2194D22.4, intron 2 of 3)	NA	1921	CTD-2194D22.4								
MV411_3_575_R1_peak_837	chr2	207166433	207166795	+	560	NA	promoter-TSS (KLF7)	NA	212	MIR7845								
MV411_3_575_R1_peak_489	chr16	89994751	89996164	+	521	NA	exon (AFG3L1P, exon 11 of 11)	NA	14664	DBNDD1								
MV411_3_575_R1_peak_1429	chrUn_KI270467v1	1941	3547	+	425	NA	NA	NA	NA	NA								
MV411_3_575_R1_peak_690	chr19	33373590	33374259	+	357	NA	promoter-TSS (CEBPG)	NA	255	CEBPG								
MV411_3_575_R1_peak_1267	chr7	155166782	155167010	+	335	NA	Intergenic	NA	-95339	HTR5A-AS1								
MV411_3_575_R1_peak_1069	chr5	373938	374517	+	320	NA	intron (AHRR, intron 3 of 10)	NA	68916	C5orf55								
MV411_3_575_R1_peak_822	chr2	177264044	177264675	+	292	NA	promoter-TSS (NFE2L2)	NA	772	NFE2L2								
MV411_3_575_R1_peak_1068	chr5	373155	373859	+	278	NA	intron (AHRR, intron 3 of 10)	NA	69331	AHRR								
MV411_3_575_R1_peak_350	chr13	29595177	29595597	+	274	NA	intron (LOC102724249, intron 3 of 3)	NA	301	SLC7A1								
MV411_3_575_R1_peak_771	chr2	10497902	10498141	+	269	NA	Intergenic	NA	45577	LOC102723993								
MV411_3_575_R1_peak_714	chr19	44753353	44753651	+	267	NA	intron (BCL3, intron 5 of 11)	NA	-5155	MIR8085								
MV411_3_575_R1_peak_672	chr19	15332029	15332526	+	267	NA	Intergenic	NA	28862	LOC101928874								
MV411_3_575_R1_peak_502	chr17	14738347	14738578	+	267	NA	Intergenic	NA	-276343	LOC101928475								
MV411_3_575_R1_peak_665	chr19	13846661	13847794	+	264	NA	Intergenic	NA	-10568	MIR23A								
MV411_3_575_R1_peak_861	chr20	20076325	20076638	+	264	NA	intron (C20orf26, intron 6 of 25)	NA	-20435	CRNKL1								
MV411_3_575_R1_peak_927	chr22	35376942	35377264	+	261	NA	Intergenic	NA	-3964	HMOX1								
MV411_3_575_R1_peak_1427	chrUn_KI270466v1	664	1192	+	258	NA	NA	NA	NA	NA								
MV411_3_575_R1_peak_439	chr16	4272899	4273223	+	257	NA	promoter-TSS (TFAP4)	NA	-61	TFAP4								
MV411_3_575_R1_peak_1275	chr8	2021565	2021949	+	249	NA	Intergenic	NA	-23321	MYOM2								
MV411_3_575_R1_peak_620	chr19	1407768	1408432	+	240	NA	intron (DAZAP1, intron 1 of 12)	NA	457	DAZAP1								
MV411_3_575_R1_peak_855	chr20	381105	381705	+	237	NA	exon (TRIB3, exon 1 of 4)	NA	105	TRIB3								
MV411_3_575_R1_peak_208	chr11	2898822	2899064	+	237	NA	promoter-TSS (SLC22A18)	NA	5002	SLC22A18AS								
MV411_3_575_R1_peak_967	chr3	49411525	49411870	+	237	NA	promoter-TSS (TCTA)	NA	396	RHOA								
MV411_3_575_R1_peak_1406	chrM	3038	4130	+	237	NA	promoter-TSS (TRNM)	NA	354	TRNL1								
MV411_3_575_R1_peak_141	chr1	236097051	236097469	+	235	NA	Intergenic	NA	-32079	NID1								
MV411_3_575_R1_peak_1110	chr5	134225683	134226039	+	231	NA	promoter-TSS (MIR3661)	NA	104	MIR3661								
MV411_3_575_R1_peak_116	chr1	212558887	212559268	+	224	NA	Intergenic	NA	13387	RP11-61J19.3								
MV411_3_575_R1_peak_1441	chrX	107716051	107716960	+	224	NA	promoter-TSS (TSC22D3)	NA	60569	TSC22D3								
MV411_3_575_R1_peak_700	chr19	38849604	38849922	+	223	NA	exon (HNRNPL, exon 1 of 10)	NA	570	HNRNPL								
MV411_3_575_R1_peak_1260	chr7	140062782	140063123	+	217	NA	exon (PARP12, exon 1 of 7)	NA	1334	PARP12								
MV411_3_575_R1_peak_285	chr12	25385749	25386158	+	216	NA	Intergenic	NA	-135030	KRAS								
MV411_3_575_R1_peak_611	chr19	797410	797757	+	215	NA	promoter-TSS (PTBP1)	NA	-475	PTBP1								
MV411_3_575_R1_peak_1414	chrM	9714	16569	+	213	NA	TTS (TRNH)	NA	875	TRNL2								
MV411_3_575_R1_peak_919	chr22	28800060	28800495	+	211	NA	intron (XBP1, intron 1 of 4)	NA	295	XBP1								
MV411_3_575_R1_peak_180	chr10	89086758	89087148	+	211	NA	Intergenic	NA	-23542	MIR4679-2								
MV411_3_575_R1_peak_218	chr11	44569217	44569428	+	211	NA	intron (CD82, intron 1 of 9)	NA	3044	CD82								
MV411_3_575_R1_peak_688	chr19	31214171	31214405	+	211	NA	intron (LOC101927254, intron 1 of 3)	NA	-32965	LOC101927254								
MV411_3_575_R1_peak_728	chr19	47112698	47113162	+	207	NA	promoter-TSS (ZC3H4)	NA	-15975	ZC3H4								
MV411_3_575_R1_peak_1423	chrUn_KI270438v1	109339	109905	+	207	NA	NA	NA	NA	NA								
MV411_3_575_R1_peak_679	chr19	17305376	17305674	+	205	NA	promoter-TSS (MRPL34)	NA	-143	MRPL34								
MV411_3_575_R1_peak_866	chr20	35741763	35742220	+	201	NA	exon (RBM39, exon 1 of 18)	NA	311	RBM39								
MV411_3_575_R1_peak_607	chr18	79068917	79069338	+	198	NA	promoter-TSS (ATP9B)	NA	-267	ATP9B								
MV411_3_575_R1_peak_1220	chr7	44606332	44606600	+	198	NA	promoter-TSS (OGDH)	NA	-106	OGDH								
MV411_3_575_R1_peak_150	chr10	3785608	3785974	+	197	NA	promoter-TSS (KLF6)	NA	-510	KLF6								
MV411_3_575_R1_peak_719	chr19	45455792	45456070	+	195	NA	intron (ERCC1, intron 1 of 8)	NA	-12064	FOSB								
MV411_3_575_R1_peak_811	chr2	144516350	144517575	+	192	NA	intron (ZEB2, intron 2 of 2)	NA	706	ZEB2								
MV411_3_575_R1_peak_1070	chr5	399456	399965	+	191	NA	intron (AHRR, intron 4 of 10)	NA	43433	C5orf55								
MV411_3_575_R1_peak_1344	chr8	125512972	125513361	+	186	NA	Intergenic	NA	82845	TRIB1								
MV411_3_575_R1_peak_27	chr1	24727619	24727803	+	185	NA	Intergenic	NA	-17558	CLIC4								
MV411_3_575_R1_peak_886	chr20	50980276	50980525	+	183	NA	Intergenic	NA	21586	MOCS3								
MV411_3_575_R1_peak_995	chr3	156816420	156816813	+	183	NA	intron (LINC00886, intron 1 of 2)	NA	446	LINC00886								
MV411_3_575_R1_peak_1409	chrM	6189	6707	+	183	NA	promoter-TSS (TRNA)	NA	-557	TRNY								
MV411_3_575_R1_peak_1210	chr7	20219582	20220188	+	183	NA	intron (LOC100506098, intron 4 of 4)	NA	2426	LOC100506098								
MV411_3_575_R1_peak_1088	chr5	61408713	61408938	+	182	NA	intron (ZSWIM6, intron 1 of 13)	NA	76552	ZSWIM6								
MV411_3_575_R1_peak_166	chr10	63521453	63522108	+	181	NA	promoter-TSS (JMJD1C)	NA	427	REEP3								
MV411_3_575_R1_peak_588	chr18	38940886	38941540	+	181	NA	Intergenic	NA	-385852	LOC101927879								
MV411_3_575_R1_peak_303	chr12	64404496	64404929	+	181	NA	exon (XPOT, exon 1 of 25)	NA	339	XPOT								
MV411_3_575_R1_peak_431	chr15	89087873	89088139	+	173	NA	promoter-TSS (ABHD2)	NA	-416	ABHD2								
MV411_3_575_R1_peak_159	chr10	32346690	32347068	+	173	NA	promoter-TSS (LOC102031319)	NA	339	EPC1								
MV411_3_575_R1_peak_1221	chr7	44796725	44797152	+	173	NA	intron (PPIA, intron 1 of 4)	NA	296	PPIA								
MV411_3_575_R1_peak_1093	chr5	91280501	91280803	+	169	NA	exon (LOC729040, exon 1 of 1)	NA	1415	LOC729040								
MV411_3_575_R1_peak_44	chr1	35192297	35193074	+	169	NA	exon (SFPQ, exon 1 of 12)	NA	457	SFPQ								
MV411_3_575_R1_peak_469	chr16	50282020	50282268	+	168	NA	intron (ADCY7, intron 1 of 22)	NA	7985	ADCY7								
MV411_3_575_R1_peak_81	chr1	151311608	151311858	+	168	NA	intron (PI4KB, intron 2 of 11)	NA	15982	PI4KB								
MV411_3_575_R1_peak_726	chr19	47111546	47112192	+	168	NA	intron (ZC3H4, intron 1 of 14)	NA	-14914	ZC3H4								
MV411_3_575_R1_peak_1385	chr9	99819429	99819920	+	167	NA	intron (RP11-554F20.1, intron 1 of 6)	NA	215	RP11-554F20.1								
MV411_3_575_R1_peak_1212	chr7	30226066	30226335	+	167	NA	Intergenic	NA	-58107	ZNRF2								
MV411_3_575_R1_peak_1330	chr8	102806503	102807037	+	166	NA	Intergenic	NA	57399	AZIN1								
MV411_3_575_R1_peak_1407	chrM	4811	5094	+	165	NA	promoter-TSS (TRNQ)	NA	550	TRNM								
MV411_3_575_R1_peak_1206	chr7	5530207	5530637	+	165	NA	intron (ACTB, intron 1 of 5)	NA	-1151	ACTB								
MV411_3_575_R1_peak_899	chr21	34526925	34527159	+	162	NA	promoter-TSS (RCAN1)	NA	-1575	RCAN1								
MV411_3_575_R1_peak_125	chr1	228082764	228082956	+	160	NA	promoter-TSS (ARF1)	NA	200	ARF1								
MV411_3_575_R1_peak_732	chr19	47315381	47315594	+	158	NA	intron (C5AR1, intron 1 of 1)	NA	5640	C5AR1								
MV411_3_575_R1_peak_496	chr17	7572871	7573363	+	157	NA	intron (SENP3-EIF4A1, intron 12 of 21)	NA	411	EIF4A1								
MV411_3_575_R1_peak_460	chr16	46388578	46388871	+	157	NA	Intergenic	NA	180373	ANKRD26P1								
MV411_3_575_R1_peak_488	chr16	89489819	89490417	+	157	NA	intron (ANKRD11, intron 1 of 13)	NA	14958	LOC101927863								
MV411_3_575_R1_peak_142	chr1	243101632	243101917	+	156	NA	promoter-TSS (RP11-261C10.3)	NA	-30	RP11-261C10.3								
MV411_3_575_R1_peak_1252	chr7	127392393	127392621	+	156	NA	promoter-TSS (ZNF800)	NA	217	ZNF800								
MV411_3_575_R1_peak_974	chr3	71582263	71583408	+	155	NA	intron (FOXP1, intron 1 of 20)	NA	-40775	MIR1284								
MV411_3_575_R1_peak_676	chr19	16328353	16328672	+	154	NA	TTS (KLF2)	NA	3672	KLF2								
MV411_3_575_R1_peak_820	chr2	177212861	177213180	+	153	NA	TTS (MIR4444-1)	NA	252	MIR4444-1								
MV411_3_575_R1_peak_1403	chrM	1	1049	+	153	NA	promoter-TSS (TRNF)	NA	-52	TRNF								
MV411_3_575_R1_peak_1405	chrM	2044	2984	+	153	NA	promoter-TSS (TRNL1)	NA	-716	TRNL1								
MV411_3_575_R1_peak_179	chr10	89084449	89084689	+	153	NA	Intergenic	NA	-21158	MIR4679-2								
MV411_3_575_R1_peak_57	chr1	65812080	65812332	+	151	NA	intron (PDE4B, intron 1 of 16)	NA	234055	RP11-397C12.1								
MV411_3_575_R1_peak_367	chr14	68210877	68211104	+	150	NA	intron (RAD51B, intron 7 of 10)	NA	189389	LOC101927971								
MV411_3_575_R1_peak_1323	chr8	100721300	100721958	+	149	NA	exon (PABPC1, exon 1 of 15)	NA	853	PABPC1								
MV411_3_575_R1_peak_689	chr19	33373097	33373509	+	148	NA	promoter-TSS (CEBPG)	NA	-366	CEBPG								
MV411_3_575_R1_peak_1227	chr7	73557432	73557645	+	147	NA	promoter-TSS (BCL7B)	NA	81	BCL7B								
MV411_3_575_R1_peak_1336	chr8	115427655	115427986	+	145	NA	intron (TRPS1, intron 5 of 6)	NA	240474	TRPS1								
MV411_3_575_R1_peak_878	chr20	46111312	46111655	+	143	NA	Intergenic	NA	-6782	CD40								
MV411_3_575_R1_peak_591	chr18	58863622	58863874	+	143	NA	promoter-TSS (ZNF532)	NA	-1722	ZNF532								
MV411_3_575_R1_peak_1438	chrX	48574123	48574324	+	143	NA	promoter-TSS (RBM3)	NA	-130	RBM3								
MV411_3_575_R1_peak_642	chr19	5903435	5903655	+	142	NA	intron (NDUFA11, intron 1 of 4)	NA	468	NDUFA11								
MV411_3_575_R1_peak_1079	chr5	32585603	32585882	+	141	NA	intron (SUB1, intron 1 of 4)	NA	243	SUB1								
MV411_3_575_R1_peak_50	chr1	40691752	40692016	+	140	NA	promoter-TSS (NFYC)	NA	377	NFYC-AS1								
MV411_3_575_R1_peak_1255	chr7	130913421	130913636	+	140	NA	promoter-TSS (LOC100506860)	NA	64	LOC100506860								
MV411_3_575_R1_peak_1055	chr4	119454599	119454817	+	140	NA	promoter-TSS (LOC645513)	NA	-75	LOC645513								
MV411_3_575_R1_peak_147	chr10	135089	135405	+	140	NA	promoter-TSS (ZMYND11)	NA	763	ZMYND11								
MV411_3_575_R1_peak_1410	chrM	7142	7324	+	140	NA	promoter-TSS (TRND)	NA	281	TRNS1								
MV411_3_575_R1_peak_707	chr19	41264340	41264902	+	139	NA	promoter-TSS (HNRNPUL1)	NA	250	HNRNPUL1								
MV411_3_575_R1_peak_1446	chrX	150201097	150201282	+	139	NA	Intergenic	NA	-26815	MIR2114								
MV411_3_575_R1_peak_1176	chr6	67888830	67889133	+	137	NA	Intergenic	NA	-151942	LOC102723883								
MV411_3_575_R1_peak_327	chr12	121800701	121800955	+	137	NA	intron (LINC01089, intron 4 of 6)	NA	2656	LINC01089								
MV411_3_575_R1_peak_241	chr11	65780484	65780803	+	137	NA	promoter-TSS (AP5B1)	NA	-52	AP5B1								
MV411_3_575_R1_peak_925	chr22	35301568	35301759	+	137	NA	intron (TOM1, intron 1 of 14)	NA	1859	TOM1								
MV411_3_575_R1_peak_850	chr2	241315382	241315636	+	137	NA	promoter-TSS (SEPT2)	NA	-217	HDLBP								
MV411_3_575_R1_peak_235	chr11	65422194	65423506	+	137	NA	promoter-TSS (NEAT1)	NA	52	NEAT1								
MV411_3_575_R1_peak_675	chr19	16324894	16325105	+	136	NA	intron (KLF2, intron 1 of 2)	NA	159	KLF2								
MV411_3_575_R1_peak_767	chr2	8545079	8545270	+	136	NA	Intergenic	NA	38618	AC011747.4								
MV411_3_575_R1_peak_1040	chr4	77075686	77075927	+	134	NA	exon (CCNI, exon 1 of 7)	NA	166	CCNI								
MV411_3_575_R1_peak_181	chr10	91198851	91199085	+	134	NA	intron (PCGF5, intron 1 of 9)	NA	35967	PCGF5								
MV411_3_575_R1_peak_1411	chrM	7608	8225	+	134	NA	promoter-TSS (TRNK)	NA	-379	TRNK								
MV411_3_575_R1_peak_84	chr1	153566573	153566757	+	133	NA	promoter-TSS (S100A2)	NA	-835	S100A2								
MV411_3_575_R1_peak_1125	chr5	170331259	170331453	+	133	NA	promoter-TSS (LOC257358)	NA	-37	LOC257358								
MV411_3_575_R1_peak_555	chr17	78840862	78841119	+	132	NA	promoter-TSS (USP36)	NA	-92	USP36								
MV411_3_575_R1_peak_354	chr14	24161364	24161682	+	132	NA	TTS (RNF31)	NA	310	IRF9								
MV411_3_575_R1_peak_702	chr19	39398358	39398607	+	130	NA	exon (MED29, exon 4 of 4)	NA	7159	MED29								
MV411_3_575_R1_peak_433	chr15	92882986	92883175	+	130	NA	promoter-TSS (LOC100507217)	NA	-216	LOC100507217								
MV411_3_575_R1_peak_1007	chr3	185824496	185825323	+	130	NA	exon (IGF2BP2, exon 1 of 15)	NA	-57041	MIR548AQ								
MV411_3_575_R1_peak_215	chr11	13216515	13216745	+	130	NA	Intergenic	NA	-61155	ARNTL								
MV411_3_575_R1_peak_471	chr16	53098989	53099236	+	129	NA	promoter-TSS (CHD9)	NA	-32027	CHD9								
MV411_3_575_R1_peak_898	chr21	33403533	33403737	+	128	NA	intron (IFNGR2, intron 1 of 6)	NA	198	IFNGR2								
MV411_3_575_R1_peak_495	chr17	7307692	7308448	+	128	NA	promoter-TSS (EIF5A)	NA	-305	EIF5A								
MV411_3_575_R1_peak_1249	chr7	114086376	114086713	+	127	NA	promoter-TSS (FOXP2)	NA	-167550	PPP1R3A								
MV411_3_575_R1_peak_1433	chrX	11111591	11111785	+	127	NA	promoter-TSS (MID1-2)	NA	402	HCCS								
MV411_3_575_R1_peak_256	chr11	88294049	88294242	+	127	NA	exon (CTSC, exon 7 of 7)	NA	43628	CTSC								
MV411_3_575_R1_peak_1408	chrM	5294	5589	+	126	NA	promoter-TSS (TRNW)	NA	-71	TRNW								
MV411_3_575_R1_peak_450	chr16	28823207	28823783	+	125	NA	promoter-TSS (ATXN2L)	NA	447	ATXN2L								
MV411_3_575_R1_peak_119	chr1	212636708	212636976	+	125	NA	Intergenic	NA	12395	FAM71A								
MV411_3_575_R1_peak_729	chr19	47226400	47226868	+	125	NA	promoter-TSS (MIR3190)	NA	-356	MIR3190								
MV411_3_575_R1_peak_190	chr10	119131747	119132006	+	125	NA	intron (FAM45A, intron 8 of 9)	NA	27794	FAM45A								
MV411_3_575_R1_peak_171	chr10	71860479	71860712	+	125	NA	Intergenic	NA	-9270	PSAP								
MV411_3_575_R1_peak_759	chr19	56120913	56121391	+	125	NA	intron (ZNF787, intron 1 of 2)	NA	128	ZNF787								
MV411_3_575_R1_peak_721	chr19	45769408	45769630	+	125	NA	promoter-TSS (SIX5)	NA	-280	SIX5								
MV411_3_575_R1_peak_90	chr1	154431618	154431884	+	125	NA	intron (IL6R, intron 3 of 10)	NA	-24928	LOC101928101								
MV411_3_575_R1_peak_943	chr22	50530474	50530858	+	125	NA	promoter-TSS (TYMP)	NA	-581	TYMP								
MV411_3_575_R1_peak_453	chr16	30698673	30698902	+	125	NA	promoter-TSS (LOC730183)	NA	-298	LOC730183								
