PeakID (cmd=annotatePeaks.pl MV411_1_771_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_771_R1_peak_2414	chr5	88722096	88723126	+	4038	NA	exon (MEF2C, exon 11 of 11)	NA	-44166	LINC00461								
MV411_1_771_R1_peak_580	chr11	118477851	118478316	+	2630	NA	exon (KMT2A, exon 5 of 36)	NA	39991	LOC101929115								
MV411_1_771_R1_peak_578	chr11	118471546	118474438	+	2427	NA	exon (KMT2A, exon 3 of 36)	NA	34900	LOC101929115								
MV411_1_771_R1_peak_576	chr11	118436327	118437068	+	2251	NA	promoter-TSS (KMT2A)	NA	207	KMT2A								
MV411_1_771_R1_peak_582	chr11	118481597	118482213	+	2246	NA	promoter-TSS (KMT2A)	NA	43813	LOC101929115								
MV411_1_771_R1_peak_1591	chr2	60460277	60460834	+	1967	NA	exon (BCL11A, exon 4 of 4)	NA	-58438	LOC102724142								
MV411_1_771_R1_peak_579	chr11	118476689	118477104	+	1913	NA	exon (KMT2A, exon 4 of 36)	NA	38804	LOC101929115								
MV411_1_771_R1_peak_2633	chr6	63211440	63211911	+	1570	NA	Intergenic	NA	108302	LGSN								
MV411_1_771_R1_peak_584	chr11	118484074	118484408	+	1196	NA	exon (KMT2A, exon 9 of 36)	NA	-43254	TTC36								
MV411_1_771_R1_peak_1855	chr21	10273217	10273524	+	1074	NA	Intergenic	NA	-140162	BAGE2								
MV411_1_771_R1_peak_3212	chr9	20346404	20346696	+	930	NA	exon (MLLT3, exon 11 of 11)	NA	64632	MIR4473								
MV411_1_771_R1_peak_583	chr11	118482304	118482616	+	875	NA	exon (KMT2A, exon 8 of 36)	NA	44368	LOC101929115								
MV411_1_771_R1_peak_3325	chrUn_KI270467v1	1634	3564	+	833	NA	NA	NA	NA	NA								
MV411_1_771_R1_peak_581	chr11	118480052	118480365	+	705	NA	exon (KMT2A, exon 6 of 36)	NA	42116	LOC101929115								
MV411_1_771_R1_peak_577	chr11	118468661	118468967	+	651	NA	exon (KMT2A, exon 2 of 36)	NA	30722	LOC101929115								
MV411_1_771_R1_peak_3195	chr8	144767339	144767820	+	552	NA	exon (LOC102723988, exon 3 of 3)	NA	1408	LOC102723988								
MV411_1_771_R1_peak_3214	chr9	20354704	20354998	+	538	NA	exon (MLLT3, exon 9 of 11)	NA	56331	MIR4473								
MV411_1_771_R1_peak_1032	chr16	46387738	46388073	+	532	NA	Intergenic	NA	181192	ANKRD26P1								
MV411_1_771_R1_peak_1030	chr16	34592578	34592858	+	495	NA	Intergenic	NA	160726	LOC102724523								
MV411_1_771_R1_peak_146	chr1	125180043	125180330	+	477	NA	Intergenic	NA	3661074	EMBP1								
MV411_1_771_R1_peak_3313	chrUn_GL000216v2	158561	158838	+	474	NA	NA	NA	NA	NA								
MV411_1_771_R1_peak_149	chr1	143264552	143264835	+	449	NA	Intergenic	NA	39643	LOC101929814								
MV411_1_771_R1_peak_1912	chr22	18892363	18892647	+	442	NA	Intergenic	NA	-13718	DGCR6								
MV411_1_771_R1_peak_3213	chr9	20353425	20353722	+	437	NA	exon (MLLT3, exon 10 of 11)	NA	57609	MIR4473								
MV411_1_771_R1_peak_2084	chr3	106428587	106429000	+	409	NA	promoter-TSS (LOC101929514)	NA	-764	LOC101929514								
MV411_1_771_R1_peak_694	chr12	89756655	89757128	+	395	NA	Intergenic	NA	47936	LINC00936								
MV411_1_771_R1_peak_3312	chrUn_GL000216v2	146042	146319	+	395	NA	NA	NA	NA	NA								
MV411_1_771_R1_peak_2608	chr6	37630313	37630765	+	376	NA	Intergenic	NA	67451	MDGA1								
MV411_1_771_R1_peak_2069	chr3	81760893	81761320	+	368	NA	intron (GBE1, intron 1 of 15)	NA	693	GBE1								
MV411_1_771_R1_peak_1705	chr2	196242262	196242598	+	359	NA	intron (HECW2, intron 18 of 27)	NA	-17594	AC020571.3								
MV411_1_771_R1_peak_3186	chr8	142235001	142235371	+	357	NA	intron (TSNARE1, intron 12 of 13)	NA	36830	LINC00051								
MV411_1_771_R1_peak_1034	chr16	46389546	46390114	+	356	NA	Intergenic	NA	179267	ANKRD26P1								
MV411_1_771_R1_peak_1090	chr16	89994838	89996227	+	337	NA	exon (AFG3L1P, exon 10 of 10)	NA	14589	DBNDD1								
MV411_1_771_R1_peak_685	chr12	75977903	75978327	+	337	NA	Intergenic	NA	53661	PHLDA1								
MV411_1_771_R1_peak_1506	chr19	53840926	53841218	+	325	NA	Intergenic	NA	-16669	NLRP12								
MV411_1_771_R1_peak_3019	chr8	66123886	66124244	+	316	NA	intron (LOC101060153, intron 2 of 2)	NA	-3064	TRIM55								
MV411_1_771_R1_peak_1121	chr17	24421338	24421613	+	314	NA	Intergenic	NA	-1898289	LOC102723754								
MV411_1_771_R1_peak_2266	chr4	83548472	83548851	+	314	NA	intron (AGPAT9, intron 3 of 12)	NA	12747	AGPAT9								
MV411_1_771_R1_peak_3194	chr8	143948438	143948848	+	302	NA	intron (PLEC, intron 2 of 32)	NA	-3364	MIR661								
MV411_1_771_R1_peak_1270	chr18	38940832	38941382	+	301	NA	Intergenic	NA	-385958	LOC101927879								
MV411_1_771_R1_peak_756	chr13	17751926	17752204	+	299	NA	Intergenic	NA	-443232	FAM230C								
MV411_1_771_R1_peak_2990	chr8	53944954	53945276	+	298	NA	intron (RGS20, intron 2 of 4)	NA	77341	TCEA1								
MV411_1_771_R1_peak_1854	chr21	10272596	10273015	+	295	NA	Intergenic	NA	-140727	BAGE2								
MV411_1_771_R1_peak_3084	chr8	103184545	103184996	+	293	NA	intron (BAALC, intron 1 of 1)	NA	-12630	RP11-318M2.2								
MV411_1_771_R1_peak_2184	chr3	194089598	194089949	+	292	NA	Intergenic	NA	11498	LOC102724877								
MV411_1_771_R1_peak_1766	chr20	1392709	1393134	+	286	NA	promoter-TSS (MIR6869)	NA	40	MIR6869								
MV411_1_771_R1_peak_1125	chr17	26619889	26620168	+	284	NA	Intergenic	NA	673968	MIR4522								
MV411_1_771_R1_peak_3324	chrUn_KI270466v1	326	1197	+	283	NA	NA	NA	NA	NA								
MV411_1_771_R1_peak_1116	chr17	15959098	15959505	+	281	NA	intron (ADORA2B, intron 1 of 1)	NA	14384	ADORA2B								
MV411_1_771_R1_peak_3056	chr8	90230866	90231447	+	280	NA	intron (LINC00534, intron 1 of 3)	NA	9668	LINC00534								
MV411_1_771_R1_peak_1023	chr16	34582797	34583256	+	279	NA	Intergenic	NA	151034	LOC102724523								
MV411_1_771_R1_peak_2082	chr3	105646998	105647369	+	278	NA	Intergenic	NA	221072	CBLB								
MV411_1_771_R1_peak_1433	chr19	31214079	31214478	+	277	NA	intron (LOC101927254, intron 1 of 3)	NA	-32955	LOC101927254								
MV411_1_771_R1_peak_1037	chr16	46393368	46393679	+	277	NA	Intergenic	NA	175574	ANKRD26P1								
MV411_1_771_R1_peak_2800	chr7	55534287	55534614	+	274	NA	intron (VOPP1, intron 1 of 4)	NA	3266	VOPP1								
MV411_1_771_R1_peak_2999	chr8	58595808	58596306	+	274	NA	intron (NSMAF, intron 21 of 30)	NA	42888	SDCBP								
MV411_1_771_R1_peak_1026	chr16	34589388	34589647	+	273	NA	Intergenic	NA	157525	LOC102724523								
MV411_1_771_R1_peak_2051	chr3	58335161	58335569	+	273	NA	intron (PXK, intron 1 of 14)	NA	2475	PXK								
MV411_1_771_R1_peak_1687	chr2	169038285	169038645	+	272	NA	Intergenic	NA	-20118	ABCB11								
MV411_1_771_R1_peak_2885	chr7	157932437	157933943	+	259	NA	intron (PTPRN2, intron 11 of 22)	NA	78605	AC011899.9								
MV411_1_771_R1_peak_3247	chr9	99433605	99433929	+	254	NA	Intergenic	NA	-58510	NAMA								
MV411_1_771_R1_peak_2558	chr6	13302796	13303209	+	252	NA	Intergenic	NA	-7416	RP1-257A7.4								
MV411_1_771_R1_peak_398	chr10	102452794	102453266	+	251	NA	intron (LOC100505761, intron 4 of 4)	NA	-1487	C10orf95								
MV411_1_771_R1_peak_2762	chr7	20219695	20220209	+	250	NA	intron (LOC100506098, intron 4 of 4)	NA	2486	LOC100506098								
MV411_1_771_R1_peak_2604	chr6	35370317	35370649	+	250	NA	intron (PPARD, intron 4 of 9)	NA	27925	PPARD								
MV411_1_771_R1_peak_2803	chr7	62454633	62454905	+	250	NA	Intergenic	NA	849287	ZNF733P								
MV411_1_771_R1_peak_757	chr13	18211981	18212265	+	250	NA	intron (FAM230C, intron 1 of 7)	NA	16826	FAM230C								
MV411_1_771_R1_peak_3145	chr8	125513025	125513454	+	248	NA	Intergenic	NA	82456	TRIB1								
MV411_1_771_R1_peak_150	chr1	145979460	145979745	+	248	NA	TTS (POLR3GL)	NA	14899	POLR3GL								
MV411_1_771_R1_peak_3320	chrUn_KI270438v1	103968	104385	+	245	NA	NA	NA	NA	NA								
MV411_1_771_R1_peak_1409	chr19	14510818	14511152	+	242	NA	Intergenic	NA	-14836	GIPC1								
MV411_1_771_R1_peak_1189	chr17	59786525	59786992	+	240	NA	intron (VMP1, intron 7 of 11)	NA	-54515	MIR21								
MV411_1_771_R1_peak_988	chr16	15590873	15591235	+	239	NA	Intergenic	NA	20041	MIR6506								
MV411_1_771_R1_peak_970	chr15	99703506	99704034	+	237	NA	exon (MEF2A, exon 9 of 9)	NA	29492	LYSMD4								
MV411_1_771_R1_peak_3353	chrY	11747569	11747841	+	235	NA	Intergenic	NA	673885	GYG2P1								
MV411_1_771_R1_peak_808	chr14	44316864	44317248	+	233	NA	Intergenic	NA	190240	FSCB								
MV411_1_771_R1_peak_963	chr15	92803689	92804228	+	228	NA	intron (LOC101926994, intron 1 of 3)	NA	6376	LOC101926994								
MV411_1_771_R1_peak_1195	chr17	64385175	64385514	+	226	NA	intron (PECAM1, intron 2 of 13)	NA	5820	PECAM1								
MV411_1_771_R1_peak_1098	chr17	6223290	6223678	+	225	NA	Intergenic	NA	145534	WSCD1								
MV411_1_771_R1_peak_2918	chr8	21182256	21182611	+	225	NA	Intergenic	NA	-115806	RP11-24P4.1								
MV411_1_771_R1_peak_2779	chr7	37031963	37032256	+	225	NA	intron (ELMO1, intron 15 of 21)	NA	34313	ELMO1-AS1								
MV411_1_771_R1_peak_2278	chr4	102390418	102390902	+	225	NA	Intergenic	NA	-45162	SLC39A8								
