PeakID (cmd=annotatePeaks.pl MV411_4_627_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_4_627_R1_peak_1790	chrX	1916229	1917123	+	1916	NA	Intergenic	NA	321221	ASMT								
MV411_4_627_R1_peak_893	chr2	195650458	195650929	+	1845	NA	Intergenic	NA	-6115	SLC39A10								
MV411_4_627_R1_peak_972	chr20	58907792	58908248	+	1702	NA	intron (GNAS, intron 5 of 11)	NA	-19188	LOC101927932								
MV411_4_627_R1_peak_793	chr2	32484957	32485343	+	1645	NA	intron (BIRC6, intron 39 of 73)	NA	-47063	MIR558								
MV411_4_627_R1_peak_256	chr11	66418164	66418659	+	1597	NA	Intergenic	NA	-2593	NPAS4								
MV411_4_627_R1_peak_1049	chr3	3632437	3632836	+	1584	NA	Intergenic	NA	-166801	LRRN1								
MV411_4_627_R1_peak_681	chr18	32042308	32042767	+	1549	NA	intron (RNF125, intron 3 of 5)	NA	24055	RNF125								
MV411_4_627_R1_peak_1012	chr22	17483967	17484412	+	1509	NA	intron (CECR2, intron 2 of 18)	NA	-55004	CECR2								
MV411_4_627_R1_peak_1290	chr5	75847492	75847916	+	1463	NA	Intergenic	NA	-135249	POC5								
MV411_4_627_R1_peak_1640	chr8	76617379	76617813	+	1423	NA	intron (ZFHX4-AS1, intron 2 of 3)	NA	-63684	ZFHX4								
MV411_4_627_R1_peak_1103	chr3	76554797	76555215	+	1393	NA	intron (ROBO2, intron 2 of 23)	NA	-154652	LOC102724949								
MV411_4_627_R1_peak_1279	chr5	56736011	56736420	+	1324	NA	Intergenic	NA	-78858	MAP3K1								
MV411_4_627_R1_peak_1060	chr3	18512028	18512411	+	1314	NA	Intergenic	NA	-14173	LOC101927777								
MV411_4_627_R1_peak_1378	chr6	25006589	25006938	+	1259	NA	intron (FAM65B, intron 1 of 13)	NA	29381	LOC102724765								
MV411_4_627_R1_peak_312	chr12	32482229	32482664	+	1254	NA	intron (FGD4, intron 1 of 16)	NA	-117988	FGD4								
MV411_4_627_R1_peak_1601	chr8	35592040	35592516	+	1150	NA	intron (UNC5D, intron 3 of 16)	NA	42980	UNC5D								
MV411_4_627_R1_peak_135	chr1	224334007	224334330	+	1122	NA	Intergenic	NA	-4029	NVL								
MV411_4_627_R1_peak_103	chr1	184946136	184946456	+	1119	NA	intron (FAM129A, intron 1 of 13)	NA	28290	FAM129A								
MV411_4_627_R1_peak_919	chr2	226772698	226773137	+	1113	NA	intron (IRS1, intron 1 of 1)	NA	25873	IRS1								
MV411_4_627_R1_peak_427	chr14	37553371	37553591	+	1101	NA	Intergenic	NA	41639	FOXA1								
MV411_4_627_R1_peak_1200	chr4	82293356	82293662	+	1066	NA	Intergenic	NA	80487	HNRNPD								
MV411_4_627_R1_peak_1439	chr6	134235967	134236334	+	1053	NA	intron (SGK1, intron 2 of 13)	NA	-58278	SGK1								
MV411_4_627_R1_peak_1708	chr9	18596950	18597316	+	1040	NA	intron (ADAMTSL1, intron 4 of 28)	NA	23783	MIR3152								
MV411_4_627_R1_peak_547	chr15	101199644	101200055	+	1031	NA	intron (CHSY1, intron 2 of 2)	NA	52083	CHSY1								
MV411_4_627_R1_peak_633	chr17	36090112	36090552	+	1023	NA	promoter-TSS (CCL3)	NA	-172	CCL3								
MV411_4_627_R1_peak_1446	chr6	141483672	141484080	+	975	NA	Intergenic	NA	604923	NMBR								
MV411_4_627_R1_peak_1584	chr8	22974203	22974542	+	954	NA	Intergenic	NA	-25207	RHOBTB2								
MV411_4_627_R1_peak_1683	chr8	128239128	128239512	+	945	NA	Intergenic	NA	89193	MIR1208								
MV411_4_627_R1_peak_1028	chr22	29658216	29658550	+	938	NA	intron (NF2, intron 6 of 15)	NA	54827	NF2								
MV411_4_627_R1_peak_397	chr13	32548787	32549114	+	938	NA	Intergenic	NA	-10149	N4BP2L2								
MV411_4_627_R1_peak_803	chr2	42118303	42118671	+	927	NA	Intergenic	NA	-50871	EML4								
MV411_4_627_R1_peak_1438	chr6	127333738	127334029	+	916	NA	intron (ECHDC1, intron 1 of 5)	NA	9726	ECHDC1								
MV411_4_627_R1_peak_453	chr14	75287745	75288005	+	903	NA	Intergenic	NA	-6529	RP11-293M10.5								
MV411_4_627_R1_peak_1594	chr8	32361478	32361819	+	880	NA	intron (NRG1, intron 1 of 4)	NA	-79098	NRG1-IT3								
MV411_4_627_R1_peak_44	chr1	89692793	89693156	+	879	NA	intron (LRRC8C, intron 2 of 2)	NA	24680	LRRC8C								
MV411_4_627_R1_peak_184	chr10	44725371	44725805	+	860	NA	Intergenic	NA	-185728	TMEM72								
MV411_4_627_R1_peak_1461	chr6	159084562	159084915	+	860	NA	Intergenic	NA	-22735	LOC101929094								
MV411_4_627_R1_peak_1132	chr3	147431788	147432114	+	860	NA	intron (FLJ30375, intron 1 of 2)	NA	12123	FLJ30375								
MV411_4_627_R1_peak_1166	chr4	2787329	2787689	+	854	NA	Intergenic	NA	-24710	SH3BP2								
MV411_4_627_R1_peak_273	chr11	99632957	99633421	+	843	NA	intron (CNTN5, intron 1 of 21)	NA	77044	CNTN5								
MV411_4_627_R1_peak_651	chr17	57422737	57423050	+	835	NA	intron (MSI2, intron 6 of 10)	NA	100704	RP11-118E18.2								
MV411_4_627_R1_peak_84	chr1	157944598	157945008	+	832	NA	Intergenic	NA	-48780	KIRREL								
MV411_4_627_R1_peak_151	chr1	236185751	236186045	+	826	NA	intron (GPR137B, intron 5 of 5)	NA	43366	GPR137B								
MV411_4_627_R1_peak_1737	chr9	97866919	97867185	+	826	NA	Intergenic	NA	13797	FOXE1								
