PeakID (cmd=annotatePeaks.pl MV411_3_607_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_3_607_R1_peak_4996	chr9	32552034	32552476	+	2862	NA	promoter-TSS (TOPORS-AS1)	NA	373	TOPORS								
MV411_3_607_R1_peak_50	chr1	15975859	15976293	+	2681	NA	promoter-TSS (ZBTB17)	NA	-55	LOC101928566								
MV411_3_607_R1_peak_2492	chr19	17215117	17215655	+	2602	NA	promoter-TSS (USE1)	NA	40	USE1								
MV411_3_607_R1_peak_2637	chr19	41859483	41859965	+	2567	NA	promoter-TSS (RPS19)	NA	-194	RPS19								
MV411_3_607_R1_peak_2322	chr19	1174053	1174477	+	2559	NA	promoter-TSS (SBNO2)	NA	-5367	SBNO2								
MV411_3_607_R1_peak_1247	chr12	124988930	124989302	+	2453	NA	promoter-TSS (DHX37)	NA	-5	DHX37								
MV411_3_607_R1_peak_5151	chr9	136363581	136363982	+	2300	NA	promoter-TSS (DNLZ)	NA	30	DNLZ								
MV411_3_607_R1_peak_4280	chr6	31958829	31959373	+	2286	NA	promoter-TSS (NELFE)	NA	-14	NELFE								
MV411_3_607_R1_peak_2276	chr18	63422285	63422791	+	2222	NA	promoter-TSS (VPS4B)	NA	-75	VPS4B								
MV411_3_607_R1_peak_3045	chr2	130342667	130343111	+	2199	NA	promoter-TSS (CCDC115)	NA	-27	IMP4								
MV411_3_607_R1_peak_2604	chr19	38335587	38335977	+	2183	NA	promoter-TSS (CATSPERG)	NA	15938	KCNK6								
MV411_3_607_R1_peak_5107	chr9	127715536	127716015	+	2174	NA	promoter-TSS (TTC16)	NA	223	PTRH1								
MV411_3_607_R1_peak_3176	chr2	240560991	240561464	+	2095	NA	promoter-TSS (ANKMY1)	NA	1152	DUSP28								
MV411_3_607_R1_peak_2536	chr19	19515947	19516404	+	2078	NA	promoter-TSS (NDUFA13)	NA	-35	NDUFA13								
MV411_3_607_R1_peak_2463	chr19	13774251	13774592	+	2006	NA	promoter-TSS (C19orf53)	NA	-22	C19orf53								
MV411_3_607_R1_peak_2664	chr19	44500276	44500755	+	1997	NA	promoter-TSS (ZNF180)	NA	7	ZNF180								
MV411_3_607_R1_peak_2201	chr17	82450536	82451020	+	1994	NA	promoter-TSS (C17orf62)	NA	53	C17orf62								
MV411_3_607_R1_peak_1126	chr12	64222095	64222471	+	1970	NA	promoter-TSS (C12orf66)	NA	-12	C12orf66								
MV411_3_607_R1_peak_2625	chr19	40576637	40577114	+	1952	NA	promoter-TSS (SHKBP1)	NA	24	SHKBP1								
MV411_3_607_R1_peak_841	chr11	64269910	64270492	+	1950	NA	TTS (PLCB3)	NA	14503	BAD								
MV411_3_607_R1_peak_1016	chr12	6663061	6663536	+	1887	NA	promoter-TSS (ING4)	NA	-179	ING4								
MV411_3_607_R1_peak_2404	chr19	7636865	7637375	+	1873	NA	promoter-TSS (STXBP2)	NA	19	STXBP2								
MV411_3_607_R1_peak_650	chr10	102743399	102743985	+	1870	NA	promoter-TSS (WBP1L)	NA	-278	WBP1L								
MV411_3_607_R1_peak_2675	chr19	45178245	45179062	+	1850	NA	promoter-TSS (TRAPPC6A)	NA	-92	BLOC1S3								
MV411_3_607_R1_peak_504	chr1	235161055	235161526	+	1844	NA	promoter-TSS (RBM34)	NA	-34	RBM34								
MV411_3_607_R1_peak_4	chr1	1231860	1232291	+	1810	NA	promoter-TSS (SDF4)	NA	-8	SDF4								
MV411_3_607_R1_peak_3994	chr4	189940616	189941016	+	1810	NA	promoter-TSS (FRG1)	NA	-21	FRG1								
MV411_3_607_R1_peak_145	chr1	36385848	36386309	+	1801	NA	promoter-TSS (STK40)	NA	-151	STK40								
MV411_3_607_R1_peak_384	chr1	161202136	161202510	+	1795	NA	promoter-TSS (NDUFS2)	NA	-37	NDUFS2								
MV411_3_607_R1_peak_3764	chr3	156555130	156555467	+	1777	NA	promoter-TSS (SSR3)	NA	-114	SSR3								
MV411_3_607_R1_peak_3444	chr22	30591806	30592430	+	1759	NA	promoter-TSS (PES1)	NA	14895	PES1								
MV411_3_607_R1_peak_2484	chr19	16185064	16185545	+	1750	NA	promoter-TSS (FAM32A)	NA	-120	FAM32A								
MV411_3_607_R1_peak_2490	chr19	17075482	17075914	+	1686	NA	promoter-TSS (HAUS8)	NA	-83	MYO9B								
MV411_3_607_R1_peak_1879	chr16	87392051	87392402	+	1684	NA	promoter-TSS (FBXO31)	NA	31	MAP1LC3B								
MV411_3_607_R1_peak_2553	chr19	29606156	29606499	+	1676	NA	promoter-TSS (POP4)	NA	64	POP4								
MV411_3_607_R1_peak_2688	chr19	45730713	45731109	+	1668	NA	promoter-TSS (FBXO46)	NA	-18	FBXO46								
MV411_3_607_R1_peak_2154	chr17	75456342	75456760	+	1656	NA	promoter-TSS (KIAA0195)	NA	-20992	LOC102723674								
MV411_3_607_R1_peak_5139	chr9	132406669	132407045	+	1649	NA	promoter-TSS (TTF1)	NA	-486	TTF1								
MV411_3_607_R1_peak_3734	chr3	129399208	129399876	+	1639	NA	promoter-TSS (RPL32P3)	NA	-103	RPL32P3								
MV411_3_607_R1_peak_4398	chr6	136250046	136250553	+	1632	NA	promoter-TSS (MTFR2)	NA	12	MTFR2								
