PeakID (cmd=annotatePeaks.pl MV411_1_433_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_433_R1_peak_160	chr8	117881503	117881928	+	262	NA	intron (EXT1, intron 1 of 10)	NA	230104	EXT1								
MV411_1_433_R1_peak_102	chr22_KI270733v1_random	135093	135143	+	247	NA	Intergenic	NA	24983	LOC102724621								
MV411_1_433_R1_peak_48	chr15	38130748	38131026	+	232	NA	Intergenic	NA	90638	RP11-1008C21.1								
MV411_1_433_R1_peak_141	chr6	165227687	165227928	+	185	NA	Intergenic	NA	81815	C6orf118								
MV411_1_433_R1_peak_103	chr22_KI270733v1_random	175126	175180	+	183	NA	Intergenic	NA	-15052	LOC102724621								
MV411_1_433_R1_peak_79	chr18	61733588	61733741	+	173	NA	Intergenic	NA	-14512	RP11-1096D5.1								
MV411_1_433_R1_peak_180	chrUn_KI270438v1	112054	112166	+	170	NA	NA	NA	NA	NA								
MV411_1_433_R1_peak_34	chr13	28347831	28348058	+	165	NA	intron (FLT1, intron 15 of 29)	NA	115443	RNU6-82P								
MV411_1_433_R1_peak_63	chr16	65124757	65124817	+	164	NA	promoter-TSS (CDH11)	NA	-2771	CDH11								
MV411_1_433_R1_peak_20	chr11	62109007	62109251	+	159	NA	Intergenic	NA	-14844	INCENP								
MV411_1_433_R1_peak_164	chr8	141036158	141036352	+	146	NA	Intergenic	NA	-34970	PTK2								
MV411_1_433_R1_peak_144	chr7	11444140	11444186	+	146	NA	intron (THSD7A, intron 13 of 26)	NA	388034	THSD7A								
MV411_1_433_R1_peak_56	chr16	14354931	14355000	+	146	NA	Intergenic	NA	32435	LOC100129781								
MV411_1_433_R1_peak_60	chr16	46388660	46388787	+	143	NA	Intergenic	NA	180374	ANKRD26P1								
MV411_1_433_R1_peak_89	chr2	47071491	47071693	+	141	NA	intron (TTC7A, intron 19 of 19)	NA	83786	C2orf61								
MV411_1_433_R1_peak_115	chr4	49709724	49709814	+	138	NA	Intergenic	NA	-220445	LOC101060532								
MV411_1_433_R1_peak_171	chr9	134936781	134937064	+	135	NA	Intergenic	NA	-18962	FCN1								
MV411_1_433_R1_peak_185	chrUn_KI270467v1	2709	3269	+	134	NA	NA	NA	NA	NA								
MV411_1_433_R1_peak_36	chr13	52921373	52921552	+	133	NA	Intergenic	NA	-72822	PCDH8								
MV411_1_433_R1_peak_45	chr14	92507392	92507710	+	133	NA	Intergenic	NA	-6230	RIN3								
MV411_1_433_R1_peak_118	chr4	82274560	82274657	+	133	NA	Intergenic	NA	99388	HNRNPD								
MV411_1_433_R1_peak_99	chr22	42397371	42397619	+	133	NA	intron (NFAM1, intron 4 of 5)	NA	-28249	LOC102723775								
MV411_1_433_R1_peak_18	chr10	123997442	123997692	+	129	NA	Intergenic	NA	96117	CHST15								
MV411_1_433_R1_peak_109	chr3	72757079	72757252	+	129	NA	intron (SHQ1, intron 10 of 10)	NA	-65036	LOC101927225								
MV411_1_433_R1_peak_179	chrUn_KI270438v1	109570	109695	+	129	NA	NA	NA	NA	NA								
MV411_1_433_R1_peak_187	chrUn_KI270467v1	3760	3860	+	121	NA	NA	NA	NA	NA								
MV411_1_433_R1_peak_37	chr13	76882555	76882700	+	119	NA	exon (KCTD12, exon 1 of 1)	NA	3778	KCTD12								
MV411_1_433_R1_peak_146	chr7	88279047	88279244	+	119	NA	exon (STEAP4, exon 5 of 5)	NA	27768	STEAP4								
MV411_1_433_R1_peak_183	chrUn_KI270466v1	906	1146	+	118	NA	NA	NA	NA	NA								
MV411_1_433_R1_peak_25	chr12	57112149	57112276	+	116	NA	promoter-TSS (STAT6)	NA	-836	STAT6								
MV411_1_433_R1_peak_126	chr4	185513511	185513773	+	115	NA	intron (PDLIM3, intron 4 of 7)	NA	21916	PDLIM3								
MV411_1_433_R1_peak_54	chr16	12573373	12573452	+	114	NA	exon (SNX29, exon 18 of 18)	NA	3220	LOC101929304								
MV411_1_433_R1_peak_120	chr4	141329151	141329470	+	112	NA	intron (RP11-362F19.1, intron 1 of 2)	NA	3308	RP11-362F19.1								
MV411_1_433_R1_peak_178	chrUn_KI270438v1	104670	104730	+	111	NA	NA	NA	NA	NA								
MV411_1_433_R1_peak_49	chr15	44288368	44288504	+	110	NA	promoter-TSS (CASC4)	NA	-275	CASC4								
MV411_1_433_R1_peak_173	chrM	105	295	+	109	NA	promoter-TSS (RNR1)	NA	-377	TRNF								
MV411_1_433_R1_peak_186	chrUn_KI270467v1	3326	3505	+	108	NA	NA	NA	NA	NA								
MV411_1_433_R1_peak_95	chr20	57503241	57503543	+	108	NA	intron (CTCFL, intron 9 of 9)	NA	21475	CTCFL								
MV411_1_433_R1_peak_184	chrUn_KI270467v1	2089	2633	+	108	NA	NA	NA	NA	NA								
MV411_1_433_R1_peak_127	chr5	6645588	6645790	+	105	NA	intron (SRD5A1, intron 1 of 4)	NA	12302	SRD5A1								
MV411_1_433_R1_peak_110	chr3	106345310	106345557	+	104	NA	Intergenic	NA	40318	LOC101929485								
MV411_1_433_R1_peak_106	chr3	52498913	52499082	+	101	NA	intron (STAB1, intron 1 of 44)	NA	3659	STAB1								
MV411_1_433_R1_peak_101	chr22_KI270733v1_random	128527	128573	+	100	NA	Intergenic	NA	31551	LOC102724621								
MV411_1_433_R1_peak_66	chr16	85829889	85829954	+	96	NA	Intergenic	NA	30225	COX4I1								
MV411_1_433_R1_peak_51	chr15	65101644	65101701	+	94	NA	intron (UBAP1L, intron 2 of 4)	NA	11975	UBAP1L								
MV411_1_433_R1_peak_1	chr1	8974122	8974231	+	92	NA	intron (CA6, intron 7 of 7)	NA	28342	CA6								
MV411_1_433_R1_peak_147	chr7	98137836	98137959	+	92	NA	intron (LMTK2, intron 2 of 13)	NA	31012	LMTK2								
MV411_1_433_R1_peak_123	chr4	159278615	159278723	+	92	NA	intron (RAPGEF2, intron 1 of 23)	NA	50422	RAPGEF2								
MV411_1_433_R1_peak_59	chr16	46387815	46387933	+	92	NA	Intergenic	NA	181223	ANKRD26P1								
MV411_1_433_R1_peak_153	chr8	30113061	30113328	+	92	NA	intron (LEPROTL1, intron 3 of 3)	NA	17788	LEPROTL1								
MV411_1_433_R1_peak_31	chr12	122517966	122518099	+	90	NA	intron (RSRC2, intron 5 of 10)	NA	8981	RSRC2								
MV411_1_433_R1_peak_38	chr14	24027388	24027439	+	90	NA	intron (LOC101927011, intron 1 of 1)	NA	1822	LOC101927011								
MV411_1_433_R1_peak_97	chr21	38289792	38289943	+	90	NA	intron (KCNJ15, intron 1 of 2)	NA	33063	KCNJ15								
MV411_1_433_R1_peak_78	chr18	58213530	58213749	+	89	NA	intron (NEDD4L, intron 1 of 30)	NA	64306	NEDD4L								
MV411_1_433_R1_peak_165	chr8	142030100	142030226	+	87	NA	Intergenic	NA	-146233	MIR4472-1								
MV411_1_433_R1_peak_26	chr12	89733788	89733864	+	86	NA	Intergenic	NA	24871	LINC00936								
MV411_1_433_R1_peak_35	chr13	30848157	30848318	+	86	NA	Intergenic	NA	-34325	LINC00545								
MV411_1_433_R1_peak_129	chr5	112930112	112930173	+	84	NA	Intergenic	NA	-7808	REEP5								
MV411_1_433_R1_peak_61	chr16	46401407	46401495	+	80	NA	Intergenic	NA	167646	ANKRD26P1								
MV411_1_433_R1_peak_43	chr14	89504615	89504815	+	80	NA	intron (LOC102723683, intron 3 of 4)	NA	-71501	FOXN3-AS2								
MV411_1_433_R1_peak_169	chr9	112331067	112331113	+	79	NA	intron (PTBP3, intron 1 of 14)	NA	2574	PTBP3								
MV411_1_433_R1_peak_138	chr6	133707551	133707709	+	79	NA	intron (RP3-323P13.2, intron 4 of 8)	NA	-113517	MGC34034								
MV411_1_433_R1_peak_27	chr12	89734111	89734170	+	79	NA	Intergenic	NA	25185	LINC00936								
