PeakID (cmd=annotatePeaks.pl MV411_1_590_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_590_R1_peak_932	chr19	6199379	6199924	+	1312	NA	Intergenic	NA	64018	ACSBG2								
MV411_1_590_R1_peak_587	chr16	2214762	2215263	+	1247	NA	promoter-TSS (PGP)	NA	-214	PGP								
MV411_1_590_R1_peak_189	chr10	27100401	27100702	+	1173	NA	promoter-TSS (ANKRD26)	NA	-53	ANKRD26								
MV411_1_590_R1_peak_1060	chr19	38647375	38647727	+	1100	NA	promoter-TSS (ACTN4)	NA	-65	ACTN4								
MV411_1_590_R1_peak_402	chr12	120116749	120117059	+	1025	NA	promoter-TSS (RAB35)	NA	-65	RAB35								
MV411_1_590_R1_peak_1910	chr8	42152670	42153118	+	993	NA	promoter-TSS (AP3M2)	NA	-52	AP3M2								
MV411_1_590_R1_peak_1031	chr19	19033405	19033683	+	990	NA	promoter-TSS (ARMC6)	NA	27	SUGP2								
MV411_1_590_R1_peak_990	chr19	14117740	14118076	+	966	NA	promoter-TSS (PRKACA)	NA	-9518	PRKACA								
MV411_1_590_R1_peak_970	chr19	10960545	10961007	+	952	NA	promoter-TSS (SMARCA4)	NA	-23376	SMARCA4								
MV411_1_590_R1_peak_936	chr19	6424818	6425519	+	931	NA	promoter-TSS (KHSRP)	NA	-357	KHSRP								
MV411_1_590_R1_peak_171	chr1	231337746	231338053	+	879	NA	promoter-TSS (SPRTN)	NA	-37	SPRTN								
MV411_1_590_R1_peak_238	chr10	132331765	132332264	+	850	NA	promoter-TSS (LOC102724967)	NA	-96	LRRC27								
MV411_1_590_R1_peak_1028	chr19	18683396	18683787	+	839	NA	promoter-TSS (CRTC1)	NA	-62	CRTC1								
MV411_1_590_R1_peak_1415	chr22	22297960	22298214	+	833	NA	promoter-TSS (BMS1P20)	NA	-11	BMS1P20								
MV411_1_590_R1_peak_819	chr17	81860551	81861161	+	801	NA	promoter-TSS (P4HB)	NA	-188	P4HB								
MV411_1_590_R1_peak_255	chr11	13277351	13277792	+	797	NA	promoter-TSS (ARNTL)	NA	-214	ARNTL								
MV411_1_590_R1_peak_659	chr16	58629748	58630228	+	771	NA	promoter-TSS (CNOT1)	NA	-102	CNOT1								
MV411_1_590_R1_peak_926	chr19	5690032	5690376	+	719	NA	promoter-TSS (RPL36)	NA	-57	RPL36								
MV411_1_590_R1_peak_352	chr12	49567779	49568038	+	707	NA	intron (MCRS1, intron 1 of 15)	NA	225	MCRS1								
MV411_1_590_R1_peak_883	chr19	1490715	1491238	+	701	NA	promoter-TSS (PCSK4)	NA	-35	REEP6								
MV411_1_590_R1_peak_1230	chr2	70142673	70142929	+	694	NA	Intergenic	NA	-17485	LOC100133985								
MV411_1_590_R1_peak_1067	chr19	39532688	39532993	+	685	NA	promoter-TSS (EID2B)	NA	14	EID2B								
MV411_1_590_R1_peak_1320	chr20	25195506	25195760	+	675	NA	promoter-TSS (ENTPD6)	NA	-190	ENTPD6								
MV411_1_590_R1_peak_2028	chr9	129080739	129081446	+	673	NA	promoter-TSS (DOLPP1)	NA	-12	DOLPP1								
MV411_1_590_R1_peak_1189	chr2	3518805	3519362	+	666	NA	intron (ADI1, intron 1 of 3)	NA	496	ADI1								
MV411_1_590_R1_peak_844	chr18	56638631	56638926	+	664	NA	promoter-TSS (TXNL1)	NA	-186	TXNL1								
MV411_1_590_R1_peak_864	chr19	531552	531784	+	654	NA	promoter-TSS (CDC34)	NA	-65	CDC34								
MV411_1_590_R1_peak_566	chr15	97960366	97960721	+	651	NA	promoter-TSS (ARRDC4)	NA	-160	ARRDC4								
MV411_1_590_R1_peak_1778	chr7	149090	149660	+	650	NA	promoter-TSS (LOC100507642)	NA	80	LOC102723672								
MV411_1_590_R1_peak_1634	chr5	1889110	1889368	+	634	NA	intron (CTD-2194D22.4, intron 2 of 3)	NA	1908	CTD-2194D22.4								
MV411_1_590_R1_peak_2056	chr9	137618784	137619073	+	608	NA	promoter-TSS (EHMT1)	NA	-64	EHMT1								
MV411_1_590_R1_peak_902	chr19	2785256	2785557	+	603	NA	promoter-TSS (THOP1)	NA	-102	THOP1								
MV411_1_590_R1_peak_261	chr11	43680419	43680740	+	590	NA	promoter-TSS (HSD17B12)	NA	-14	HSD17B12								
MV411_1_590_R1_peak_285	chr11	65261699	65261968	+	586	NA	promoter-TSS (POLA2)	NA	-128	POLA2								
MV411_1_590_R1_peak_1911	chr8	42391626	42391921	+	586	NA	promoter-TSS (VDAC3)	NA	12	VDAC3								
MV411_1_590_R1_peak_1771	chr6	159761860	159762088	+	576	NA	promoter-TSS (ACAT2)	NA	358	LOC100129518								
MV411_1_590_R1_peak_117	chr1	151790359	151790872	+	571	NA	promoter-TSS (TDRKH)	NA	-81	TDRKH								
MV411_1_590_R1_peak_887	chr19	1605369	1605656	+	566	NA	promoter-TSS (UQCR11)	NA	-28	UQCR11								
MV411_1_590_R1_peak_1160	chr19	54137055	54137802	+	564	NA	promoter-TSS (CNOT3)	NA	-292	CNOT3								
MV411_1_590_R1_peak_1360	chr20	58981132	58981447	+	559	NA	promoter-TSS (NELFCD)	NA	37	NELFCD								
MV411_1_590_R1_peak_606	chr16	4425609	4425907	+	559	NA	promoter-TSS (DNAJA3)	NA	-47	DNAJA3								
MV411_1_590_R1_peak_1202	chr2	27134546	27134822	+	554	NA	promoter-TSS (PREB)	NA	-29	PREB								
MV411_1_590_R1_peak_743	chr17	28951406	28951861	+	552	NA	promoter-TSS (PHF12)	NA	-7064	PHF12								
MV411_1_590_R1_peak_1261	chr2	118014040	118014305	+	550	NA	promoter-TSS (CCDC93)	NA	-9	CCDC93								
MV411_1_590_R1_peak_727	chr17	17972394	17972862	+	540	NA	promoter-TSS (LRRC48)	NA	-158	TOM1L2								
MV411_1_590_R1_peak_136	chr1	167220408	167220797	+	523	NA	promoter-TSS (POU2F1)	NA	-227	POU2F1								
MV411_1_590_R1_peak_1885	chr7	156640426	156640752	+	516	NA	promoter-TSS (RNF32)	NA	65	C7orf13								
MV411_1_590_R1_peak_1091	chr19	42268747	42269362	+	516	NA	Intergenic	NA	-13897	ERF								
MV411_1_590_R1_peak_1054	chr19	36115126	36115536	+	511	NA	promoter-TSS (POLR2I)	NA	-27	POLR2I								
MV411_1_590_R1_peak_1423	chr22	27919212	27919606	+	503	NA	promoter-TSS (PITPNB)	NA	33	TTC28-AS1								
MV411_1_590_R1_peak_1377	chr21	28885253	28885531	+	502	NA	promoter-TSS (N6AMT1)	NA	-19	N6AMT1								
MV411_1_590_R1_peak_1069	chr19	39834155	39834401	+	501	NA	promoter-TSS (DYRK1B)	NA	-77	DYRK1B								
MV411_1_590_R1_peak_1951	chr8	141001209	141001530	+	495	NA	promoter-TSS (PTK2)	NA	-84	PTK2								
MV411_1_590_R1_peak_1287	chr2	216109047	216109378	+	492	NA	promoter-TSS (XRCC5)	NA	1554	XRCC5								
MV411_1_590_R1_peak_1791	chr7	6447850	6448189	+	492	NA	promoter-TSS (DAGLB)	NA	-7	DAGLB								
MV411_1_590_R1_peak_1484	chr3	46976366	46976624	+	486	NA	promoter-TSS (CCDC12)	NA	5515	CCDC12								
MV411_1_590_R1_peak_1100	chr19	43754750	43755140	+	485	NA	promoter-TSS (SMG9)	NA	45	SMG9								
MV411_1_590_R1_peak_1742	chr6	39115047	39115417	+	482	NA	promoter-TSS (SAYSD1)	NA	-5432	SAYSD1								
MV411_1_590_R1_peak_803	chr17	76264929	76265272	+	477	NA	promoter-TSS (UBALD2)	NA	-105	UBALD2								
MV411_1_590_R1_peak_1021	chr19	18192772	18193275	+	476	NA	promoter-TSS (MPV17L2)	NA	-207	MPV17L2								
MV411_1_590_R1_peak_206	chr10	84328419	84328644	+	474	NA	promoter-TSS (CCSER2)	NA	48551	LINC00858								
MV411_1_590_R1_peak_1124	chr19	48363794	48364297	+	473	NA	promoter-TSS (TMEM143)	NA	-116	TMEM143								
MV411_1_590_R1_peak_1245	chr2	88627444	88627907	+	470	NA	promoter-TSS (LOC101928403)	NA	-99	EIF2AK3								
MV411_1_590_R1_peak_927	chr19	5720428	5720742	+	465	NA	promoter-TSS (LONP1)	NA	-92	CATSPERD								
MV411_1_590_R1_peak_1062	chr19	38849757	38850711	+	461	NA	promoter-TSS (HNRNPL)	NA	2105	HNRNPL								
MV411_1_590_R1_peak_1006	chr19	16471904	16472220	+	461	NA	promoter-TSS (EPS15L1)	NA	-92	EPS15L1								
MV411_1_590_R1_peak_237	chr10	131981927	131982177	+	461	NA	promoter-TSS (BNIP3)	NA	-121	BNIP3								
MV411_1_590_R1_peak_1233	chr2	71068232	71068689	+	460	NA	promoter-TSS (NAGK)	NA	140	NAGK								
MV411_1_590_R1_peak_355	chr12	53379424	53380161	+	458	NA	promoter-TSS (SP1)	NA	-1421	SP1								
MV411_1_590_R1_peak_1830	chr7	73719606	73719851	+	449	NA	promoter-TSS (STX1A)	NA	-26	STX1A								
MV411_1_590_R1_peak_768	chr17	47649414	47649951	+	447	NA	promoter-TSS (KPNB1)	NA	-156	KPNB1								
MV411_1_590_R1_peak_2042	chr9	136790956	136791431	+	446	NA	promoter-TSS (TMEM141)	NA	-132	TMEM141								
MV411_1_590_R1_peak_38	chr1	20786713	20787018	+	439	NA	promoter-TSS (HP1BP3)	NA	-204	HP1BP3								
MV411_1_590_R1_peak_722	chr17	8435588	8435929	+	437	NA	promoter-TSS (NDEL1)	NA	22629	NDEL1								
MV411_1_590_R1_peak_514	chr14	105490932	105491343	+	437	NA	promoter-TSS (C14orf80)	NA	-112	C14orf80								
MV411_1_590_R1_peak_918	chr19	4342717	4343146	+	436	NA	promoter-TSS (STAP2)	NA	-635	MPND								
MV411_1_590_R1_peak_907	chr19	2944851	2945338	+	435	NA	promoter-TSS (ZNF77)	NA	-140	ZNF77								
MV411_1_590_R1_peak_1663	chr5	98929060	98929268	+	434	NA	promoter-TSS (CHD1)	NA	30	LOC100289230								
MV411_1_590_R1_peak_1043	chr19	34359218	34359620	+	431	NA	Intergenic	NA	-5609	GPI								
MV411_1_590_R1_peak_2090	chrX	40647512	40647769	+	431	NA	promoter-TSS (CXorf38)	NA	-93	CXorf38								
MV411_1_590_R1_peak_2030	chr9	129413786	129414016	+	423	NA	Intergenic	NA	-74759	LINC00963								
MV411_1_590_R1_peak_327	chr11	119121225	119121527	+	415	NA	promoter-TSS (HINFP)	NA	-147	HINFP								
