PeakID (cmd=annotatePeaks.pl MV411_1_640_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_640_R1_peak_484	chr1	93816822	93817396	+	4127	NA	intron (BCAR3, intron 2 of 13)	NA	-29723	MIR760								
MV411_1_640_R1_peak_6340	chr2	127064685	127065347	+	4086	NA	intron (BIN1, intron 6 of 15)	NA	42251	BIN1								
MV411_1_640_R1_peak_10364	chr7	20219498	20220354	+	4036	NA	intron (LOC100506098, intron 4 of 4)	NA	2467	LOC100506098								
MV411_1_640_R1_peak_10627	chr7	98641549	98642434	+	4029	NA	Intergenic	NA	24706	NPTX2								
MV411_1_640_R1_peak_5773	chr19	51546553	51547182	+	3879	NA	Intergenic	NA	-15011	SIGLEC6								
MV411_1_640_R1_peak_54	chr1	9426106	9426935	+	3875	NA	exon (LOC100506022, exon 2 of 2)	NA	2396	LOC100506022								
MV411_1_640_R1_peak_3739	chr15	74869842	74870420	+	3875	NA	intron (SCAMP2, intron 1 of 8)	NA	3198	SCAMP2								
MV411_1_640_R1_peak_6892	chr20	20317063	20317794	+	3852	NA	intron (C20orf26, intron 24 of 25)	NA	-50693	INSM1								
MV411_1_640_R1_peak_7328	chr21	38984978	38986110	+	3812	NA	Intergenic	NA	-7770	AF064858.7								
MV411_1_640_R1_peak_4208	chr16	59067138	59067762	+	3615	NA	Intergenic	NA	-333093	GOT2								
MV411_1_640_R1_peak_3758	chr15	77004157	77004657	+	3459	NA	intron (PSTPIP1, intron 1 of 11)	NA	9283	PSTPIP1								
MV411_1_640_R1_peak_111	chr1	17013824	17014277	+	3436	NA	Intergenic	NA	-2078	ATP13A2								
MV411_1_640_R1_peak_2573	chr12	51832649	51833204	+	3405	NA	intron (FIGNL2, intron 1 of 1)	NA	-1009	FIGNL2								
MV411_1_640_R1_peak_1215	chr10	12112734	12113213	+	3394	NA	exon (DHTKD1, exon 13 of 17)	NA	-16668	SEC61A2								
