PeakID (cmd=annotatePeaks.pl MV411_1_118_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_118_R1_peak_2376	chr8	142777008	142777838	+	3558	NA	promoter-TSS (LYNX1)	NA	800	LYNX1								
MV411_1_118_R1_peak_2183	chr7	43582772	43583303	+	2906	NA	promoter-TSS (STK17A)	NA	-56	STK17A								
MV411_1_118_R1_peak_1683	chr20	62794104	62794690	+	2866	NA	Intergenic	NA	-2056	MRGBP								
MV411_1_118_R1_peak_1502	chr2	17518226	17518777	+	2449	NA	promoter-TSS (RAD51AP2)	NA	-62	RAD51AP2								
MV411_1_118_R1_peak_2103	chr6	37169647	37170306	+	2256	NA	promoter-TSS (PIM1)	NA	-170	PIM1								
MV411_1_118_R1_peak_2463	chr9	127224735	127225443	+	2208	NA	promoter-TSS (GARNL3)	NA	-39388	GARNL3								
MV411_1_118_R1_peak_2162	chr7	6503503	6504392	+	2082	NA	intron (GRID2IP, intron 15 of 21)	NA	-1935	LOC101927325								
MV411_1_118_R1_peak_2241	chr7	106112109	106112625	+	1941	NA	promoter-TSS (SYPL1)	NA	280	SYPL1								
MV411_1_118_R1_peak_766	chr16	22190434	22191199	+	1685	NA	Intergenic	NA	4976	TRNAL7								
MV411_1_118_R1_peak_1687	chr20	63641694	63642215	+	1673	NA	intron (STMN3, intron 4 of 4)	NA	11656	STMN3								
MV411_1_118_R1_peak_163	chr1	160098541	160099182	+	1667	NA	promoter-TSS (IGSF8)	NA	-215	IGSF8								
MV411_1_118_R1_peak_1002	chr17	77281097	77281591	+	1525	NA	promoter-TSS (SEPT9)	NA	-13430	SEPT9								
MV411_1_118_R1_peak_2524	chrX	1452811	1453617	+	1299	NA	promoter-TSS (ASMTL)	NA	-237	ASMTL								
MV411_1_118_R1_peak_1787	chr22	42500068	42500646	+	1173	NA	promoter-TSS (SERHL)	NA	-222	SERHL								
MV411_1_118_R1_peak_1717	chr21	44338604	44339408	+	1160	NA	promoter-TSS (C21orf2)	NA	-290	C21orf2								
MV411_1_118_R1_peak_2357	chr8	123416311	123416929	+	1113	NA	promoter-TSS (WDYHV1)	NA	-105	WDYHV1								
MV411_1_118_R1_peak_982	chr17	64130002	64130450	+	1057	NA	promoter-TSS (ERN1)	NA	-84	ERN1								
MV411_1_118_R1_peak_74	chr1	30717964	30718839	+	1015	NA	promoter-TSS (MATN1-AS1)	NA	-371	MATN1-AS1								
MV411_1_118_R1_peak_867	chr17	979679	980061	+	1010	NA	promoter-TSS (NXN)	NA	-17247	TIMM22								
MV411_1_118_R1_peak_1452	chr19	52527302	52527749	+	964	NA	promoter-TSS (ZNF808)	NA	-8460	ZNF808								
MV411_1_118_R1_peak_1621	chr2	241881411	241882008	+	958	NA	intron (AC131097.3, intron 1 of 3)	NA	346	AC131097.3								
MV411_1_118_R1_peak_1794	chr22	45240831	45241296	+	930	NA	promoter-TSS (KIAA0930)	NA	-28597	KIAA0930								
MV411_1_118_R1_peak_1483	chr19	55624093	55624769	+	903	NA	intron (ZNF784, intron 1 of 1)	NA	144	ZNF784								
MV411_1_118_R1_peak_1591	chr2	219387837	219388700	+	843	NA	promoter-TSS (DNPEP)	NA	-906	DNPEP								
MV411_1_118_R1_peak_232	chr10	28302940	28303269	+	826	NA	promoter-TSS (MPP7)	NA	-80	MPP7								
MV411_1_118_R1_peak_2408	chr8	144827135	144827671	+	799	NA	promoter-TSS (ZNF7)	NA	-115	ZNF7								
