PeakID (cmd=annotatePeaks.pl MV411_2_116_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_116_R1_peak_11976	chr5	138178517	138179266	+	5435	NA	promoter-TSS (BRD8)	NA	163	KIF20A								
MV411_2_116_R1_peak_6649	chr19	823385	824400	+	4384	NA	Intergenic	NA	-1940	LPPR3								
MV411_2_116_R1_peak_4343	chr15	34047358	34048051	+	4061	NA	intron (CHRM5, intron 2 of 2)	NA	-40634	AVEN								
MV411_2_116_R1_peak_9696	chr22	24871474	24872146	+	4019	NA	intron (SGSM1, intron 12 of 23)	NA	65641	SGSM1								
MV411_2_116_R1_peak_5893	chr17	47895674	47896414	+	3822	NA	promoter-TSS (LOC102724532)	NA	-111	SP2								
MV411_2_116_R1_peak_5097	chr16	29805283	29806081	+	3801	NA	promoter-TSS (MAZ)	NA	-855	MAZ								
MV411_2_116_R1_peak_2549	chr11	68751160	68751751	+	3650	NA	promoter-TSS (MTL5)	NA	-759	MTL5								
MV411_2_116_R1_peak_8375	chr2	136008098	136008789	+	3583	NA	TTS (AC093391.2)	NA	-22791	DARS								
MV411_2_116_R1_peak_3232	chr12	57935762	57936419	+	3463	NA	promoter-TSS (RP11-620J15.3)	NA	74	RP11-620J15.3								
MV411_2_116_R1_peak_3547	chr12	122646627	122647324	+	3408	NA	Intergenic	NA	56382	HCAR2								
MV411_2_116_R1_peak_14587	chr8	124247185	124247911	+	3349	NA	promoter-TSS (RP11-37N22.1)	NA	-150	RP11-37N22.1								
MV411_2_116_R1_peak_2489	chr11	65497291	65497875	+	3345	NA	promoter-TSS (MALAT1)	NA	-179	MALAT1								
MV411_2_116_R1_peak_8042	chr2	64946102	64946768	+	3299	NA	Intergenic	NA	-13988	AC007386.2								
MV411_2_116_R1_peak_7371	chr19	43950881	43951537	+	3281	NA	promoter-TSS (ZNF221)	NA	-36	ZNF221								
MV411_2_116_R1_peak_14799	chr9	899476	900208	+	3243	NA	intron (DMRT1, intron 3 of 4)	NA	58195	DMRT1								
MV411_2_116_R1_peak_6714	chr19	2546085	2547013	+	3173	NA	intron (GNG7, intron 3 of 4)	NA	-32978	LOC101929097								
MV411_2_116_R1_peak_3528	chr12	121425152	121425711	+	3140	NA	Intergenic	NA	18874	MIR7107								
MV411_2_116_R1_peak_222	chr1	25082102	25082815	+	3136	NA	Intergenic	NA	58955	MIR4425								
MV411_2_116_R1_peak_3314	chr12	89733522	89734155	+	3089	NA	Intergenic	NA	24883	LINC00936								
MV411_2_116_R1_peak_5091	chr16	29663136	29663929	+	3052	NA	intron (SPN, intron 1 of 1)	NA	582	SPN								
MV411_2_116_R1_peak_6817	chr19	6577385	6578125	+	3040	NA	Intergenic	NA	13397	CD70								
MV411_2_116_R1_peak_2498	chr11	65766445	65767119	+	3020	NA	Intergenic	NA	13809	AP5B1								
MV411_2_116_R1_peak_12657	chr6	40377997	40378610	+	2988	NA	promoter-TSS (TDRG1)	NA	-121	TDRG1								
MV411_2_116_R1_peak_5552	chr17	6948453	6949182	+	2931	NA	Intergenic	NA	-47815	ALOX12								
MV411_2_116_R1_peak_7996	chr2	60099899	60100537	+	2931	NA	Intergenic	NA	287227	MIR4432								
MV411_2_116_R1_peak_5004	chr16	17342949	17343631	+	2931	NA	intron (XYLT1, intron 2 of 11)	NA	127591	XYLT1								
MV411_2_116_R1_peak_8205	chr2	99827200	99827688	+	2901	NA	intron (AFF3, intron 6 of 22)	NA	278251	AFF3								
MV411_2_116_R1_peak_814	chr1	151945620	151946261	+	2893	NA	Intergenic	NA	-36055	THEM4								
MV411_2_116_R1_peak_1382	chr1	234980576	234981455	+	2864	NA	Intergenic	NA	88803	LOC731656								
MV411_2_116_R1_peak_7624	chr19	55339156	55339983	+	2790	NA	promoter-TSS (SUV420H2)	NA	-3643	SUV420H2								
MV411_2_116_R1_peak_420	chr1	43834177	43835613	+	2782	NA	intron (ST3GAL3, intron 4 of 11)	NA	-3762	MIR6079								
MV411_2_116_R1_peak_14431	chr8	101136940	101137677	+	2757	NA	Intergenic	NA	68424	ZNF706								
MV411_2_116_R1_peak_4443	chr15	50065181	50065704	+	2729	NA	intron (ATP8B4, intron 3 of 28)	NA	-54525	ATP8B4								
MV411_2_116_R1_peak_9228	chr20	45857223	45857790	+	2724	NA	promoter-TSS (ACOT8)	NA	-75	ZSWIM3								
MV411_2_116_R1_peak_6860	chr19	7829545	7830395	+	2665	NA	promoter-TSS (EVI5L)	NA	-305	EVI5L								
MV411_2_116_R1_peak_5401	chr16	85733110	85734037	+	2648	NA	intron (C16orf74, intron 2 of 3)	NA	8127	MIR1910								
MV411_2_116_R1_peak_2152	chr11	6200804	6201478	+	2621	NA	TTS (OR52W1)	NA	1917	OR52W1								
MV411_2_116_R1_peak_9785	chr22	36387928	36388645	+	2613	NA	promoter-TSS (MYH9)	NA	-268	MYH9								
MV411_2_116_R1_peak_7402	chr19	45370479	45370886	+	2594	NA	promoter-TSS (ERCC2)	NA	-95	ERCC2								
MV411_2_116_R1_peak_6650	chr19	827536	828162	+	2577	NA	promoter-TSS (AZU1)	NA	18	AZU1								
MV411_2_116_R1_peak_2996	chr12	14365313	14365934	+	2572	NA	promoter-TSS (ATF7IP)	NA	-54679	ATF7IP								
MV411_2_116_R1_peak_14831	chr9	6412700	6413343	+	2553	NA	promoter-TSS (UHRF2)	NA	-130	UHRF2								
MV411_2_116_R1_peak_14907	chr9	27589275	27589875	+	2550	NA	Intergenic	NA	-15709	C9orf72								
MV411_2_116_R1_peak_13183	chr7	2734670	2735406	+	2549	NA	intron (GNA12, intron 3 of 4)	NA	55516	AMZ1								
MV411_2_116_R1_peak_12678	chr6	42333538	42334108	+	2543	NA	intron (TRERF1, intron 3 of 17)	NA	-115928	MRPS10								
