PeakID (cmd=annotatePeaks.pl MV411_4_717_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_4_717_R1_peak_13555	chr5	147920941	147921670	+	6365	NA	Intergenic	NA	-14767	C5orf46								
MV411_4_717_R1_peak_10669	chr3	14204824	14205421	+	6096	NA	Intergenic	NA	26394	LSM3								
MV411_4_717_R1_peak_15057	chr7	21355161	21355730	+	5899	NA	Intergenic	NA	-72655	SP4								
MV411_4_717_R1_peak_16210	chr8	47574038	47574890	+	5873	NA	intron (SPIDR, intron 1 of 12)	NA	163700	CEBPD								
MV411_4_717_R1_peak_8000	chr19	46791867	46792536	+	5864	NA	Intergenic	NA	-3182	SLC1A5								
MV411_4_717_R1_peak_3557	chr12	14607533	14608203	+	5642	NA	intron (RP11-695J4.2, intron 1 of 5)	NA	39691	RP11-695J4.2								
MV411_4_717_R1_peak_8373	chr2	45207002	45207618	+	5234	NA	intron (LINC01121, intron 1 of 5)	NA	-38427	LOC102723947								
MV411_4_717_R1_peak_3685	chr12	31686962	31687501	+	5074	NA	intron (AMN1, intron 7 of 8)	NA	27520	METTL20								
MV411_4_717_R1_peak_1945	chr10	30687541	30688026	+	5002	NA	Intergenic	NA	-4491	SVILP1								
MV411_4_717_R1_peak_11459	chr3	142457737	142458213	+	4915	NA	intron (ATR, intron 44 of 46)	NA	-9913	XRN1								
MV411_4_717_R1_peak_1289	chr1	186775830	186776401	+	4861	NA	Intergenic	NA	-94604	PLA2G4A								
MV411_4_717_R1_peak_10867	chr3	38147312	38147941	+	4817	NA	Intergenic	NA	8969	MYD88								
MV411_4_717_R1_peak_8722	chr2	105129633	105130171	+	4807	NA	Intergenic	NA	-26958	AC104655.2								
MV411_4_717_R1_peak_14176	chr6	44058363	44059011	+	4635	NA	Intergenic	NA	-15226	LOC101929683								
MV411_4_717_R1_peak_16196	chr8	42783956	42784547	+	4595	NA	Intergenic	NA	-15465	CHRNA6								
MV411_4_717_R1_peak_563	chr1	85428511	85429111	+	4568	NA	intron (DDAH1, intron 1 of 5)	NA	65953	LOC101930232								
MV411_4_717_R1_peak_7621	chr19	3154994	3155508	+	4538	NA	promoter-TSS (AC005264.2)	NA	12	AC005264.2								
MV411_4_717_R1_peak_2600	chr11	3614166	3614840	+	4536	NA	Intergenic	NA	-11957	TRPC2								
MV411_4_717_R1_peak_1028	chr1	157403885	157404588	+	4489	NA	Intergenic	NA	-116127	RP11-85G21.2								
MV411_4_717_R1_peak_10262	chr21	45211580	45212168	+	4481	NA	intron (ADARB1, intron 10 of 12)	NA	6199	LOC102723476								
MV411_4_717_R1_peak_16088	chr8	30722809	30723393	+	4463	NA	intron (GSR, intron 1 of 10)	NA	4868	GSR								
MV411_4_717_R1_peak_12239	chr4	78657849	78658454	+	4462	NA	intron (LINC01094, intron 2 of 2)	NA	12157	LINC01094								
MV411_4_717_R1_peak_10629	chr3	8959645	8960196	+	4455	NA	intron (RAD18, intron 1 of 12)	NA	3555	RAD18								
MV411_4_717_R1_peak_6016	chr15	101521404	101521965	+	4439	NA	Intergenic	NA	-31700	PCSK6								
MV411_4_717_R1_peak_17517	chr9	117935919	117936635	+	4413	NA	Intergenic	NA	-146062	LOC101928826								
MV411_4_717_R1_peak_5924	chr15	90648211	90648869	+	4406	NA	intron (LOC101926895, intron 2 of 2)	NA	-11694	RP11-387D10.3								
MV411_4_717_R1_peak_1040	chr1	158818456	158819053	+	4400	NA	Intergenic	NA	-12624	MNDA								
MV411_4_717_R1_peak_11984	chr4	38075334	38075899	+	4340	NA	intron (TBC1D1, intron 14 of 21)	NA	115181	PTTG2								
MV411_4_717_R1_peak_17069	chr9	4938949	4939649	+	4338	NA	Intergenic	NA	-45946	JAK2								
MV411_4_717_R1_peak_8874	chr2	136216065	136216570	+	4332	NA	Intergenic	NA	-98162	CXCR4								
MV411_4_717_R1_peak_9880	chr20	43950106	43950641	+	4328	NA	intron (TOX2, intron 1 of 6)	NA	34231	TOX2								
MV411_4_717_R1_peak_4287	chr12	119901940	119902477	+	4277	NA	Intergenic	NA	-24917	CIT								
MV411_4_717_R1_peak_16308	chr8	58801320	58801895	+	4275	NA	Intergenic	NA	-142200	NSMAF								
MV411_4_717_R1_peak_17777	chrX	13110642	13111305	+	4262	NA	Intergenic	NA	-66175	FAM9C								
MV411_4_717_R1_peak_2027	chr10	43012948	43013489	+	4259	NA	Intergenic	NA	15655	MIR5100								
MV411_4_717_R1_peak_141	chr1	23539765	23540330	+	4257	NA	Intergenic	NA	18117	LOC101928163								
MV411_4_717_R1_peak_14963	chr7	6293110	6293692	+	4222	NA	Intergenic	NA	-20790	CYTH3								
MV411_4_717_R1_peak_5160	chr14	80212045	80212485	+	4200	NA	promoter-TSS (DIO2)	NA	-744	DIO2								
MV411_4_717_R1_peak_3566	chr12	15453585	15454058	+	4200	NA	intron (PTPRO, intron 1 of 26)	NA	-92523	PTPRO								
MV411_4_717_R1_peak_14151	chr6	41784546	41785051	+	4176	NA	intron (PRICKLE4, intron 4 of 7)	NA	-2645	TOMM6								
MV411_4_717_R1_peak_6874	chr17	45627107	45627629	+	4148	NA	intron (CRHR1, intron 2 of 14)	NA	6405	LOC102724375								
MV411_4_717_R1_peak_2186	chr10	72290996	72291514	+	4127	NA	Intergenic	NA	17336	DDIT4								
MV411_4_717_R1_peak_619	chr1	92459550	92460209	+	4120	NA	Intergenic	NA	26192	GFI1								
MV411_4_717_R1_peak_8131	chr2	6909671	6910250	+	4115	NA	Intergenic	NA	8722	RNF144A-AS1								
MV411_4_717_R1_peak_1982	chr10	35005725	35006315	+	4048	NA	Intergenic	NA	68310	CUL2								
MV411_4_717_R1_peak_10149	chr21	33067349	33067896	+	4038	NA	Intergenic	NA	-2522	OLIG1								
MV411_4_717_R1_peak_5041	chr14	66085527	66086157	+	4031	NA	Intergenic	NA	11061	LOC101927878								
MV411_4_717_R1_peak_17447	chr9	109335868	109336397	+	4011	NA	Intergenic	NA	-15686	EPB41L4B								
MV411_4_717_R1_peak_11853	chr4	8221448	8222039	+	3997	NA	intron (SH3TC1, intron 3 of 11)	NA	22372	SH3TC1								
MV411_4_717_R1_peak_10868	chr3	38149488	38150210	+	3975	NA	Intergenic	NA	11192	MYD88								
MV411_4_717_R1_peak_13649	chr5	159341751	159342273	+	3945	NA	intron (AC008697.1, intron 2 of 4)	NA	10494	AC008697.1								
MV411_4_717_R1_peak_6547	chr17	4436246	4436982	+	3919	NA	intron (SPNS3, intron 1 of 11)	NA	2690	SPNS3								
MV411_4_717_R1_peak_8312	chr2	38634616	38635211	+	3874	NA	Intergenic	NA	-30997	GALM								
MV411_4_717_R1_peak_9613	chr20	6489706	6490283	+	3872	NA	intron (CASC20, intron 3 of 3)	NA	63262	CASC20								
MV411_4_717_R1_peak_8175	chr2	12728337	12728870	+	3862	NA	intron (TRIB2, intron 2 of 2)	NA	-8773	MIR3125								
MV411_4_717_R1_peak_8762	chr2	112706125	112706668	+	3840	NA	Intergenic	NA	30178	LOC102724955								
MV411_4_717_R1_peak_12216	chr4	76090166	76090725	+	3836	NA	intron (ART3, intron 3 of 11)	NA	-54248	CXCL11								
MV411_4_717_R1_peak_3867	chr12	57110202	57110762	+	3785	NA	promoter-TSS (STAT6)	NA	931	STAT6								
MV411_4_717_R1_peak_12945	chr5	50501423	50502017	+	3779	NA	Intergenic	NA	-60320	EMB								
MV411_4_717_R1_peak_13071	chr5	68749578	68750143	+	3722	NA	Intergenic	NA	294032	RP11-141O11.2								
MV411_4_717_R1_peak_1539	chr1	224204740	224205136	+	3707	NA	Intergenic	NA	8341	LOC101927143								
