PeakID (cmd=annotatePeaks.pl MV411_2_604_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_604_R1_peak_1869	chr4	184965007	184966799	+	2476	NA	Intergenic	NA	5260	LOC101928810								
MV411_2_604_R1_peak_2207	chr8	28889887	28890585	+	2262	NA	promoter-TSS (INTS9)	NA	-158	HMBOX1								
MV411_2_604_R1_peak_1765	chr4	1046110	1047028	+	1925	NA	Intergenic	NA	34105	FGFRL1								
MV411_2_604_R1_peak_1213	chr19	41233763	41234135	+	1654	NA	intron (AXL, intron 6 of 18)	NA	14750	AXL								
MV411_2_604_R1_peak_330	chr10	124225857	124231270	+	1536	NA	Intergenic	NA	-164606	CHST15								
MV411_2_604_R1_peak_1607	chr22	20079825	20080211	+	1348	NA	promoter-TSS (DGCR8)	NA	-214	DGCR8								
MV411_2_604_R1_peak_1247	chr19	45443438	45444262	+	1333	NA	intron (ERCC1, intron 1 of 8)	NA	7196	MIR6088								
MV411_2_604_R1_peak_1109	chr19	2476094	2476635	+	1141	NA	exon (GADD45B, exon 1 of 4)	NA	239	GADD45B								
MV411_2_604_R1_peak_1436	chr2	190319732	190320142	+	1134	NA	exon (HIBCH, exon 1 of 13)	NA	108	HIBCH								
MV411_2_604_R1_peak_1907	chr5	75511581	75511921	+	983	NA	promoter-TSS (POLK)	NA	-122	COL4A3BP								
MV411_2_604_R1_peak_1235	chr19	44164804	44165186	+	945	NA	promoter-TSS (ZNF226)	NA	-101	ZNF226								
MV411_2_604_R1_peak_2186	chr8	22244654	22245168	+	929	NA	promoter-TSS (MIR320A)	NA	132	MIR320A								
MV411_2_604_R1_peak_395	chr11	64269961	64271236	+	920	NA	intron (BAD, intron 2 of 2)	NA	14106	BAD								
MV411_2_604_R1_peak_1234	chr19	44112965	44113469	+	903	NA	promoter-TSS (ZNF225)	NA	-34	LOC100379224								
MV411_2_604_R1_peak_550	chr12	106774044	106774361	+	861	NA	promoter-TSS (RIC8B)	NA	-419	RIC8B								
MV411_2_604_R1_peak_1870	chr4	184967726	184967976	+	847	NA	Intergenic	NA	7208	LOC101928810								
MV411_2_604_R1_peak_1158	chr19	13151506	13151817	+	818	NA	intron (IER2, intron 1 of 1)	NA	1193	IER2								
MV411_2_604_R1_peak_1294	chr19	51571084	51571371	+	739	NA	promoter-TSS (ZNF175)	NA	-10301	ZNF175								
MV411_2_604_R1_peak_520	chr12	56104209	56104500	+	725	NA	promoter-TSS (PA2G4)	NA	35	PA2G4								
MV411_2_604_R1_peak_2268	chr8	102653662	102654013	+	719	NA	exon (KLF10, exon 1 of 3)	NA	127	KLF10								
MV411_2_604_R1_peak_1101	chr19	1249313	1249589	+	698	NA	intron (MIDN, intron 1 of 8)	NA	898	MIDN								
MV411_2_604_R1_peak_1231	chr19	43983933	43984241	+	686	NA	promoter-TSS (ZNF155)	NA	-83	ZNF155								
MV411_2_604_R1_peak_785	chr16	21300553	21300881	+	676	NA	promoter-TSS (CRYM-AS1)	NA	-132	CRYM-AS1								
MV411_2_604_R1_peak_1570	chr21	6371839	6372031	+	665	NA	Intergenic	NA	95572	LOC102724560								
MV411_2_604_R1_peak_1185	chr19	18919344	18919718	+	631	NA	promoter-TSS (DDX49)	NA	-141	COPE								
MV411_2_604_R1_peak_1078	chr18	62714964	62715513	+	622	NA	promoter-TSS (PHLPP1)	NA	-201	PHLPP1								
MV411_2_604_R1_peak_752	chr15	89899337	89899572	+	619	NA	exon (C15orf38, exon 6 of 6)	NA	-5069	AP3S2								
MV411_2_604_R1_peak_1167	chr19	14496161	14496424	+	618	NA	promoter-TSS (GIPC1)	NA	-143	GIPC1								
MV411_2_604_R1_peak_1239	chr19	44722357	44722721	+	599	NA	Intergenic	NA	23388	CEACAM16								
MV411_2_604_R1_peak_1238	chr19	44304885	44305200	+	585	NA	promoter-TSS (ZNF235)	NA	-17	ZNF235								
MV411_2_604_R1_peak_13	chr1	10965107	10965426	+	584	NA	intron (C1orf127, intron 4 of 12)	NA	11022	C1orf127								
MV411_2_604_R1_peak_527	chr12	57522361	57522654	+	584	NA	promoter-TSS (MBD6)	NA	-316	MBD6								
MV411_2_604_R1_peak_1481	chr20	10434473	10434714	+	580	NA	promoter-TSS (MKKS)	NA	-354	MKKS								
MV411_2_604_R1_peak_623	chr14	20343141	20343700	+	568	NA	promoter-TSS (RPPH1)	NA	-9	RPPH1								
MV411_2_604_R1_peak_806	chr16	30923173	30923604	+	566	NA	promoter-TSS (FBXL19-AS1)	NA	-119	FBXL19-AS1								
MV411_2_604_R1_peak_1097	chr19	570319	570575	+	546	NA	promoter-TSS (BSG)	NA	-2007	BSG								
MV411_2_604_R1_peak_1233	chr19	44094045	44094424	+	537	NA	promoter-TSS (ZNF224)	NA	-127	ZNF224								
MV411_2_604_R1_peak_2005	chr6	32971635	32971956	+	537	NA	promoter-TSS (BRD2)	NA	-1289	BRD2								
MV411_2_604_R1_peak_1172	chr19	16420053	16420347	+	534	NA	intron (EPS15L1, intron 10 of 21)	NA	-28978	LOC102724308								
MV411_2_604_R1_peak_1719	chr3	124829757	124830057	+	518	NA	intron (ITGB5, intron 5 of 13)	NA	57746	ITGB5								
MV411_2_604_R1_peak_913	chr17	7842961	7843210	+	508	NA	promoter-TSS (KDM6B)	NA	8882	KDM6B								
MV411_2_604_R1_peak_524	chr12	56570160	56570418	+	506	NA	intron (RBMS2, intron 4 of 13)	NA	44994	BAZ2A								
MV411_2_604_R1_peak_1857	chr4	127162897	127163097	+	498	NA	Intergenic	NA	-66644	LOC102724210								
MV411_2_604_R1_peak_2399	chrUn_GL000195v1	30653	30959	+	495	NA	Intergenic	NA	55913	LOC389831								
MV411_2_604_R1_peak_2206	chr8	28401973	28402233	+	481	NA	Intergenic	NA	-15643	ZNF395								
MV411_2_604_R1_peak_1082	chr18	63367392	63367884	+	473	NA	promoter-TSS (KDSR)	NA	-3665	KDSR								
MV411_2_604_R1_peak_896	chr17	5468978	5469183	+	468	NA	promoter-TSS (DHX33)	NA	-20	DHX33								
MV411_2_604_R1_peak_1310	chr19	55599539	55599737	+	467	NA	promoter-TSS (FIZ1)	NA	-76	FIZ1								
MV411_2_604_R1_peak_541	chr12	90253722	90253976	+	459	NA	Intergenic	NA	-421473	LOC102724834								
MV411_2_604_R1_peak_1028	chr17	79993782	79994120	+	456	NA	intron (TBC1D16, intron 3 of 10)	NA	-42681	CCDC40								
MV411_2_604_R1_peak_2183	chr8	21905715	21905959	+	449	NA	Intergenic	NA	7857	DOK2								
MV411_2_604_R1_peak_1769	chr4	7863918	7864225	+	448	NA	intron (AFAP1, intron 3 of 16)	NA	74649	AFAP1								
MV411_2_604_R1_peak_430	chr11	76444663	76445013	+	440	NA	promoter-TSS (C11orf30)	NA	-85	C11orf30								
MV411_2_604_R1_peak_660	chr14	73027004	73027339	+	440	NA	promoter-TSS (ZFYVE1)	NA	-31342	RBM25								
MV411_2_604_R1_peak_908	chr17	7484430	7484761	+	437	NA	promoter-TSS (ZBTB4)	NA	216	POLR2A								
MV411_2_604_R1_peak_230	chr10	32958331	32958514	+	435	NA	promoter-TSS (ITGB1)	NA	-528	ITGB1								
MV411_2_604_R1_peak_1111	chr19	2549833	2550216	+	431	NA	intron (GNG7, intron 3 of 4)	NA	-36453	LOC101929097								
MV411_2_604_R1_peak_68	chr1	46587124	46587377	+	431	NA	promoter-TSS (MKNK1)	NA	2824	LOC101929673								
MV411_2_604_R1_peak_1250	chr19	45515166	45515402	+	425	NA	intron (VASP, intron 1 of 12)	NA	7854	VASP								
MV411_2_604_R1_peak_494	chr12	26340729	26340994	+	421	NA	intron (ITPR2, intron 55 of 56)	NA	-126084	LOC101928554								
MV411_2_604_R1_peak_22	chr1	16896472	16896884	+	418	NA	TTS (RNU1-2)	NA	698	RNU1-2								
MV411_2_604_R1_peak_360	chr11	12124805	12125074	+	418	NA	intron (MICAL2, intron 1 of 27)	NA	16498	LOC102724888								
MV411_2_604_R1_peak_2435	chrUn_KI270467v1	1934	3511	+	407	NA	NA	NA	NA	NA								
MV411_2_604_R1_peak_2293	chr8	129682004	129682259	+	403	NA	Intergenic	NA	104757	GSDMC								
MV411_2_604_R1_peak_195	chr1	234724047	234724418	+	402	NA	intron (LINC01132, intron 1 of 2)	NA	190	LINC01132								
MV411_2_604_R1_peak_2123	chr7	77538718	77539000	+	394	NA	intron (PTPN12, intron 1 of 17)	NA	1320	PTPN12								
MV411_2_604_R1_peak_862	chr16	85829740	85829979	+	392	NA	Intergenic	NA	30163	COX4I1								
