PeakID (cmd=annotatePeaks.pl MV411_3_585_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_3_585_R1_peak_17312	chr7	4641625	4642576	+	2945	NA	Intergenic	NA	-40199	FOXK1								
MV411_3_585_R1_peak_8232	chr17	51166070	51167304	+	1952	NA	promoter-TSS (NME2)	NA	415	NME2								
MV411_3_585_R1_peak_7739	chr17	17205511	17207014	+	1933	NA	promoter-TSS (PLD6)	NA	70	PLD6								
MV411_3_585_R1_peak_9245	chr19	1863396	1864637	+	1915	NA	promoter-TSS (KLF16)	NA	-451	KLF16								
MV411_3_585_R1_peak_9580	chr19	10106095	10106737	+	1868	NA	intron (PPAN-P2RY11, intron 1 of 12)	NA	193	PPAN-P2RY11								
MV411_3_585_R1_peak_19070	chr8	144508187	144509951	+	1865	NA	promoter-TSS (MFSD3)	NA	-100	MFSD3								
MV411_3_585_R1_peak_6561	chr16	4271082	4273803	+	1832	NA	intron (TFAP4, intron 1 of 6)	NA	558	TFAP4								
MV411_3_585_R1_peak_12155	chr20	362247	362869	+	1737	NA	Intergenic	NA	-12913	LOC101929937								
MV411_3_585_R1_peak_10273	chr19	41396876	41397933	+	1708	NA	promoter-TSS (BCKDHA)	NA	-53	EXOSC5								
MV411_3_585_R1_peak_18723	chr8	100722029	100722914	+	1643	NA	promoter-TSS (PABPC1)	NA	11	PABPC1								
MV411_3_585_R1_peak_7483	chr17	2393481	2394136	+	1619	NA	intron (MNT, intron 4 of 5)	NA	7156	MNT								
MV411_3_585_R1_peak_5481	chr14	91417635	91418457	+	1611	NA	promoter-TSS (CCDC88C)	NA	92480	SMEK1								
MV411_3_585_R1_peak_17090	chr6	150865592	150866705	+	1604	NA	promoter-TSS (MTHFD1L)	NA	384	MTHFD1L								
MV411_3_585_R1_peak_16034	chr5	171387579	171388779	+	1590	NA	intron (NPM1, intron 1 of 9)	NA	475	NPM1								
MV411_3_585_R1_peak_9448	chr19	6279849	6280485	+	1588	NA	promoter-TSS (MLLT1)	NA	-333	MLLT1								
MV411_3_585_R1_peak_14342	chr3	131502560	131503123	+	1582	NA	exon (MRPL3, exon 1 of 10)	NA	175	MRPL3								
MV411_3_585_R1_peak_11013	chr2	28894458	28895760	+	1561	NA	intron (WDR43, intron 1 of 17)	NA	442	WDR43								
MV411_3_585_R1_peak_6322	chr15	92808724	92809864	+	1543	NA	intron (LOC101926994, intron 1 of 3)	NA	1040	LOC101926994								
MV411_3_585_R1_peak_12290	chr20	17968164	17969184	+	1543	NA	promoter-TSS (MGME1)	NA	-269	MGME1								
MV411_3_585_R1_peak_8672	chr17	81871202	81872164	+	1529	NA	promoter-TSS (ARHGDIA)	NA	-277	ARHGDIA								
