PeakID (cmd=annotatePeaks.pl MV411_3_136_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_3_136_R1_peak_8797	chr19	38849500	38850131	+	1568	NA	exon (HNRNPL, exon 1 of 10)	NA	2524	HNRNPL								
MV411_3_136_R1_peak_8860	chr19	41264289	41266375	+	1528	NA	exon (HNRNPUL1, exon 1 of 15)	NA	270	HNRNPUL1								
MV411_3_136_R1_peak_193	chr1	16904605	16905265	+	1489	NA	Intergenic	NA	8955	RNU1-2								
MV411_3_136_R1_peak_10860	chr20	35740831	35742306	+	1487	NA	intron (RBM39, intron 1 of 18)	NA	734	RBM39								
MV411_3_136_R1_peak_4465	chr13	28137320	28139299	+	1364	NA	promoter-TSS (PAN3)	NA	865	PAN3-AS1								
MV411_3_136_R1_peak_4477	chr13	29594440	29595729	+	1324	NA	intron (LOC102724249, intron 3 of 3)	NA	604	SLC7A1								
MV411_3_136_R1_peak_10468	chr2	231706069	231708097	+	1276	NA	Intergenic	NA	-1442	PTMA								
MV411_3_136_R1_peak_8242	chr19	5717971	5720596	+	1269	NA	intron (LONP1, intron 1 of 17)	NA	882	LONP1								
MV411_3_136_R1_peak_3979	chr12	64404397	64405783	+	1233	NA	intron (XPOT, intron 1 of 24)	NA	717	XPOT								
MV411_3_136_R1_peak_9072	chr19	48872353	48874266	+	1205	NA	exon (PPP1R15A, exon 2 of 3)	NA	917	PPP1R15A								
MV411_3_136_R1_peak_10342	chr2	207166295	207167284	+	1182	NA	promoter-TSS (KLF7)	NA	387	MIR7845								
MV411_3_136_R1_peak_9026	chr19	47109310	47113255	+	1176	NA	intron (ZC3H4, intron 1 of 14)	NA	2470	ZC3H4								
MV411_3_136_R1_peak_15685	chr7	74657584	74658483	+	1169	NA	promoter-TSS (GTF2I)	NA	-29494	GTF2I								
MV411_3_136_R1_peak_857	chr1	112618028	112620654	+	1165	NA	promoter-TSS (ST7L)	NA	77	ST7L								
MV411_3_136_R1_peak_8466	chr19	13845865	13848244	+	1160	NA	Intergenic	NA	-10439	MIR23A								
MV411_3_136_R1_peak_8748	chr19	35745005	35745552	+	1151	NA	promoter-TSS (PSENEN)	NA	164	U2AF1L4								
MV411_3_136_R1_peak_8375	chr19	10501916	10503731	+	1136	NA	promoter-TSS (KEAP1)	NA	-138	KEAP1								
MV411_3_136_R1_peak_9258	chr19	55653885	55656151	+	1102	NA	exon (U2AF2, exon 1 of 12)	NA	968	U2AF2								
MV411_3_136_R1_peak_8811	chr19	39397858	39399365	+	1062	NA	exon (MED29, exon 4 of 4)	NA	7288	MED29								
