PeakID (cmd=annotatePeaks.pl MV411_3_623_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_3_623_R1_peak_31	chr15	44288235	44288759	+	845	NA	promoter-TSS (CASC4)	NA	-214	CASC4								
MV411_3_623_R1_peak_6	chr1	155244657	155245043	+	559	NA	promoter-TSS (GBA)	NA	12	GBA								
MV411_3_623_R1_peak_90	chr8	81842425	81842654	+	473	NA	promoter-TSS (SNX16)	NA	-253	SNX16								
MV411_3_623_R1_peak_10	chr1	181023131	181023326	+	384	NA	promoter-TSS (STX6)	NA	-311	STX6								
MV411_3_623_R1_peak_60	chr21	32771676	32771886	+	378	NA	promoter-TSS (C21orf49)	NA	77	PAXBP1								
MV411_3_623_R1_peak_54	chr2	88181457	88181600	+	354	NA	intron (THNSL2, intron 4 of 4)	NA	8389	THNSL2								
MV411_3_623_R1_peak_9	chr1	181022900	181023044	+	328	NA	promoter-TSS (STX6)	NA	-55	STX6								
MV411_3_623_R1_peak_61	chr21	32771965	32772147	+	280	NA	promoter-TSS (C21orf49)	NA	-44	C21orf49								
MV411_3_623_R1_peak_29	chr14	32938334	32938686	+	263	NA	promoter-TSS (NPAS3)	NA	-743	NPAS3								
MV411_3_623_R1_peak_53	chr2	88181094	88181185	+	263	NA	intron (THNSL2, intron 4 of 4)	NA	8000	THNSL2								
MV411_3_623_R1_peak_81	chr7	73123737	73123801	+	263	NA	Intergenic	NA	-31155	LOC100093631								
MV411_3_623_R1_peak_77	chr6	37698229	37698447	+	239	NA	promoter-TSS (MDGA1)	NA	-1302	MDGA1								
MV411_3_623_R1_peak_82	chr7	150755508	150755757	+	230	NA	Intergenic	NA	18284	GIMAP5								
MV411_3_623_R1_peak_114	chrX	80809645	80809938	+	228	NA	promoter-TSS (BRWD3)	NA	-57	BRWD3								
MV411_3_623_R1_peak_14	chr10	97840142	97840396	+	215	NA	intron (LINC00866, intron 1 of 2)	NA	9529	LINC00866								
MV411_3_623_R1_peak_32	chr15	60398891	60399151	+	213	NA	Intergenic	NA	-1035	ANXA2								
MV411_3_623_R1_peak_12	chr1	207823855	207824137	+	207	NA	promoter-TSS (LOC101929385)	NA	-1293	LOC101929385								
MV411_3_623_R1_peak_8	chr1	161097745	161097874	+	188	NA	promoter-TSS (KLHDC9)	NA	-552	KLHDC9								
MV411_3_623_R1_peak_18	chr11	66418222	66418632	+	184	NA	Intergenic	NA	-2577	NPAS4								
MV411_3_623_R1_peak_22	chr12	46125238	46125433	+	177	NA	Intergenic	NA	-133274	SCAF11								
MV411_3_623_R1_peak_67	chr3	138609382	138609745	+	176	NA	intron (FAIM, intron 1 of 4)	NA	863	FAIM								
MV411_3_623_R1_peak_7	chr1	161097532	161097690	+	172	NA	promoter-TSS (KLHDC9)	NA	-750	KLHDC9								
MV411_3_623_R1_peak_75	chr6	36300075	36300171	+	155	NA	intron (PNPLA1, intron 5 of 7)	NA	36762	C6orf222								
MV411_3_623_R1_peak_52	chr2	83126240	83126513	+	144	NA	Intergenic	NA	269573	LOC1720								
MV411_3_623_R1_peak_79	chr7	30520912	30521078	+	140	NA	Intergenic	NA	-16154	GGCT								
MV411_3_623_R1_peak_46	chr19	54133778	54133833	+	130	NA	Intergenic	NA	-3915	CNOT3								
MV411_3_623_R1_peak_110	chrUn_KI270467v1	3062	3262	+	121	NA	NA	NA	NA	NA								
MV411_3_623_R1_peak_95	chr8	141203286	141203355	+	119	NA	Intergenic	NA	74699	DENND3								
MV411_3_623_R1_peak_112	chrUn_KI270467v1	3762	3848	+	118	NA	NA	NA	NA	NA								
MV411_3_623_R1_peak_16	chr10	132421600	132421705	+	117	NA	Intergenic	NA	-23558	C10orf91								
MV411_3_623_R1_peak_89	chr8	81842221	81842348	+	114	NA	promoter-TSS (SNX16)	NA	2	SNX16								
MV411_3_623_R1_peak_113	chrX	1916561	1916622	+	113	NA	Intergenic	NA	301543	ASMT								
MV411_3_623_R1_peak_57	chr20	8018241	8018438	+	112	NA	intron (TMX4, intron 1 of 7)	NA	1407	TMX4								
MV411_3_623_R1_peak_76	chr6	37697985	37698168	+	112	NA	promoter-TSS (MDGA1)	NA	-1040	MDGA1								
MV411_3_623_R1_peak_35	chr16	46388660	46388785	+	104	NA	Intergenic	NA	180375	ANKRD26P1								
MV411_3_623_R1_peak_68	chr4	49709729	49709781	+	99	NA	Intergenic	NA	-220431	LOC101060532								
MV411_3_623_R1_peak_72	chr5	38831971	38832184	+	98	NA	intron (CTD-2127H9.1, intron 1 of 3)	NA	13752	CTD-2127H9.1								
MV411_3_623_R1_peak_30	chr14	100617341	100617523	+	95	NA	Intergenic	NA	-39836	LINC00523								
MV411_3_623_R1_peak_106	chrUn_KI270438v1	109570	109617	+	92	NA	NA	NA	NA	NA								
MV411_3_623_R1_peak_74	chr5	171676518	171676705	+	91	NA	Intergenic	NA	-109204	SMIM23								
