PeakID (cmd=annotatePeaks.pl MV411_1_581_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_581_R1_peak_2036	chr22	17483972	17484434	+	3116	NA	intron (CECR2, intron 2 of 18)	NA	-79280	SLC25A18								
MV411_1_581_R1_peak_1972	chr20	58907755	58908223	+	2985	NA	intron (GNAS, intron 6 of 12)	NA	-19157	LOC101927932								
MV411_1_581_R1_peak_538	chr11	66418154	66418695	+	2942	NA	Intergenic	NA	-2580	NPAS4								
MV411_1_581_R1_peak_3250	chr8	76617316	76617845	+	2822	NA	intron (ZFHX4-AS1, intron 2 of 3)	NA	-63700	ZFHX4								
MV411_1_581_R1_peak_2749	chr6	25006536	25007015	+	2819	NA	intron (FAM65B, intron 1 of 13)	NA	29369	LOC102724765								
MV411_1_581_R1_peak_1354	chr18	32042358	32042797	+	2772	NA	intron (RNF125, intron 3 of 5)	NA	24095	RNF125								
MV411_1_581_R1_peak_1638	chr2	32484885	32485381	+	2632	NA	intron (BIRC6, intron 39 of 73)	NA	-47080	MIR558								
MV411_1_581_R1_peak_2103	chr3	3632437	3632850	+	2607	NA	Intergenic	NA	-166794	LRRN1								
MV411_1_581_R1_peak_2136	chr3	18512021	18512443	+	2219	NA	Intergenic	NA	-14160	LOC101927777								
MV411_1_581_R1_peak_1199	chr16	88958076	88958526	+	2198	NA	intron (CBFA2T3, intron 1 of 11)	NA	-17101	CBFA2T3								
MV411_1_581_R1_peak_2059	chr22	29658210	29658600	+	2114	NA	intron (NF2, intron 7 of 16)	NA	54849	NF2								
MV411_1_581_R1_peak_1814	chr2	195650361	195650989	+	2093	NA	Intergenic	NA	-6133	SLC39A10								
MV411_1_581_R1_peak_3147	chr8	22974065	22974568	+	2022	NA	Intergenic	NA	-21532	RHOBTB2								
MV411_1_581_R1_peak_783	chr12	124380342	124380815	+	1993	NA	intron (NCOR2, intron 19 of 48)	NA	-43341	MIR6880								
MV411_1_581_R1_peak_3168	chr8	32361462	32361822	+	1975	NA	intron (NRG1, intron 1 of 4)	NA	-79104	NRG1-IT3								
MV411_1_581_R1_peak_2905	chr6	159084487	159084921	+	1926	NA	Intergenic	NA	-22769	LOC101929094								
MV411_1_581_R1_peak_375	chr10	44725389	44725783	+	1823	NA	Intergenic	NA	-185730	TMEM72								
MV411_1_581_R1_peak_3384	chr9	18597003	18597325	+	1818	NA	intron (ADAMTSL1, intron 4 of 28)	NA	23858	MIR3152								
MV411_1_581_R1_peak_1846	chr2	219279005	219279522	+	1812	NA	promoter-TSS (DNAJB2)	NA	-55	DNAJB2								
MV411_1_581_R1_peak_1245	chr17	36090069	36090602	+	1698	NA	promoter-TSS (CCL3)	NA	-175	CCL3								
MV411_1_581_R1_peak_1230	chr17	21034351	21034715	+	1675	NA	intron (USP22, intron 1 of 12)	NA	8506	USP22								
MV411_1_581_R1_peak_287	chr1	224334012	224334403	+	1662	NA	Intergenic	NA	-4020	NVL								
MV411_1_581_R1_peak_2226	chr3	76554795	76555208	+	1662	NA	intron (ROBO2, intron 2 of 23)	NA	-154657	LOC102724949								
MV411_1_581_R1_peak_3523	chrX	1916222	1917151	+	1659	NA	Intergenic	NA	301553	ASMT								
MV411_1_581_R1_peak_3330	chr8	128239104	128239500	+	1648	NA	Intergenic	NA	89186	MIR1208								
MV411_1_581_R1_peak_2553	chr5	56736076	56736425	+	1624	NA	Intergenic	NA	-84306	MAP3K1								
MV411_1_581_R1_peak_2363	chr4	2787272	2787740	+	1609	NA	Intergenic	NA	-24713	SH3BP2								
MV411_1_581_R1_peak_2458	chr4	131426410	131426787	+	1607	NA	Intergenic	NA	-338439	RP11-614F17.2								
MV411_1_581_R1_peak_1810	chr2	187982684	187982982	+	1605	NA	Intergenic	NA	-309716	GULP1								
MV411_1_581_R1_peak_321	chr1	236185717	236186057	+	1599	NA	intron (GPR137B, intron 5 of 5)	NA	43334	GPR137B								
MV411_1_581_R1_peak_1144	chr16	29909439	29909855	+	1588	NA	intron (KCTD13, intron 5 of 5)	NA	8783	ASPHD1								
MV411_1_581_R1_peak_3204	chr8	48521117	48521598	+	1580	NA	Intergenic	NA	-30210	RP11-770E5.1								
MV411_1_581_R1_peak_918	chr14	75287643	75288103	+	1575	NA	Intergenic	NA	-6531	RP11-293M10.5								
MV411_1_581_R1_peak_2413	chr4	82293312	82293633	+	1559	NA	Intergenic	NA	80524	HNRNPD								
MV411_1_581_R1_peak_1342	chr18	11916842	11917252	+	1550	NA	Intergenic	NA	-8250	MPPE1								
MV411_1_581_R1_peak_2875	chr6	141483677	141483984	+	1528	NA	Intergenic	NA	604969	NMBR								
MV411_1_581_R1_peak_1904	chr20	6700989	6701307	+	1528	NA	Intergenic	NA	-66950	BMP2								
MV411_1_581_R1_peak_1871	chr2	233966311	233966689	+	1520	NA	intron (TRPM8, intron 14 of 25)	NA	49102	TRPM8								
MV411_1_581_R1_peak_2170	chr3	40971483	40971879	+	1512	NA	Intergenic	NA	-227770	CTNNB1								
MV411_1_581_R1_peak_117	chr1	89692792	89693114	+	1506	NA	intron (LRRC8C, intron 2 of 2)	NA	24659	LRRC8C								
MV411_1_581_R1_peak_1976	chr20	59752325	59752619	+	1505	NA	intron (PHACTR3, intron 3 of 12)	NA	-124183	LOC100506384								
MV411_1_581_R1_peak_1652	chr2	42118313	42118684	+	1440	NA	Intergenic	NA	51824	LOC102723824								
MV411_1_581_R1_peak_2112	chr3	9087806	9088169	+	1437	NA	intron (SRGAP3, intron 3 of 21)	NA	-104995	AC037193.1								
MV411_1_581_R1_peak_1858	chr2	226772655	226773129	+	1430	NA	intron (IRS1, intron 1 of 1)	NA	26937	IRS1								
MV411_1_581_R1_peak_2307	chr3	157160700	157161027	+	1397	NA	promoter-TSS (CCNL1)	NA	-170	CCNL1								
MV411_1_581_R1_peak_654	chr12	32482303	32482621	+	1389	NA	intron (FGD4, intron 1 of 16)	NA	-3397	FGD4								
MV411_1_581_R1_peak_2969	chr7	30430758	30431088	+	1381	NA	intron (NOD1, intron 9 of 10)	NA	-29128	LOC101928268								
MV411_1_581_R1_peak_506	chr11	33893634	33894113	+	1355	NA	Intergenic	NA	-23910	LMO2								
MV411_1_581_R1_peak_1912	chr20	12053312	12053706	+	1348	NA	Intergenic	NA	162786	BTBD3								
MV411_1_581_R1_peak_460	chr10	117762605	117763005	+	1345	NA	Intergenic	NA	27863	LOC102724627								
MV411_1_581_R1_peak_1042	chr15	69607215	69607605	+	1329	NA	Intergenic	NA	45690	RP11-279F6.1								
MV411_1_581_R1_peak_3313	chr8	120868756	120869122	+	1324	NA	Intergenic	NA	-55878	SNTB1								
MV411_1_581_R1_peak_1321	chr17	78413130	78413495	+	1302	NA	intron (PGS1, intron 7 of 9)	NA	34688	PGS1								
MV411_1_581_R1_peak_816	chr13	32548708	32549142	+	1290	NA	Intergenic	NA	-10124	N4BP2L2								
MV411_1_581_R1_peak_1521	chr19	39093855	39094173	+	1287	NA	intron (PAPL, intron 2 of 12)	NA	9709	PAPL								
MV411_1_581_R1_peak_3112	chr8	6291849	6292184	+	1266	NA	Intergenic	NA	114532	LOC100287015								
MV411_1_581_R1_peak_2946	chr7	18495095	18495785	+	1261	NA	promoter-TSS (HDAC9)	NA	-59760	LOC102724089								
MV411_1_581_R1_peak_503	chr11	33198087	33198398	+	1244	NA	Intergenic	NA	36585	CSTF3-AS1								
MV411_1_581_R1_peak_1716	chr2	100192817	100193177	+	1238	NA	Intergenic	NA	-15257	LINC01104								
MV411_1_581_R1_peak_3319	chr8	124702969	124703286	+	1237	NA	intron (MTSS1, intron 2 of 12)	NA	25346	MTSS1								
MV411_1_581_R1_peak_3258	chr8	81154123	81154409	+	1234	NA	Intergenic	NA	-42198	PAG1								
MV411_1_581_R1_peak_3533	chrX	10121788	10122143	+	1225	NA	intron (WWC3, intron 11 of 22)	NA	-34980	CLCN4								
MV411_1_581_R1_peak_183	chr1	157944691	157945050	+	1210	NA	Intergenic	NA	-48713	KIRREL								
MV411_1_581_R1_peak_1340	chr18	10593545	10594001	+	1206	NA	Intergenic	NA	-7521	LOC101927376								
MV411_1_581_R1_peak_2807	chr6	73654259	73654843	+	1203	NA	promoter-TSS (SLC17A5)	NA	-1059	SLC17A5								
MV411_1_581_R1_peak_1035	chr15	67024500	67024856	+	1189	NA	intron (LOC102723493, intron 2 of 4)	NA	-37031	LOC102723493								
MV411_1_581_R1_peak_2296	chr3	147431791	147432123	+	1186	NA	intron (FLJ30375, intron 1 of 2)	NA	12129	FLJ30375								
MV411_1_581_R1_peak_1100	chr15	101199716	101200047	+	1167	NA	intron (CHSY1, intron 2 of 2)	NA	-11758	CHSY1								
MV411_1_581_R1_peak_552	chr11	76626855	76627232	+	1139	NA	promoter-TSS (LOC101928813)	NA	-209	LOC101928813								
MV411_1_581_R1_peak_376	chr10	44978739	44979012	+	1139	NA	promoter-TSS (C10orf10)	NA	7	C10orf10								
MV411_1_581_R1_peak_1386	chr18	57107229	57107606	+	1121	NA	Intergenic	NA	-35298	LINC-ROR								
MV411_1_581_R1_peak_676	chr12	49222518	49222853	+	1121	NA	intron (LOC102723916, intron 1 of 2)	NA	13762	LOC102723916								
MV411_1_581_R1_peak_570	chr11	99632986	99633432	+	1110	NA	intron (CNTN5, intron 1 of 21)	NA	612233	CNTN5								
MV411_1_581_R1_peak_2063	chr22	31293725	31294004	+	1103	NA	Intergenic	NA	-1330	PIK3IP1								
MV411_1_581_R1_peak_827	chr13	41916629	41916929	+	1091	NA	intron (VWA8, intron 2 of 26)	NA	44306	VWA8								
MV411_1_581_R1_peak_3228	chr8	64729591	64729919	+	1076	NA	intron (CYP7B1, intron 1 of 5)	NA	69036	CYP7B1								
MV411_1_581_R1_peak_855	chr13	110870305	110870639	+	1054	NA	promoter-TSS (LINC00346)	NA	-164	LINC00346								
MV411_1_581_R1_peak_2575	chr5	75847572	75847870	+	1054	NA	Intergenic	NA	-130233	POC5								
MV411_1_581_R1_peak_2377	chr4	17142449	17142729	+	1049	NA	Intergenic	NA	43468	RP11-576E20.1								
MV411_1_581_R1_peak_2190	chr3	49412036	49412408	+	1048	NA	promoter-TSS (TCTA)	NA	16	TCTA								
MV411_1_581_R1_peak_2072	chr22	34866861	34867243	+	1044	NA	Intergenic	NA	-199085	ISX								
MV411_1_581_R1_peak_3145	chr8	22704951	22705327	+	1040	NA	Intergenic	NA	-12844	EGR3								
MV411_1_581_R1_peak_2352	chr3	194824695	194825125	+	1038	NA	Intergenic	NA	116489	AC090505.6								
MV411_1_581_R1_peak_2904	chr6	158869593	158869989	+	1032	NA	promoter-TSS (C6orf99)	NA	-3797	C6orf99								
MV411_1_581_R1_peak_1852	chr2	223586307	223586615	+	1032	NA	Intergenic	NA	16038	SCG2								
MV411_1_581_R1_peak_2911	chr6	164108907	164109334	+	1031	NA	Intergenic	NA	-437636	LOC102724152								
MV411_1_581_R1_peak_1435	chr19	2546362	2546800	+	1020	NA	intron (GNG7, intron 3 of 4)	NA	-33010	LOC101929097								
MV411_1_581_R1_peak_1553	chr19	47113099	47113574	+	1017	NA	promoter-TSS (ZC3H4)	NA	-232	ZC3H4								
MV411_1_581_R1_peak_1277	chr17	57422712	57423032	+	1010	NA	intron (MSI2, intron 6 of 10)	NA	100725	RP11-118E18.2								
MV411_1_581_R1_peak_806	chr13	28468028	28468390	+	1002	NA	intron (FLT1, intron 1 of 14)	NA	26919	FLT1								
MV411_1_581_R1_peak_2703	chr5	178467645	178467936	+	1000	NA	intron (COL23A1, intron 2 of 28)	NA	122782	COL23A1								
MV411_1_581_R1_peak_3555	chrX	41634349	41634646	+	998	NA	intron (CASK, intron 9 of 25)	NA	-54476	GPR34								
MV411_1_581_R1_peak_921	chr14	77043299	77043781	+	994	NA	intron (RP11-7F17.5, intron 1 of 3)	NA	2580	RP11-7F17.5								
MV411_1_581_R1_peak_1544	chr19	45439709	45440078	+	994	NA	intron (ERCC1, intron 1 of 8)	NA	3239	MIR6088								
MV411_1_581_R1_peak_313	chr1	234613497	234613822	+	984	NA	Intergenic	NA	-4134	IRF2BP2								
MV411_1_581_R1_peak_3499	chr9	131678465	131678844	+	983	NA	intron (RAPGEF1, intron 1 of 26)	NA	58884	RAPGEF1								
MV411_1_581_R1_peak_1259	chr17	44123538	44123855	+	981	NA	promoter-TSS (HDAC5)	NA	-50	HDAC5								
MV411_1_581_R1_peak_2212	chr3	63679285	63679625	+	979	NA	Intergenic	NA	26787	SNTN								
MV411_1_581_R1_peak_2533	chr5	32390951	32391209	+	979	NA	intron (ZFR, intron 10 of 18)	NA	3395	MIR579								
