PeakID (cmd=annotatePeaks.pl MV411_1_324_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_324_R1_peak_203	chr8	42051831	42052326	+	2379	NA	promoter-TSS (KAT6A)	NA	-91	KAT6A								
MV411_1_324_R1_peak_137	chr20	33731944	33732433	+	1487	NA	intron (ZNF341, intron 1 of 13)	NA	428	ZNF341								
MV411_1_324_R1_peak_30	chr11	66418157	66418730	+	1448	NA	Intergenic	NA	-2561	NPAS4								
MV411_1_324_R1_peak_138	chr20	58907819	58908165	+	1021	NA	intron (GNAS, intron 6 of 12)	NA	18702	GNAS								
MV411_1_324_R1_peak_238	chrX	1916194	1917202	+	805	NA	Intergenic	NA	321243	ASMT								
MV411_1_324_R1_peak_41	chr12	104138074	104138404	+	628	NA	promoter-TSS (NFYB)	NA	-780	NFYB								
MV411_1_324_R1_peak_76	chr17	42388555	42388897	+	612	NA	promoter-TSS (STAT3)	NA	-158	STAT3								
MV411_1_324_R1_peak_67	chr16	69565750	69566051	+	490	NA	promoter-TSS (NFAT5)	NA	-66	NFAT5								
MV411_1_324_R1_peak_126	chr2	219279101	219279428	+	467	NA	promoter-TSS (DNAJB2)	NA	-54	DNAJB2								
MV411_1_324_R1_peak_199	chr8	22974200	22974483	+	462	NA	Intergenic	NA	-25238	RHOBTB2								
MV411_1_324_R1_peak_159	chr4	2787348	2787701	+	414	NA	Intergenic	NA	-5547	SH3BP2								
MV411_1_324_R1_peak_110	chr2	32485004	32485257	+	319	NA	intron (BIRC6, intron 39 of 73)	NA	-47023	MIR558								
MV411_1_324_R1_peak_144	chr3	3632533	3632758	+	316	NA	Intergenic	NA	-166792	LRRN1								
MV411_1_324_R1_peak_234	chrM	9725	16569	+	314	NA	TTS (TRNH)	NA	881	TRNL2								
MV411_1_324_R1_peak_141	chr22	17483976	17484430	+	313	NA	intron (CECR2, intron 2 of 18)	NA	-54990	CECR2								
MV411_1_324_R1_peak_54	chr14	75287774	75288004	+	295	NA	Intergenic	NA	-6515	RP11-293M10.5								
MV411_1_324_R1_peak_188	chr7	18495483	18495799	+	294	NA	promoter-TSS (HDAC9)	NA	-13636	HDAC9								
MV411_1_324_R1_peak_208	chr8	76617411	76617735	+	293	NA	intron (ZFHX4-AS1, intron 2 of 3)	NA	-63707	ZFHX4								
MV411_1_324_R1_peak_206	chr8	64729575	64729893	+	285	NA	intron (CYP7B1, intron 1 of 5)	NA	69057	CYP7B1								
MV411_1_324_R1_peak_93	chr19	2546371	2546744	+	279	NA	intron (GNG7, intron 3 of 4)	NA	-32986	LOC101929097								
MV411_1_324_R1_peak_146	chr3	18512106	18512359	+	270	NA	Intergenic	NA	-14160	LOC101927777								
MV411_1_324_R1_peak_225	chrM	1	1047	+	267	NA	promoter-TSS (RNR1)	NA	-53	TRNF								
MV411_1_324_R1_peak_172	chr6	25006639	25006919	+	263	NA	intron (FAM65B, intron 1 of 13)	NA	29365	LOC102724765								
MV411_1_324_R1_peak_158	chr3	194824759	194825130	+	258	NA	Intergenic	NA	116523	AC090505.6								
MV411_1_324_R1_peak_124	chr2	195650603	195650839	+	232	NA	Intergenic	NA	-6590	SLC39A10								
MV411_1_324_R1_peak_71	chr17	21034314	21034636	+	232	NA	intron (USP22, intron 1 of 12)	NA	8934	USP22								
MV411_1_324_R1_peak_228	chrM	3056	4052	+	226	NA	promoter-TSS (TRNI)	NA	324	TRNL1								
MV411_1_324_R1_peak_150	chr3	40971555	40971861	+	223	NA	Intergenic	NA	-227769	CTNNB1								
MV411_1_324_R1_peak_184	chr6	164108978	164109210	+	211	NA	Intergenic	NA	-437610	LOC102724152								
MV411_1_324_R1_peak_180	chr6	141483734	141483941	+	208	NA	Intergenic	NA	604962	NMBR								
MV411_1_324_R1_peak_40	chr12	82358329	82358604	+	208	NA	promoter-TSS (CCDC59)	NA	-31	METTL25								
MV411_1_324_R1_peak_167	chr5	138753073	138753449	+	208	NA	promoter-TSS (CTNNA1)	NA	122107	LRRTM2								
MV411_1_324_R1_peak_227	chrM	2055	2921	+	206	NA	promoter-TSS (TRNL1)	NA	-742	TRNL1								
MV411_1_324_R1_peak_111	chr2	42118213	42118619	+	206	NA	Intergenic	NA	-50942	EML4								
MV411_1_324_R1_peak_213	chr8	128239095	128239451	+	197	NA	Intergenic	NA	89146	MIR1208								
MV411_1_324_R1_peak_196	chr8	6291894	6292110	+	196	NA	Intergenic	NA	114546	LOC100287015								
MV411_1_324_R1_peak_200	chr8	32361535	32361771	+	195	NA	intron (NRG1, intron 1 of 4)	NA	-79093	NRG1-IT3								
MV411_1_324_R1_peak_143	chr22	29658284	29658510	+	193	NA	intron (NF2, intron 7 of 16)	NA	54841	NF2								
MV411_1_324_R1_peak_74	chr17	36090133	36090493	+	192	NA	promoter-TSS (CCL3)	NA	-153	CCL3								
MV411_1_324_R1_peak_83	chr17_KI270729v1_random	160912	161184	+	192	NA	NA	NA	NA	NA								
MV411_1_324_R1_peak_98	chr19	16324568	16324869	+	186	NA	promoter-TSS (KLF2)	NA	-122	KLF2								
MV411_1_324_R1_peak_231	chrM	6225	6642	+	185	NA	promoter-TSS (TRNY)	NA	-542	TRNY								
