Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20200924_MP1_MP8230_S113_R1_001	13.656212029181631	52.0	100.0	0.0	26085805.0
20200924_MP1_MP8230_S113_R2_001	13.06773767388745	52.0	100.0	0.0	26085805.0
20200924_MP2_MP8230_S114_R1_001	14.551057551366483	52.0	100.0	0.0	24815882.0
20200924_MP2_MP8230_S114_R2_001	14.225687911856141	52.0	100.0	0.0	24815882.0
20200924_MP3_MP8230_S115_R1_001	16.014287294030765	52.0	100.0	0.0	33677161.0
20200924_MP3_MP8230_S115_R2_001	15.468141330742	52.0	100.0	0.0	33677161.0
20200924_MP4_MP8230_S116_R1_001	9.216374174921526	49.0	100.0	9.090909090909092	22340992.0
20200924_MP4_MP8230_S116_R2_001	9.040586486318205	49.0	100.0	9.090909090909092	22340992.0
20200924_MP5_MP8230_S117_R1_001	13.723575559821228	52.0	100.0	0.0	31457973.0
20200924_MP5_MP8230_S117_R2_001	13.343432588841523	52.0	100.0	0.0	31457973.0
20200924_MP6_MP8230_S118_R1_001	16.31314583296981	52.0	100.0	0.0	32844699.0
20200924_MP6_MP8230_S118_R2_001	15.904045594371041	52.0	100.0	0.0	32844699.0
20200924_MP7_MP8230_S119_R1_001	10.024466832910278	49.0	100.0	9.090909090909092	25041051.0
20200924_MP7_MP8230_S119_R2_001	9.682247227643643	48.0	100.0	9.090909090909092	25041051.0
20200924_MP8_MP8230_S120_R1_001	12.711999201491892	51.0	100.0	0.0	28106569.0
20200924_MP8_MP8230_S120_R2_001	12.471956297108903	51.0	100.0	0.0	28106569.0
