MV411	chr14_GL000225v1_random
E1	E2	E3	E4	E5	E6	E7	E8
0.0156	0	0	0.9844	0.0001	0	0	0
0.0024	0.0001	0.0003	0.9972	0	0	0	0
0.0009	0.0001	0.0004	0.9986	0	0	0	0
0.0008	0.0001	0.0005	0.9987	0	0	0	0
0.0007	0.0001	0.0006	0.9986	0	0	0	0
0.0007	0.0001	0.0006	0.9986	0	0	0	0
0.0007	0.0001	0.0007	0.9985	0	0	0	0
0.0007	0.0001	0.0008	0.9984	0	0	0	0
0.0007	0.0001	0.0009	0.9983	0	0	0	0
0.0007	0.0001	0.001	0.9982	0	0	0	0
0.0007	0.0001	0.0011	0.9981	0	0	0	0
0.0008	0.0001	0.0012	0.998	0	0	0	0
0.0008	0.0001	0.0013	0.9979	0	0	0	0
0.0008	0.0001	0.0014	0.9977	0	0	0	0
0.0008	0.0001	0.0016	0.9976	0	0	0	0
0.0008	0.0001	0.0017	0.9974	0	0	0	0
0.0008	0.0001	0.0019	0.9972	0	0	0	0
0.0008	0.0001	0.0021	0.997	0	0	0	0
0.0008	0.0001	0.0023	0.9968	0	0	0	0
0.0008	0.0001	0.0026	0.9965	0	0	0	0
0.0008	0.0001	0.0028	0.9962	0	0	0	0
0.0008	0.0002	0.0031	0.9959	0	0	0	0
0.0008	0.0002	0.0034	0.9955	0	0	0	0
0.0008	0.0003	0.0038	0.995	0	0	0	0
0.001	0.0005	0.0041	0.9943	0	0	0	0
0.0017	0.0009	0.0045	0.9928	0	0	0	0
0.0083	0.0016	0.0049	0.9852	0	0.0001	0	0
0.0667	0.0026	0.0047	0.926	0	0	0	0
0.0083	0.0017	0.0096	0.9803	0	0	0	0
0.0017	0.001	0.0107	0.9865	0	0.0001	0	0
0.0009	0.0006	0.0111	0.9873	0	0.0001	0	0
0.0008	0.0004	0.0114	0.9872	0	0	0	0
0.0008	0.0003	0.0117	0.9871	0	0	0	0
0.0008	0.0002	0.0121	0.9868	0	0	0	0
0.0008	0.0002	0.0124	0.9865	0	0	0	0
0.0008	0.0002	0.0128	0.9861	0	0.0001	0	0
0.0009	0.0002	0.0132	0.9857	0	0.0001	0	0
0.0009	0.0003	0.0136	0.9851	0	0.0001	0	0
0.0009	0.0004	0.0141	0.9845	0	0.0001	0	0
0.0009	0.0005	0.0147	0.9838	0	0.0001	0	0
0.001	0.0008	0.0153	0.9828	0	0.0001	0	0
0.001	0.0014	0.0159	0.9816	0	0.0001	0	0
0.0013	0.0024	0.0165	0.9796	0	0.0001	0	0
0.0027	0.0044	0.0171	0.9757	0	0.0002	0	0
