MV411	chrUn_GL000224v1
E1	E2	E3	E4	E5	E6	E7	E8
0.0185	0	0	0.9814	0.0001	0	0	0
0.0052	0.0008	0.0009	0.9931	0	0	0	0
0.0098	0.0013	0.0012	0.9877	0	0	0	0
0.0652	0.0018	0.001	0.932	0	0	0	0
0.0081	0.0011	0.0025	0.9883	0	0	0	0
0.0016	0.0007	0.0027	0.995	0	0	0	0
0.0009	0.0004	0.0028	0.9959	0	0	0	0
0.0008	0.0002	0.0028	0.9962	0	0	0	0
0.0008	0.0002	0.0028	0.9962	0	0	0	0
0.0008	0.0001	0.0028	0.9963	0	0	0	0
0.0008	0.0001	0.0029	0.9962	0	0	0	0
0.0008	0.0001	0.0029	0.9962	0	0	0	0
0.0008	0.0001	0.0029	0.9961	0	0	0	0
0.0008	0.0002	0.003	0.996	0	0	0	0
0.0008	0.0002	0.0031	0.9959	0	0	0	0
0.0009	0.0004	0.0031	0.9956	0	0	0	0
0.0016	0.0006	0.0032	0.9946	0	0	0	0
0.0079	0.0011	0.0031	0.9879	0	0	0	0
0.0638	0.0017	0.0021	0.9324	0	0	0	0
0.0079	0.0011	0.0032	0.9877	0	0	0	0
0.0016	0.0006	0.0034	0.9944	0	0	0	0
0.0009	0.0004	0.0033	0.9954	0	0	0	0
0.0008	0.0002	0.0033	0.9957	0	0	0	0
0.0008	0.0002	0.0032	0.9958	0	0	0	0
0.0008	0.0001	0.0032	0.9959	0	0	0	0
0.0008	0.0001	0.0031	0.996	0	0	0	0
0.0008	0.0001	0.0031	0.996	0	0	0	0
0.0008	0.0001	0.0031	0.996	0	0	0	0
0.0008	0.0001	0.0031	0.996	0	0	0	0
0.0008	0.0001	0.0031	0.996	0	0	0	0
0.0008	0.0001	0.0032	0.996	0	0	0	0
0.0008	0.0001	0.0032	0.9959	0	0	0	0
0.0008	0.0001	0.0032	0.9959	0	0	0	0
0.0008	0.0001	0.0033	0.9958	0	0	0	0
0.0008	0.0002	0.0034	0.9956	0	0	0	0
0.0008	0.0002	0.0035	0.9955	0	0	0	0
0.0009	0.0004	0.0036	0.9951	0	0	0	0
0.0016	0.0007	0.0037	0.994	0	0	0	0
0.0079	0.0012	0.0036	0.9872	0	0	0	0
0.0641	0.0018	0.0027	0.9313	0	0	0	0
0.008	0.0012	0.0043	0.9866	0	0	0	0
0.0016	0.0007	0.0045	0.9932	0	0	0	0
0.0009	0.0004	0.0045	0.9942	0	0	0	0
0.0008	0.0003	0.0045	0.9945	0	0	0	0
