TF binding sites from Andrew's analysis with at least 3 TFs co-binding,,
chr1,181372,181674
chr1,778502,778927
chr1,817169,817525
chr1,838302,838640
chr1,869698,870078
chr1,904623,905012
chr1,905074,905614
chr1,906705,907124
chr1,921009,921750
chr1,923569,924038
chr1,938190,938578
chr1,940118,940552
chr1,958958,959433
chr1,960380,960739
chr1,965997,967214
chr1,975929,976456
chr1,1000033,1000379
chr1,1000385,1001093
chr1,1004797,1005366
chr1,1013061,1013741
chr1,1019250,1020358
chr1,1032956,1033446
chr1,1038726,1039075
chr1,1039476,1039878
chr1,1040655,1041055
chr1,1059200,1059782
chr1,1063786,1064664
chr1,1069170,1069614
chr1,1079970,1080581
chr1,1103803,1104558
chr1,1116010,1116651
chr1,1117383,1117850
chr1,1122174,1122472
chr1,1123453,1124571
chr1,1144028,1144391
chr1,1144399,1144934
chr1,1157400,1158381
chr1,1175160,1175499
chr1,1200842,1201219
chr1,1201303,1201699
chr1,1208031,1208425
chr1,1212646,1213207
chr1,1231640,1232272
chr1,1232427,1232850
chr1,1259911,1260556
chr1,1273712,1274204
chr1,1307915,1308851
chr1,1324282,1324994
chr1,1349307,1350091
chr1,1371271,1371849
chr1,1372098,1372624
chr1,1374893,1375670
chr1,1398203,1398516
chr1,1399278,1399782
chr1,1407022,1407694
chr1,1435461,1436064
chr1,1437993,1438346
chr1,1440942,1441444
chr1,1471324,1471872
chr1,1504762,1505289
chr1,1511431,1512255
chr1,1573817,1574136
chr1,1574451,1575211
chr1,1587114,1587436
chr1,1599471,1599977
chr1,1614067,1614913
chr1,1615222,1615948
chr1,1630337,1630630
chr1,1658833,1659349
chr1,1686219,1686806
chr1,1693032,1693394
chr1,1724154,1724594
chr1,1746301,1746606
chr1,1764015,1764589
chr1,1775642,1776008
chr1,1778379,1779239
chr1,1780335,1780718
chr1,1782470,1783205
chr1,1857051,1857559
chr1,1861006,1861295
chr1,1869318,1869876
chr1,1889931,1890451
chr1,1890972,1891559
chr1,1906262,1906600
chr1,1908857,1909486
chr1,1919222,1919765
chr1,1944001,1944299
chr1,1960056,1960451
chr1,1966448,1966720
chr1,1996105,1996593
chr1,2003638,2004167
chr1,2025654,2026091
chr1,2044610,2045205
chr1,2046511,2046863
chr1,2091488,2091960
chr1,2112134,2112786
chr1,2126866,2127450
chr1,2133162,2133893
chr1,2139758,2140284
chr1,2148702,2149066
chr1,2151203,2151715
chr1,2170242,2170543
chr1,2174301,2174632
chr1,2189322,2190007
chr1,2194627,2195471
chr1,2204603,2205633
chr1,2212237,2213109
chr1,2227337,2228054
chr1,2234332,2235032
chr1,2240265,2240906
chr1,2245830,2247073
chr1,2255664,2256252
chr1,2259828,2260408
chr1,2275855,2276191
chr1,2290577,2291201
chr1,2300248,2300743
chr1,2300904,2301442
chr1,2314489,2315628
chr1,2381725,2382573
chr1,2391415,2392099
chr1,2412340,2412865
chr1,2414409,2414724
chr1,2525907,2526845
chr1,2539354,2539655
chr1,2546077,2546534
chr1,2546714,2547179
chr1,2548009,2548506
chr1,2548732,2549016
