Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
20220506_MED1-DMSO_MP10046_S112_R1_001	16.64832154734019	40.0	150.0	0.0	56586060.0
20220506_MED1-DMSO_MP10046_S112_R2_001	15.854704981734372	40.0	150.0	0.0	56586060.0
20220506_MED1-VHL_MP10046_S116_R1_001	23.983831260700796	40.0	150.0	9.090909090909092	58623555.0
20220506_MED1-VHL_MP10046_S116_R2_001	23.116307072406457	40.0	150.0	9.090909090909092	58623555.0
20220506_MYB-DMSO_MP10046_S110_R1_001	14.795883437916245	42.0	150.0	0.0	59173551.0
20220506_MYB-DMSO_MP10046_S110_R2_001	14.00976318712712	42.0	150.0	0.0	59173551.0
20220506_MYB-VHL_MP10046_S114_R1_001	21.39203800536727	42.0	150.0	0.0	60541533.0
20220506_MYB-VHL_MP10046_S114_R2_001	20.604143118806007	42.0	150.0	0.0	60541533.0
20220506_MYC-DMSO_MP10046_S111_R1_001	26.382352321232176	45.0	150.0	9.090909090909092	56959898.0
20220506_MYC-DMSO_MP10046_S111_R2_001	24.963381175718737	45.0	150.0	9.090909090909092	56959898.0
20220506_MYC-VHL_MP10046_S115_R1_001	21.93531495765116	44.0	150.0	9.090909090909092	43771030.0
20220506_MYC-VHL_MP10046_S115_R2_001	20.41021934057909	44.0	150.0	9.090909090909092	43771030.0
20220506_PolII-DMSO_MP10046_S113_R1_001	42.9693549789115	42.0	150.0	27.27272727272727	77340559.0
20220506_PolII-DMSO_MP10046_S113_R2_001	42.29581647184736	42.0	150.0	27.27272727272727	77340559.0
20220506_PolII-VHL_MP10046_S117_R1_001	29.341599535799233	43.0	150.0	18.181818181818183	72735145.0
20220506_PolII-VHL_MP10046_S117_R2_001	28.372206777868726	43.0	150.0	18.181818181818183	72735145.0
