GENE,MV411-MYB-dTAG-DMSO_1h,MV411-MYB-dTAG-VHL_1h,MV411-MYB-dTAG-DMSO_2h,MV411-MYB-dTAG-VHL_2h,MV411-MYB-dTAG-DMSO_4h,MV411-MYB-dTAG-VHL_4h,MV411-MYB-dTAG-DMSO_8h,MV411-MYB-dTAG-VHL_8h,MV411-MYB-dTAG-DMSO_12h,MV411-MYB-dTAG-VHL_12h,MV411-MYB-dTAG-DMSO_24h,MV411-MYB-dTAG-VHL_24h,MV411-MYB-dTAG-DMSO_48h,MV411-MYB-dTAG-VHL_48h
A1BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2MP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT1,16.0,21.0,49.0,32.0,18.0,26.0,30.0,30.0,13.0,32.0,26.0,48.0,37.0,25.0
AAMP,38.0,20.0,62.0,36.0,24.0,15.0,26.0,31.0,23.0,18.0,31.0,27.0,35.0,21.0
AARS1,35.0,42.0,75.0,72.0,27.0,26.0,36.0,39.0,25.0,33.0,47.0,55.0,105.0,32.0
ABAT,8.0,5.0,7.0,10.0,10.0,12.0,9.0,14.0,8.0,15.0,7.0,41.0,15.0,25.0
ABCA1,8.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,4.0,7.0,3.0,8.0,1.0
ABCA2,8.0,3.0,9.0,3.0,7.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,6.0,1.0
ABCA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB7,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
ABCF1,92.0,48.0,98.0,76.0,53.0,31.0,66.0,67.0,40.0,64.0,74.0,71.0,96.0,60.0
ABL1,96.0,56.0,121.0,86.0,43.0,37.0,47.0,66.0,41.0,57.0,68.0,83.0,97.0,26.0
AOC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABL2,51.0,44.0,158.0,132.0,74.0,69.0,64.0,97.0,39.0,92.0,67.0,113.0,116.0,85.0
ABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABR,112.0,90.0,157.0,169.0,92.0,86.0,73.0,151.0,58.0,175.0,108.0,196.0,154.0,119.0
ACAA1,46.0,42.0,90.0,86.0,30.0,20.0,25.0,38.0,25.0,31.0,39.0,68.0,76.0,66.0
ACACA,81.0,58.0,141.0,160.0,70.0,71.0,80.0,91.0,71.0,76.0,95.0,129.0,168.0,57.0
ACACB,5.0,1.0,5.0,3.0,5.0,4.0,4.0,11.0,3.0,4.0,7.0,13.0,9.0,6.0
ACADM,11.0,9.0,23.0,22.0,12.0,14.0,13.0,15.0,6.0,18.0,19.0,28.0,26.0,13.0
ACADS,5.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0
ACADSB,20.0,29.0,44.0,39.0,25.0,22.0,32.0,30.0,20.0,31.0,34.0,60.0,36.0,38.0
ACADVL,12.0,11.0,13.0,11.0,6.0,6.0,12.0,7.0,9.0,7.0,12.0,11.0,18.0,9.0
ACAT1,14.0,5.0,13.0,7.0,15.0,4.0,12.0,7.0,5.0,5.0,10.0,12.0,10.0,6.0
ACAT2,8.0,35.0,22.0,105.0,12.0,34.0,12.0,16.0,9.0,14.0,41.0,46.0,58.0,24.0
ASIC1,0.0,2.0,5.0,2.0,4.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0
ACHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACLY,70.0,54.0,135.0,129.0,61.0,49.0,57.0,64.0,34.0,59.0,93.0,98.0,133.0,63.0
ACO1,2.0,1.0,8.0,14.0,6.0,8.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,9.0
ACO2,18.0,25.0,24.0,22.0,9.0,11.0,10.0,12.0,6.0,16.0,15.0,15.0,22.0,19.0
ACOX1,23.0,41.0,64.0,47.0,32.0,36.0,34.0,42.0,20.0,48.0,28.0,63.0,26.0,68.0
ACP1,117.0,113.0,334.0,179.0,152.0,129.0,150.0,181.0,94.0,177.0,175.0,212.0,254.0,118.0
ACP2,9.0,10.0,21.0,22.0,13.0,6.0,8.0,13.0,5.0,16.0,13.0,26.0,16.0,19.0
ACP3,22.0,14.0,71.0,28.0,46.0,25.0,30.0,35.0,22.0,34.0,38.0,92.0,34.0,93.0
ACRV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,773.0,541.0,1229.0,968.0,492.0,629.0,574.0,975.0,534.0,1248.0,1313.0,1510.0,1354.0,1050.0
ACTG1,1651.0,1228.0,2244.0,2074.0,1091.0,971.0,1258.0,1472.0,1060.0,1576.0,2397.0,1846.0,3120.0,1018.0
ACTN4,106.0,67.0,138.0,124.0,42.0,40.0,69.0,67.0,49.0,77.0,95.0,102.0,129.0,75.0
ACTL6A,22.0,20.0,50.0,33.0,27.0,14.0,27.0,25.0,19.0,23.0,29.0,36.0,49.0,24.0
ACTN1,19.0,13.0,39.0,18.0,14.0,9.0,17.0,15.0,10.0,15.0,35.0,24.0,58.0,6.0
ACVR1,2.0,4.0,10.0,12.0,7.0,8.0,8.0,10.0,3.0,14.0,6.0,15.0,11.0,12.0
ACVR1B,40.0,32.0,66.0,57.0,27.0,28.0,42.0,38.0,27.0,61.0,45.0,54.0,64.0,34.0
ACVR2A,2.0,4.0,10.0,10.0,5.0,7.0,6.0,13.0,2.0,8.0,9.0,20.0,9.0,13.0
ACVR2B,21.0,22.0,39.0,25.0,23.0,21.0,25.0,44.0,19.0,34.0,27.0,55.0,27.0,17.0
ACVRL1,2.0,4.0,4.0,4.0,2.0,5.0,4.0,9.0,2.0,8.0,7.0,16.0,10.0,6.0
ACY1,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,7.0,1.0
ACYP1,35.0,21.0,56.0,54.0,22.0,18.0,27.0,29.0,17.0,24.0,29.0,34.0,38.0,15.0
ACYP2,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0
ADA,28.0,9.0,36.0,9.0,18.0,7.0,23.0,9.0,10.0,8.0,25.0,26.0,39.0,27.0
ADAM8,4.0,5.0,5.0,6.0,3.0,4.0,2.0,8.0,2.0,9.0,4.0,13.0,6.0,16.0
ADAM10,75.0,111.0,264.0,203.0,96.0,122.0,106.0,216.0,73.0,212.0,154.0,343.0,215.0,193.0
ADAR,190.0,152.0,437.0,307.0,154.0,146.0,179.0,253.0,132.0,221.0,220.0,320.0,337.0,155.0
ADARB1,11.0,7.0,24.0,27.0,14.0,10.0,13.0,11.0,6.0,9.0,12.0,13.0,16.0,14.0
ADCY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY3,10.0,11.0,28.0,15.0,14.0,7.0,14.0,13.0,7.0,16.0,13.0,15.0,21.0,12.0
ADCY5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0
ADCY7,104.0,75.0,174.0,122.0,74.0,107.0,81.0,168.0,50.0,149.0,108.0,332.0,157.0,216.0
ADCY8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY9,137.0,68.0,199.0,103.0,102.0,39.0,117.0,84.0,75.0,71.0,120.0,91.0,164.0,33.0
ADCYAP1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD1,53.0,48.0,75.0,68.0,37.0,35.0,46.0,76.0,21.0,69.0,54.0,118.0,81.0,68.0
ADD2,44.0,35.0,98.0,40.0,26.0,12.0,45.0,18.0,24.0,18.0,52.0,28.0,64.0,12.0
ADD3,7.0,10.0,28.0,35.0,13.0,18.0,15.0,30.0,10.0,33.0,28.0,52.0,40.0,48.0
PLIN2,6.0,9.0,8.0,7.0,5.0,3.0,5.0,7.0,2.0,4.0,5.0,9.0,13.0,2.0
ADH5,30.0,27.0,68.0,53.0,30.0,26.0,40.0,40.0,18.0,36.0,35.0,67.0,63.0,44.0
ADH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADK,19.0,18.0,31.0,36.0,26.0,30.0,25.0,24.0,16.0,28.0,22.0,37.0,33.0,23.0
ADM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADORA1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,4.0
ADORA2A,4.0,5.0,5.0,5.0,2.0,2.0,2.0,11.0,3.0,7.0,6.0,12.0,5.0,2.0
ADORA2B,30.0,20.0,48.0,34.0,20.0,20.0,28.0,32.0,16.0,26.0,50.0,64.0,47.0,72.0
ADORA3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,14.0,1.0,13.0
ADPRH,0.0,2.0,3.0,5.0,2.0,3.0,3.0,5.0,1.0,3.0,4.0,6.0,2.0,8.0
PARP1,43.0,38.0,83.0,41.0,34.0,26.0,30.0,38.0,28.0,34.0,39.0,42.0,55.0,44.0
PARP4,16.0,11.0,14.0,8.0,10.0,7.0,7.0,9.0,6.0,10.0,9.0,7.0,16.0,11.0
ADRA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRB1,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,0.0,7.0,4.0,9.0
ADRB2,33.0,13.0,78.0,25.0,36.0,17.0,31.0,19.0,22.0,28.0,28.0,59.0,28.0,43.0
GRK2,131.0,38.0,162.0,53.0,53.0,23.0,76.0,45.0,50.0,41.0,108.0,92.0,178.0,56.0
GRK3,31.0,22.0,70.0,54.0,41.0,21.0,40.0,36.0,21.0,41.0,40.0,72.0,52.0,37.0
ADSL,10.0,11.0,23.0,14.0,12.0,3.0,10.0,9.0,9.0,13.0,13.0,15.0,28.0,14.0
ADSS2,23.0,21.0,58.0,24.0,15.0,16.0,23.0,25.0,19.0,23.0,29.0,32.0,46.0,33.0
AP2A1,4.0,8.0,11.0,9.0,8.0,3.0,10.0,8.0,5.0,7.0,9.0,13.0,15.0,13.0
AP2A2,10.0,7.0,16.0,18.0,11.0,5.0,6.0,12.0,5.0,11.0,13.0,15.0,16.0,12.0
AP1B1,27.0,18.0,36.0,31.0,14.0,11.0,14.0,24.0,14.0,22.0,24.0,35.0,37.0,29.0
AP2B1,66.0,54.0,213.0,161.0,110.0,78.0,98.0,121.0,63.0,105.0,114.0,142.0,154.0,70.0
AP1G1,169.0,140.0,453.0,317.0,136.0,208.0,202.0,275.0,133.0,272.0,232.0,347.0,304.0,156.0
TLE5,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
CRISP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG3L1P,72.0,58.0,125.0,106.0,68.0,57.0,68.0,88.0,48.0,95.0,74.0,104.0,141.0,72.0
AGA,15.0,11.0,34.0,28.0,16.0,16.0,14.0,26.0,9.0,25.0,15.0,27.0,37.0,15.0
AGER,9.0,5.0,11.0,12.0,16.0,6.0,12.0,16.0,4.0,17.0,9.0,21.0,17.0,12.0
AGL,8.0,7.0,15.0,14.0,4.0,9.0,8.0,12.0,4.0,9.0,11.0,15.0,11.0,15.0
AGRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAG1,2.0,3.0,3.0,6.0,0.0,6.0,0.0,16.0,0.0,21.0,1.0,32.0,2.0,39.0
AGT,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,0.0,1.0
APLNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCY,69.0,67.0,127.0,71.0,49.0,29.0,58.0,50.0,44.0,51.0,78.0,71.0,117.0,55.0
AHR,82.0,48.0,207.0,100.0,81.0,93.0,94.0,160.0,50.0,231.0,184.0,263.0,201.0,105.0
AIF1,21.0,19.0,32.0,35.0,16.0,19.0,18.0,24.0,13.0,24.0,33.0,39.0,51.0,29.0
CRYBG1,29.0,11.0,62.0,17.0,30.0,13.0,34.0,34.0,20.0,35.0,34.0,43.0,46.0,26.0
AK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
AK2,483.0,288.0,1230.0,487.0,434.0,311.0,619.0,503.0,329.0,444.0,718.0,743.0,1182.0,403.0
AK4,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,7.0,13.0,3.0,2.0
AKT1,42.0,30.0,59.0,53.0,29.0,24.0,37.0,45.0,20.0,38.0,47.0,52.0,74.0,36.0
AKT2,45.0,30.0,73.0,51.0,31.0,22.0,39.0,43.0,28.0,33.0,47.0,59.0,75.0,40.0
ALAD,28.0,23.0,59.0,58.0,18.0,25.0,28.0,46.0,15.0,37.0,36.0,74.0,40.0,45.0
ALAS1,9.0,15.0,15.0,19.0,8.0,10.0,7.0,23.0,6.0,31.0,14.0,24.0,15.0,15.0
ALCAM,14.0,16.0,53.0,26.0,18.0,13.0,19.0,18.0,11.0,16.0,16.0,14.0,21.0,10.0
ABCD1,9.0,5.0,8.0,7.0,5.0,3.0,6.0,5.0,3.0,6.0,9.0,9.0,13.0,9.0
ALDH2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,3.0
ALDH1B1,61.0,52.0,106.0,73.0,69.0,47.0,71.0,76.0,49.0,93.0,95.0,115.0,113.0,64.0
ALDH1A3,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,1.0,7.0
ALDH3B1,11.0,9.0,10.0,9.0,7.0,7.0,4.0,17.0,7.0,14.0,11.0,25.0,18.0,30.0
ALDH9A1,66.0,45.0,160.0,85.0,75.0,64.0,60.0,72.0,36.0,80.0,80.0,109.0,100.0,84.0
ALDH3A2,6.0,7.0,14.0,12.0,9.0,8.0,10.0,7.0,3.0,10.0,10.0,13.0,9.0,11.0
ABCD2,5.0,8.0,7.0,12.0,4.0,17.0,5.0,26.0,1.0,33.0,11.0,86.0,12.0,52.0
ALDOA,133.0,102.0,181.0,172.0,67.0,49.0,79.0,92.0,88.0,98.0,151.0,115.0,199.0,76.0
ALDOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDOC,1.0,8.0,5.0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,6.0,6.0,7.0,7.0
AKR1B1,10.0,6.0,14.0,10.0,8.0,6.0,13.0,14.0,6.0,10.0,11.0,14.0,14.0,7.0
ALOX12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX5AP,22.0,30.0,26.0,58.0,13.0,50.0,14.0,114.0,7.0,136.0,21.0,226.0,40.0,239.0
ALOX12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX15B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMD1,436.0,385.0,1219.0,714.0,461.0,518.0,602.0,721.0,391.0,839.0,869.0,944.0,1072.0,423.0
AMFR,16.0,20.0,35.0,23.0,19.0,14.0,13.0,23.0,10.0,21.0,18.0,32.0,31.0,19.0
AMH,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AMPD2,19.0,20.0,28.0,19.0,16.0,6.0,21.0,14.0,13.0,9.0,23.0,27.0,34.0,26.0
AMPD3,8.0,5.0,5.0,4.0,6.0,10.0,3.0,17.0,3.0,17.0,5.0,31.0,6.0,20.0
AMPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
AMT,0.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,8.0,2.0,7.0
AMY1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT1,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0
ANGPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK2,4.0,3.0,7.0,5.0,5.0,6.0,3.0,8.0,2.0,5.0,7.0,7.0,12.0,7.0
ANK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A5,59.0,69.0,156.0,108.0,49.0,72.0,78.0,101.0,42.0,107.0,80.0,117.0,110.0,65.0
SLC25A6,180.0,133.0,273.0,246.0,107.0,75.0,127.0,124.0,100.0,129.0,198.0,144.0,315.0,98.0
ANXA1,13.0,12.0,33.0,56.0,23.0,36.0,16.0,49.0,11.0,51.0,20.0,54.0,17.0,38.0
ANXA2,43.0,24.0,52.0,53.0,22.0,20.0,23.0,37.0,21.0,26.0,26.0,61.0,54.0,56.0
303,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
ANXA4,2.0,4.0,10.0,6.0,6.0,4.0,3.0,6.0,4.0,5.0,5.0,15.0,5.0,11.0
ANXA5,19.0,17.0,34.0,23.0,7.0,17.0,5.0,22.0,5.0,27.0,19.0,22.0,16.0,21.0
ANXA6,3.0,2.0,5.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0
ANXA7,11.0,12.0,21.0,22.0,12.0,11.0,7.0,15.0,4.0,12.0,12.0,17.0,18.0,11.0
ANXA11,13.0,17.0,26.0,23.0,14.0,8.0,14.0,17.0,10.0,19.0,19.0,18.0,29.0,14.0
AOAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AOC2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
AOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APAF1,30.0,27.0,105.0,63.0,34.0,47.0,49.0,74.0,29.0,89.0,69.0,151.0,78.0,101.0
NUDT2,9.0,4.0,11.0,13.0,7.0,6.0,8.0,11.0,5.0,11.0,7.0,11.0,13.0,14.0
APOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBA1,25.0,19.0,35.0,35.0,29.0,8.0,36.0,15.0,14.0,20.0,35.0,22.0,56.0,8.0
APBA2,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
APBB1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
APBB2,2.0,3.0,4.0,5.0,3.0,3.0,3.0,10.0,2.0,7.0,5.0,10.0,4.0,3.0
APC,14.0,21.0,58.0,44.0,30.0,26.0,20.0,33.0,14.0,36.0,25.0,51.0,38.0,37.0
AIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APEH,10.0,11.0,17.0,13.0,8.0,4.0,7.0,5.0,8.0,5.0,9.0,9.0,17.0,11.0
APEX1,110.0,80.0,261.0,137.0,97.0,80.0,131.0,111.0,93.0,134.0,135.0,193.0,212.0,138.0
BIRC2,8.0,7.0,22.0,27.0,11.0,15.0,14.0,18.0,10.0,24.0,16.0,28.0,27.0,28.0
BIRC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
XIAP,87.0,74.0,205.0,156.0,76.0,80.0,83.0,108.0,46.0,129.0,88.0,159.0,154.0,129.0
BIRC5,93.0,74.0,247.0,232.0,111.0,103.0,74.0,151.0,63.0,186.0,100.0,200.0,138.0,106.0
APLP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
APLP2,58.0,44.0,136.0,83.0,56.0,40.0,68.0,64.0,36.0,64.0,83.0,80.0,120.0,46.0
APOA1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0
APOC1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
APOC2,78.0,68.0,120.0,77.0,48.0,55.0,60.0,93.0,44.0,98.0,97.0,126.0,159.0,95.0
APOC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
APOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APP,10.0,10.0,25.0,25.0,18.0,10.0,12.0,16.0,9.0,17.0,16.0,30.0,32.0,23.0
APRT,28.0,23.0,37.0,32.0,17.0,8.0,15.0,10.0,14.0,10.0,26.0,11.0,36.0,17.0
FAS,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,5.0
SHROOM2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
AQP1,2.0,2.0,4.0,11.0,5.0,6.0,1.0,7.0,1.0,11.0,2.0,12.0,4.0,11.0
AQP3,9.0,2.0,16.0,9.0,6.0,1.0,6.0,4.0,2.0,3.0,6.0,5.0,13.0,4.0
AQP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,4.0,2.0,6.0,9.0,3.0,10.0,3.0,13.0,1.0,12.0,3.0,12.0,10.0,3.0
ABCC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAF,29.0,22.0,43.0,40.0,34.0,15.0,24.0,28.0,15.0,32.0,24.0,39.0,37.0,30.0
ARCN1,217.0,188.0,619.0,437.0,207.0,225.0,231.0,345.0,156.0,338.0,294.0,526.0,350.0,300.0
TRIM23,10.0,17.0,46.0,39.0,18.0,27.0,19.0,38.0,11.0,34.0,23.0,53.0,24.0,34.0
AREG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARF1,316.0,241.0,587.0,445.0,195.0,185.0,248.0,302.0,192.0,318.0,361.0,418.0,529.0,235.0
ARF3,121.0,77.0,216.0,184.0,98.0,61.0,107.0,151.0,77.0,145.0,102.0,178.0,166.0,77.0
ARF4,77.0,100.0,294.0,173.0,93.0,98.0,96.0,138.0,65.0,144.0,134.0,215.0,205.0,145.0
ARL4D,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0
ARF5,13.0,10.0,17.0,19.0,8.0,7.0,12.0,15.0,9.0,11.0,9.0,19.0,19.0,16.0
ARF6,333.0,289.0,685.0,537.0,314.0,388.0,330.0,619.0,252.0,788.0,622.0,1084.0,727.0,563.0
ARG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0
RHOA,255.0,250.0,671.0,534.0,272.0,257.0,263.0,388.0,189.0,445.0,424.0,606.0,720.0,416.0
RHOB,4.0,11.0,6.0,14.0,4.0,7.0,3.0,10.0,3.0,10.0,13.0,16.0,12.0,6.0
RHOC,2.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,4.0,3.0,9.0,10.0,5.0
RND3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOG,74.0,72.0,131.0,99.0,37.0,51.0,56.0,100.0,48.0,101.0,93.0,146.0,146.0,132.0
ARHGAP1,63.0,21.0,92.0,57.0,49.0,40.0,40.0,47.0,28.0,56.0,63.0,89.0,68.0,53.0
ARHGAP4,5.0,6.0,7.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,8.0,7.0,16.0,4.0
ARHGAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ARHGDIA,260.0,181.0,299.0,269.0,113.0,69.0,143.0,151.0,113.0,153.0,254.0,177.0,339.0,94.0
ARHGDIB,364.0,166.0,830.0,511.0,364.0,301.0,401.0,389.0,255.0,407.0,503.0,529.0,893.0,315.0
RHOH,30.0,21.0,32.0,21.0,39.0,30.0,36.0,34.0,21.0,62.0,40.0,54.0,44.0,20.0
ARL1,37.0,39.0,91.0,71.0,36.0,45.0,38.0,53.0,28.0,32.0,49.0,78.0,82.0,45.0
PHOX2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL2,8.0,7.0,17.0,11.0,8.0,4.0,8.0,7.0,7.0,7.0,13.0,15.0,20.0,10.0
ARL3,2.0,9.0,9.0,6.0,4.0,5.0,6.0,8.0,2.0,8.0,3.0,10.0,9.0,14.0
